# npoints=256 nbar=4000 length= 200.0Mpc verr=1660.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
   147   147.45   -37.16   142.29    29.05    77.87    29.85   137.08
   148   151.73   -33.08   136.99  -225.00   206.52  -224.60  1611.58
   149   147.42    25.42   134.29  -310.50   312.64     7.21  1166.33
   150   136.67   -22.17  -136.75  -140.59    85.53    21.97  -212.48
   151   129.92   -18.95  -138.61  -570.30    50.88   -39.15  2520.54
   152   113.04     6.75  -145.20   -44.25   -39.01  -251.29  -549.78
   153   118.64    24.93  -148.96  -307.68   -11.98    54.91  1270.23
   154   130.61   -36.31  -151.15  -136.35     8.16  -106.80 -1453.75
   155    98.66     0.00  -159.13  -133.63  -140.59  -152.12  1641.65
   156   120.42   -36.65  -162.59   170.30  -108.22    16.42 -2053.82
   157    96.38   -16.97   180.00  -415.34     8.22  -293.43   581.50
   158   116.68    34.69   163.93  -393.02   100.92    -2.04   -64.52
   159   108.50   -25.60   160.41  -255.25    96.97   -12.58  -440.98
   160   101.00    14.33   160.41  -187.08   130.24   225.87 -2357.63
   161   101.51     7.07   156.22    63.51    71.72   -43.25  -556.17
   162   102.64    10.08   155.81    46.37     0.87   204.49 -1227.98
   163   108.85   -16.25   151.90    22.64   -62.84  -174.53  1954.51
   164   151.82    39.65   142.06  -213.43    12.00    25.91  1411.95
   165   151.52   -37.10   139.72   -26.58   107.96    97.53 -1232.20
   166   131.41    -7.17  -134.51  -207.85    94.06  -153.52   -62.91
   167   124.13     8.32  -138.09  -121.48    32.42  -286.94  -369.80
   168   115.82     1.16  -142.13    11.36  -137.83  -297.03  2652.84
   169   141.01   -36.75  -144.00  -399.50   122.19   -29.06  -621.91
   170   109.36    -9.87  -148.04  -160.18  -146.28  -424.20 -1047.15
   171   111.75    30.69  -162.01  -132.55    93.53  -229.79 -1334.40
   172    95.95    -2.33  -162.45   -71.64  -313.45  -354.30  1266.34
   173   114.56   -34.00  -164.25   306.82   -56.78   162.51 -3053.74
   174   127.86    44.15  -175.11  -484.61   -99.06   126.85   -23.70
   175    96.07   -17.51  -176.09  -395.46  -264.84  -401.76  3205.46
   176   100.87   -21.83   167.47  -108.95   -18.45   116.71 -2371.89
   177    94.77     0.47   164.70  -156.89   -32.11  -262.86 -3092.13
   178   104.84   -24.19   162.90  -202.21    31.63   213.18 -2044.96
   179   120.50    33.89   156.04   -99.77   508.77   225.03 -1499.65
   180   105.34    17.70   155.63  -131.58    26.59    -9.72  1039.70
   181   117.85   -10.70   142.13    13.06   121.32   -90.50 -1107.39
   182   136.46    14.59   133.80   104.57     1.12  -109.12   912.41
   183   157.43    34.80  -134.51  -289.72    -9.32   -50.38 -1766.86
   184   132.07    22.25  -137.85  -299.35  -203.23    71.53  -319.96
   185   123.21    20.80  -141.89  -102.61  -170.25   -60.30 -1310.44
   186   121.43   -19.16  -142.19  -481.00    57.70    26.14  -358.17
   187   109.81   -10.66  -147.12  -185.28   -94.91  -389.12   161.22
   188   116.82   -28.78  -152.26  -243.64   -83.57    42.59  3924.47
   189   115.14   -32.41  -158.80   173.69  -170.79    95.11 -1150.56
   190    94.49   -16.33  -178.03  -460.32  -153.19  -398.30 -1986.87
   191    94.77    10.93   166.90   102.03  -153.48   196.69  2235.01
   192   125.37    32.41   148.89   -75.05  -241.29   276.72  4295.36
   193   121.36   -26.78   146.77  -146.56  -244.31  -228.79 -1523.39
   194   111.74    14.16   146.77   122.98    10.25   135.53  3559.94
   195   117.36   -21.48   146.08  -257.14   180.52  -323.65 -1021.53
   196   139.89    37.50   144.74  -137.75   139.02   426.84   307.39
   197   121.93   -11.08   139.24  -177.37   413.37   -31.76 -2048.47
   198   156.58    31.26  -132.16  -381.79    46.20   338.10  2863.89
   199   130.27   -33.90  -146.20  -478.82    30.46   194.68   403.74
   200   107.67    -8.76  -147.59    20.10   -70.74  -342.66 -2009.92
   201   127.28   -39.67   156.50   -29.79   -60.70   -52.54   393.09
   202   134.04   -38.58   149.04   129.64   127.35   263.76  -109.98
   203   152.48   -35.38   136.27   -88.35     8.22   -53.97  1284.94
   204   142.68    23.90  -133.06  -355.63   160.58   117.31   895.93
   205   161.65    37.86  -134.26  -381.27  -109.53   126.73   582.12
   206   146.37   -38.25  -140.79  -484.41    55.54    77.44  -550.75
   207   110.66   -18.52  -148.09   -14.81   -58.43   -61.00 -1311.67
   208   109.48    16.59  -148.09  -144.08    63.87    36.57  1535.42
   209   135.44    45.67  -160.22  -121.66  -185.83   -22.57  1347.64
   210    91.13    -4.43  -168.59  -189.84  -178.58  -112.22  -778.20
   211   108.11    32.82  -168.59   -98.74  -158.11  -316.35  1558.66
   212    97.87   -23.52  -173.00  -189.56  -179.80    38.49  -507.93
   213    89.16    -1.00   177.49  -567.42  -198.03  -215.95  -217.49
   214    92.77   -15.63   175.49  -300.29    96.20  -164.77 -1412.37
   215   116.50    37.61   164.79  -248.62   169.88   210.45 -1081.83
   216   123.54   -37.84   155.90   -83.59   164.38     1.69  -445.28
   217   134.32    31.57   141.10  -221.14  -134.90   641.31  2366.29
   218   151.16   -38.71   139.03  -205.59   128.59   194.03  2059.88
   219   136.26    27.30   137.35   -49.26  -207.18   173.82 -1843.42
   220   162.54    35.56  -131.89  -275.62  -185.02   225.92  2438.37
   221   138.14    21.22  -133.28  -163.56   333.80   -86.40 -1024.44
   222   154.75   -34.43  -133.76  -491.71  -171.99   459.10  1513.57
   223   117.99    22.99  -144.37  -302.00   133.32    84.35  1455.96
   224   106.63    15.73  -149.34  -119.59   145.86  -206.83  2482.12
   225   117.29    36.36  -159.17  -254.02    52.18   325.38  -247.00
   226   118.26   -41.35  -173.94  -250.48  -165.03    92.98 -1638.75
   227   104.33   -32.12  -177.47  -194.72  -220.02   143.45 -1743.57
   228    99.75   -27.02   173.44  -342.37  -104.31   -68.99  3352.21
   229   112.31   -35.75   165.61    26.87   -38.71  -191.50    78.95
   230   116.18    36.28   160.51  -239.75   140.01    93.73 -1599.43
   231   126.05   -14.35   136.30  -281.61   167.47   -59.05 -1817.85
   232   132.36   -17.87  -133.99  -600.98    73.21  -187.52    47.95
   233   120.61    34.30  -151.43  -106.67  -324.84   155.50 -1807.25
   234   138.06   -45.48  -154.68  -102.26  -127.00    66.71  1469.78
   235   114.83    33.44  -155.94    20.41   -47.75   -47.46   279.62
   236    91.12   -10.87  -167.91  -479.07  -325.41  -276.64  -297.35
   237   123.28    44.70  -176.93  -481.09   190.14    88.56   413.19
   238    88.89   -10.12   179.49  -424.64   -97.62   -83.90  2999.82
   239   107.87   -35.41   174.39  -286.22   165.36     5.16  -355.95
   240    90.87    -9.40   167.42  -286.90   122.17  -329.62   635.33
   241   109.58    34.78   166.45  -484.13    30.94   -26.60 -3804.50
   242   126.57   -36.34   149.11   -88.94   124.99    18.48  1061.10
   243   118.69   -22.85   143.13     1.31   140.95   -37.24 -3797.51
   244   126.03    28.92   142.48   154.01  -240.78   272.43 -2513.00
   245   149.76    35.02   135.52  -253.49  -434.64   429.87   837.61
   246   132.95   -22.09   135.26    79.72   299.92   -81.72   -98.74
   247   144.98   -25.20  -131.38  -555.84     2.44   284.59  -821.79
   248   158.52    38.03  -133.99  -189.39    34.16   -83.16 -3092.43
   249   131.29    20.92  -135.00   -17.91   -17.17  -263.03  -314.55
   250   141.54   -31.26  -135.78  -504.60  -109.34   299.76  2659.97
   251   123.98   -34.55  -148.13  -480.35   -11.88   218.95  1707.47
   252   113.01   -25.38  -148.13  -285.90  -225.32   255.31  -899.85
   253   107.63   -28.62  -156.61  -143.16   123.86   315.35   548.93
   254    91.73    -6.36  -162.03   -86.14  -445.50   -49.19  2991.46
   255    90.74    10.42  -166.33  -290.33    96.42   -27.45    27.58
   256    93.51   -19.02  -168.79   -76.37  -290.04  -250.14  -216.73
   257    93.55    21.04  -173.32  -288.85  -256.66  -171.23  1012.03
   258   101.37    24.59   160.18  -219.27   -39.22   388.46  1954.78
   259    94.74     4.26   156.61    98.47   -49.53  -143.55   705.15
   260   124.57   -26.84   141.28   -54.00   249.58  -170.81  -878.26
   261   125.01    26.74   140.96   152.70   -48.04    52.92 -3485.67
   262   129.57   -27.27   138.85  -195.63  -293.10  -115.30  2599.20
   263   118.18    -7.22   137.70  -271.02    81.37   -95.76  1367.31
   264   153.85    36.45   134.49  -265.04  -336.03   333.35  -571.39
   265   129.23     6.94   132.53    63.76   191.24  -181.69   215.77
   266   134.97   -26.84  -135.53  -461.23    15.97   162.47   492.31
   267   145.27   -35.13  -136.33  -315.78   105.34   401.33 -1091.48
   268   112.58   -24.17  -146.79  -315.74   -43.11   410.86  1928.10
   269   109.72    23.50  -148.65   -15.70    65.09    -5.34 -1058.37
   270   108.94    24.13  -149.81   -88.03     9.44    96.61 -2516.98
   271   110.99    34.76  -160.48   -95.26   156.26  -154.06 -1538.02
   272    91.54    14.84   166.21   -34.54  -372.43    12.94  -653.27
   273   120.00    41.61   163.30  -569.20   233.30   410.39  -406.97
   274   126.49    31.67   142.96  -126.83  -313.29   429.25  1578.27
   275   109.89    -6.94   141.98  -131.44   155.77  -124.34 -1669.57
   276   142.19    28.56   133.48   -41.70  -135.71   276.82   995.85
   277   159.89   -35.55   131.35  -493.32  -473.12   383.34 -1391.40
   278   129.72    30.79  -139.83  -243.80    -3.44   248.09  1016.12
   279   112.78   -10.38  -140.14  -352.48    20.67  -109.03  2151.93
   280   129.87    47.72  -167.08  -218.35  -441.06   204.16  1657.82
   281   119.35    44.46  -178.42  -509.46   240.93   274.02    25.80
   282   130.75    49.36  -179.47  -261.46   -47.05    41.18  2262.78
   283   101.70    30.98   167.58  -396.52    20.10    40.59  1754.26
   284   128.35   -35.33   144.41   -52.52   214.74   -64.41  2517.41
   285   117.81    18.16   139.53    93.16    88.25    20.35 -2277.27
   286   129.48    29.26   138.93   -70.17   -63.93   135.87  3246.11
   287   146.20    27.02  -130.38  -442.43   454.33    88.09 -1344.04
   288   149.78   -35.38  -133.70  -210.92   157.82   311.99 -1547.26
   289   121.62    -1.84  -133.96  -435.51   221.90  -244.07  3542.84
   290   130.93   -34.53  -141.47  -475.79  -190.16   192.05  5364.92
   291   114.92    21.54  -142.13   102.43  -187.57  -260.39  -218.88
   292   104.18    -2.58  -144.16   -57.72   -17.19  -133.16   664.97
   293   125.37   -34.98  -145.22  -419.70    37.45   119.64   467.53
   294   108.00    19.44  -145.94    72.03   -80.05   -55.78  -800.78
   295   130.53    42.56  -151.35  -158.45  -240.93    78.91   312.01
   296    95.89    10.33  -153.43  -149.77  -206.37  -367.61  1415.42
   297    99.99   -23.48  -156.93   -41.51   -65.22   -58.14   125.44
   298    91.97    -6.34  -157.38  -342.75  -245.17  -107.11  1816.18
   299    84.68    -3.17  -176.29  -656.75  -189.48   226.04  -582.86
   300   127.33   -48.46  -177.88  -285.76  -125.39   -71.47  -464.75
   301    85.55     9.46   178.94   -89.58  -129.30  -203.75   631.44
   302    88.45    -4.05   163.01   -19.93    60.18  -288.76   -76.65
   303    96.70   -23.83   162.53  -302.39   231.13    50.69  2653.19
   304   138.40   -44.88   149.35   -65.13   384.81   -94.80  3029.31
   305   126.37    39.09   149.35  -138.35   147.18   200.97  2302.80
   306   123.64    24.65   138.66   -63.03   -33.05   -90.15 -3051.53
   307   132.93    20.65   132.71   -80.18   -97.49  -271.22   289.89
   308   130.94   -15.58   131.99  -281.53   246.97  -120.61  3345.58
   309   116.28    14.00  -137.81    80.27   141.94  -181.93  1697.68
   310   117.20   -21.92  -140.25  -356.31   -79.84   122.68   123.78
   311   121.54    27.57  -140.89  -114.20   -14.84   508.05   100.45
   312   120.06   -30.50  -143.91  -428.84   -79.78   414.70  1700.46
   313   112.62    23.29  -143.91    -6.26    10.25   -32.37  -131.80
   314   127.25    36.99  -145.33  -226.32    97.50   493.28  1045.97
   315   136.54    45.19  -150.31  -198.66  -268.36    16.66  2063.83
   316    99.27    29.72  -165.84  -204.50   -59.86    99.74   711.70
   317   121.36   -45.61  -169.93  -371.94  -278.16   -16.78  1310.69
   318   128.56    49.43  -178.93  -158.92  -301.64    75.57 -1309.32
   319   122.42    44.07   161.89  -452.09   341.27   323.89 -5409.29
   320   119.64    41.76   159.50  -335.95   217.44   396.39 -1671.29
   321   103.78   -14.83   146.43    49.13    16.74  -257.73 -1647.56
   322   126.42   -36.83   145.70  -107.20   174.58    24.79  1938.25
   323   123.02    28.86   140.89   100.00  -254.00    -8.71  -331.09
   324   133.20    17.76  -130.75  -205.83   313.70  -222.18  -735.34
   325   126.45    25.23  -136.38  -228.46  -141.96   132.75 -2615.69
   326   118.49   -24.13  -139.98  -362.27  -101.57    20.49  2214.34
   327   115.28    23.57  -141.60   208.38  -169.30   -87.17  2836.51
   328   108.77   -30.18  -151.73  -115.86    85.67   -48.04  2100.33
   329   124.27   -46.30  -164.70  -243.80  -314.30   -27.20 -1458.01
   330   115.88    43.45   169.84  -458.09   117.95   -32.63  1235.69
   331   119.00   -44.10   165.71  -362.44   383.74   114.53  -470.20
   332   102.90   -33.66   165.20  -191.63   369.14  -119.35  2275.78
   333    87.90    10.24   163.20  -137.17  -178.31   -59.66  1108.03
   334   139.43   -33.69   135.55   261.89    -5.85   -63.22  -941.16
   335   158.83   -35.48  -129.36  -450.20  -494.07   441.01 -1266.10
   336   158.74   -36.90  -130.26  -425.61  -371.15    86.79  1927.62
   337   122.90    22.82  -136.40  -110.76  -183.07  -312.19   899.13
   338   125.17    26.30  -136.97  -263.85   -82.43   166.88   711.19
   339   123.91   -30.71  -140.36  -386.11  -303.64   392.87  -847.21
   340   106.18    -2.95  -140.68   -53.38  -121.95  -133.58  2228.76
   341   105.06     5.55  -141.67   184.48  -101.63  -192.08 -1394.28
   342   105.54    34.75  -161.08  -169.25   -68.48   -89.73  -519.30
   343   104.01    33.77  -161.57  -277.65   -68.43  -133.80   -12.41
   344    83.21    -4.31  -171.34  -384.93  -231.19    64.75   808.01
   345    88.56    20.66  -171.87  -421.61   -68.38  -220.34   767.33
   346    92.41    27.16  -176.19  -255.24  -110.10   149.91 -1760.37
   347    90.53    25.02  -179.45  -214.81   -53.12     6.78 -1243.66
   348    90.47    24.49   175.10  -227.78    25.56  -195.04   -63.37
   349    83.42    -8.62   174.02  -243.90    -9.96  -402.31  1051.94
   350    87.69   -17.10   168.17  -248.79    72.90  -117.82  1961.94
   351    99.52   -23.60   154.09  -150.40   154.55   -39.83  1630.27
   352    99.10     2.26   145.93    16.60   214.31  -274.05  1267.70
   353   105.93   -13.22   142.70    52.04    52.33  -331.41  1258.62
   354   140.98   -37.96   137.56     6.19   139.28   299.38  -798.60
   355   116.27   -15.19   136.97  -113.67   124.73  -253.50  -889.45
   356   131.53   -27.60   134.73   -57.99    46.44   -76.63  -651.26
   357   146.17    35.63   133.67  -245.46  -427.83   193.24   -34.20
   358   130.41    18.87   131.66  -125.20   -38.17  -173.99  2083.04
   359   104.22     6.89  -141.75   257.87  -108.82  -279.04   772.83
   360   116.64   -45.78   177.25  -537.42   -41.43    81.25   165.00
   361    84.79    16.05   175.60  -190.20    12.93  -124.02  1053.99
   362    83.68    12.95   175.05   -60.83  -228.23    75.33   584.61
   363   126.29   -48.46   165.96  -483.43   275.84    -0.31  2595.97
   364    90.03   -11.51   157.07   -31.19  -171.15  -431.07  -618.33
   365   133.26   -47.62   154.77  -655.48   144.82    90.74  1231.84
   366   140.12    44.63   144.57  -146.48    97.15    47.65   790.06
   367   108.92   -14.54   140.41    97.89   111.95  -152.39 -3193.93
   368   115.00    14.96   136.99    87.97   -77.27  -141.53  1831.33
   369   122.14    19.04   134.73  -188.35    31.32   -69.95  3870.25
   370   142.36    30.32   131.39   -60.66     1.60   630.39 -2179.89
   371   138.16    23.67  -129.49  -164.07   318.69    60.06 -2834.29
   372   120.05    -1.12  -132.10  -574.53   236.16  -140.56 -3016.29
   373   139.61    40.06  -138.85  -179.22   147.08    38.87  1559.06
   374   110.58    16.84  -139.49    30.59  -217.31  -255.33  1019.69
   375   109.27    33.40  -151.90  -102.26    26.30   118.64   360.70
   376   129.18   -47.55  -157.34   -92.36  -135.58  -154.79  -523.09
   377   117.38   -44.87  -165.31  -104.62  -360.13   158.71  1199.96
   378   124.18   -49.57  -177.78  -155.97  -160.80  -117.68 -1075.81
   379    81.56    -8.26   175.56  -251.00  -106.18  -228.32 -2028.54
   380    99.52    34.96   170.63  -310.92   119.74   154.12  -364.57
   381    95.87    24.56   157.34  -319.97   113.44   246.62 -1220.77
   382    94.66   -17.78   153.21     4.81    57.72  -157.65  1102.08
   383   131.28   -30.39   135.28   -71.42   -40.83   -55.63  -701.83
   384   137.22    33.13   134.45  -334.34  -227.59   681.77  2919.37
   385   155.78    39.56  -131.57  -174.18   115.53   -94.73 -2143.56
   386   135.08   -28.31  -132.07  -263.03    19.35   216.87  -355.89
   387   126.30    28.44  -135.86  -402.83   103.83   320.04  1680.62
   388    99.22    24.67  -152.10  -212.33   350.04   -63.39   830.99
   389    94.35    24.46  -158.10  -196.62   145.77     0.26   444.08
   390    85.04    -8.98  -161.57  -306.38  -278.07  -243.75   179.41
   391   115.89    45.06  -166.76  -191.83  -615.68    73.74   -96.65
   392   110.06   -42.96  -171.63   -61.16  -488.28   343.01    69.26
   393    86.87   -22.19  -172.18  -177.04  -450.94  -252.61   219.04
   394   116.44   -46.44   173.29  -520.58   386.96   -24.56   -72.55
