# npoints=256 nbar=4000 length= 200.0Mpc verr=1660.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    29   150.64   -23.54  -135.46   122.11    90.60   175.31  -973.28
    30   132.63    -6.77  -138.37   406.04   387.55  -167.37 -2620.19
    31   122.84    -5.11  -143.57   162.83    87.45     0.50  1700.56
    32   130.56    29.38  -149.91   121.09   188.25  -141.10   344.16
    33   110.83    20.21  -161.16   164.11   -46.99    20.95  1504.46
    34    99.98    -8.99  -175.46    34.58   133.37  -120.99  2361.58
    35    99.93     6.28   172.32  -175.09  -313.15  -265.95  1652.00
    36   125.75   -37.06   168.78   200.17  -207.51   306.87  -458.46
    37   132.57    38.66   161.98   107.57   173.12   129.76 -2092.09
    38   107.65    12.58   159.54    59.14  -172.93    81.27  -302.75
    39   138.79    39.50   156.80    91.44   107.74   162.37  -899.69
    40   154.74   -39.88   146.00   403.68   148.64   274.62  -303.31
    41   133.62   -21.61   142.41   354.10  -225.18   -62.07 -1331.89
    42   133.99    -3.01   137.37   318.88   175.09   -70.73  1839.40
    43   134.35    -1.00   137.12   338.89   104.86    24.34 -1084.86
    44   137.03    -5.23  -135.70   470.85   286.62    55.71  -450.23
    45   147.15    38.79  -148.37   -12.64   207.85  -296.57 -1289.29
    46   120.80    20.04  -149.37   280.38   394.46   -56.74  1564.03
    47   120.89   -35.11  -170.91   101.77   385.56   -17.32  2258.49
    48   134.52    43.26  -175.43   248.19   -96.65   -30.29   -59.02
    49   100.04     7.63   170.02  -236.35  -278.05  -310.58  2256.92
    50   123.08   -35.73   167.81   196.63   264.34   296.40  -367.84
    51   110.70   -24.16   165.21   338.17    93.43  -134.34 -2262.27
    52   102.70    -8.31   163.93   121.64   -76.12  -251.86 -4145.13
    53   112.77    19.84   157.02   104.48   -86.96   -39.67 -1534.04
    54   107.51    -7.10   156.25   -20.64   -96.13  -327.20  -251.95
    55   124.38    29.75   154.73   270.47    45.96    34.66   875.86
    56   122.66     0.00   142.77   120.83    28.31   -57.17 -1487.73
    57   125.87    -9.65   141.90    76.14    18.19  -278.67  -255.50
    58   148.20    22.96   135.70    91.46  -144.81   187.06  2675.14
    59   130.70     5.83  -138.17   584.40    -0.67  -106.17 -3936.81
    60   155.74   -36.65  -140.84  -288.98   -69.28  -139.70  1769.33
    61   156.76   -37.45  -141.12  -408.36    31.39  -275.23   686.28
    62   129.97   -36.52  -158.04   270.47   309.82  -111.18  -713.65
    63   101.69    -4.85  -162.96   209.43   122.64   301.02    37.06
    64   111.33    28.96  -174.02   101.35  -377.60    -4.81  1073.82
    65   119.05   -35.27  -175.39     3.39   344.61   -79.25  1624.54
    66   127.99   -40.78  -178.15   337.97   274.08   219.38  -958.72
    67    98.18     9.16  -178.15    76.94  -265.18  -384.89 -1621.43
    68    98.64   -10.50   177.23   130.50    33.76  -171.84  1077.57
    69   124.46    37.96   170.84   167.89  -236.63   -22.07   -69.59
    70   134.40   -42.85   169.49   194.97  -263.50   256.84   726.50
    71   124.74   -36.96   166.40   116.89   122.07   424.16 -1804.61
    72   152.44   -32.21   138.68  -165.73  -419.40   244.18 -1379.68
    73   144.57    20.56   135.70   184.15   -85.11    -6.99  -910.11
    74   140.77    15.12  -135.00   384.25   102.98  -266.01  -552.40
    75   121.07    23.58  -150.00   341.27   177.78  -165.50 -1512.64
    76   106.59     0.84  -154.37   337.05  -126.05   -17.95   797.52
    77   106.65     2.10  -154.37   388.26  -222.51   141.75   289.98
    78    96.67     4.17  -175.35    43.16  -338.01   -69.99  -451.13
    79    99.00   -12.77   174.43    75.74    56.62  -270.41  -517.25
    80   108.05   -25.71   170.76   123.84  -264.57   -75.94 -1578.46
    81   135.48   -43.33   167.18   221.22  -100.23   372.78 -2397.80
    82   138.56   -43.46   162.83   312.56    47.44   347.63  -866.61
    83   132.14   -40.12   161.99   218.04   -84.10   388.74 -1643.99
    84   132.52   -35.71   153.25   257.01   -52.04   280.96   334.38
    85   118.99    25.26   153.25   155.96  -193.14   -79.21 -1490.53
    86   110.54     8.13   151.42   -28.45   117.07   134.29   -14.27
    87   126.15   -22.20   145.35   265.26  -324.44   -75.35  1318.60
    88   118.54     6.81   144.73   -88.27   230.59   -79.46  -280.77
    89   130.88   -19.53   141.17   254.08  -134.23    33.04 -2646.46
    90   149.79   -32.49   139.51   -28.20  -381.20   222.87 -1363.74
    91   156.71    34.98   138.45  -196.34  -232.34    76.41  1603.90
    92   135.79    -4.62  -134.77   462.42   178.04   -58.67  1914.54
    93   136.31    11.24  -135.47   441.26   175.52  -282.24  -925.09
    94   160.16    34.80  -136.44    48.64   238.85  -150.96 -1589.62
    95   140.16   -30.85  -142.39  -137.51   151.28   459.20  -418.65
    96   118.11    -9.13  -144.82   160.93   -44.40  -252.83  1301.39
    97   133.53   -37.06  -153.43   101.93   -30.83  -211.10 -1158.28
    98   111.27   -16.73  -153.43  -200.65  -343.53   -93.25  1682.08
    99   139.45   -44.00  -161.85    86.93   208.14  -205.62 -1600.66
   100   100.43    -6.25  -162.70   391.25    85.58   219.76  -395.34
   101   124.94   -37.79  -164.86   112.93   319.81   -53.07  2526.25
   102    98.06    -6.40  -167.97   187.26    -6.68    94.92 -4424.05
   103   103.90    23.02  -175.31  -177.78  -416.77  -104.73 -2664.03
   104    96.99   -10.68   179.53   212.69  -173.38  -176.50  -669.48
   105   114.58    33.52   176.25    26.93  -186.08   -14.11  1398.04
   106   100.99   -10.25   163.56   222.64  -213.92  -309.16  1114.35
   107   100.02    -3.58   162.70   183.58  -195.02  -115.50  -480.14
   108   101.10     4.43   161.00   -26.44  -109.19  -326.49  -862.27
   109   123.49   -32.96   156.91   246.22   -20.49   367.74 -1933.24
   110   113.68   -21.36   154.19   229.84   -55.93  -264.76  2575.20
   111   114.26    22.09   154.19   248.54   -99.24  -184.53  2452.34
   112   162.85    34.48   135.24   128.63    28.94  -121.23 -2181.61
   113   138.09    11.42  -134.30   278.33   236.88  -221.32  1478.26
   114   134.14     7.03  -135.24   412.43   241.31  -308.90   216.62
   115   149.13    26.78  -135.24    72.61  -127.72   279.53  -727.00
   116   155.36   -35.68  -138.51  -164.32  -218.98   -73.77   717.17
   117   153.32    40.33  -143.97  -232.53    92.55  -386.05  -186.37
   118   111.11    -6.46  -148.90   124.38  -260.59  -112.06  1094.03
   119   130.32    35.13  -152.50   230.87   175.39  -155.03 -4919.68
   120   129.15   -40.79  -165.19   237.69   153.52  -272.25  -598.12
   121    95.32     6.59  -176.69   238.73  -327.33    15.72 -1637.05
   122   124.44   -38.89   167.42   276.93  -117.56   371.95 -3044.00
   123   138.11   -42.75   158.77   372.28   104.92   274.09  -834.59
   124   120.41    26.18   151.03   292.44    -2.97   227.34  -200.40
   125   108.82     0.00   150.31  -261.84   121.57  -493.59  2080.88
   126   143.52   -39.97   149.25   315.39    75.62   179.85  -262.79
   127   133.29    28.73   143.97    66.72   203.96    60.05  1225.32
   128   153.13    38.87   142.45   175.86  -178.64   281.65   407.56
   129   138.65    28.25   140.71  -129.01   332.99   204.01  1964.22
   130   131.56   -10.61  -136.47   366.80   234.41   -59.97  -320.45
   131   163.04   -37.83  -136.72  -308.19   -29.98  -357.49  3947.74
   132   121.03    -8.91  -141.63   327.26   160.53  -267.92   902.81
   133   123.31   -27.55  -149.04  -262.59  -145.14   286.51   387.03
   134   105.80   -13.67  -155.77  -217.27  -244.57   235.91   240.48
   135   126.62   -40.38  -166.41   151.38   352.11   -98.72 -2881.24
   136   124.35   -39.86  -169.15   319.54   603.50   100.33  1708.74
   137   100.15    20.55  -178.57   -44.25  -227.46   -80.50  -537.11
   138   132.38   -43.67   168.23   284.83  -218.23   311.96 -1658.79
   139   105.13    12.88   156.17   265.40  -161.44   165.99 -1023.18
   140   115.65    26.91   155.38   376.15  -229.95    73.69 -4681.00
   141   109.98   -18.21   153.82   216.14    59.35  -270.02  2265.37
   142   115.79    -5.03   144.37    40.70  -236.23  -185.83   323.06
   143   137.63   -28.85   141.05   104.61  -314.50    24.08  1397.28
   144   121.28    -6.29   141.05    34.62    82.29   -72.78   902.86
   145   121.95    -6.99   140.76    99.24   -21.91  -153.12  -850.42
   146   164.72    34.03   133.38    53.43   183.59  -201.34  3165.35
   147   144.24   -22.62  -134.29   308.89  -206.57   379.10   727.44
   148   130.63    28.58  -144.14   323.14   196.54   -88.35  1530.27
   149   127.17   -29.84  -147.44  -121.24    75.59   187.46 -1583.44
   150    99.87   -14.50  -164.05   398.52   199.68   176.16  1020.08
   151   101.52   -18.86  -165.40   248.18   389.27   -14.96 -2649.42
   152    98.69    18.46  -173.29     9.53  -266.97  -129.99  -431.60
   153    94.35    -9.05  -176.15   128.02   121.23   -66.03 -1178.62
   154    97.88    18.14  -178.07    37.32  -377.52  -255.65   346.72
   155   114.29    35.52   178.07   147.79  -177.09  -131.07  -179.70
   156   109.96    32.20   177.59   123.52   -88.03   183.74   660.42
   157   102.32    23.39   171.87   -29.43   -21.32  -167.25  1635.16
   158   112.07    -1.60   146.09   -76.40   135.17  -336.19  1884.21
   159   145.28   -36.65   142.90    17.73  -138.41   197.90 -3742.00
   160   131.95     8.86  -135.00   370.68   191.77  -218.42     1.93
   161   157.47    36.18  -136.49    -1.76   160.74  -471.05 -2210.98
   162   146.46    33.69  -139.16   -23.52   282.47   -89.18   272.21
   163   135.67   -32.77  -143.91  -274.66   175.23   383.60  1304.24
   164   143.96   -41.88  -149.32    46.12   121.43  -283.92  1815.94
   165   103.05     6.53  -154.22   409.50   -62.83   175.00    81.80
   166   102.90   -14.06  -157.45    35.84  -118.59   344.37  -882.00
   167   119.60    34.18  -158.70   115.43    66.95   -73.57   999.66
   168    96.12   -10.30  -167.11   251.08    69.07  -201.81 -1138.24
   169   110.55   -33.45  -178.06   148.11   282.51   153.82  -309.28
   170   101.71   -11.07   157.45    23.51  -207.37  -416.76  1460.81
   171   121.90   -33.45   155.01   341.51    40.97   321.33 -3902.36
   172   134.52    39.27   152.28    60.61   -61.60   144.45  -473.10
   173   140.05    35.46   143.91   -64.10   -99.06    84.21   250.75
   174   160.82   -38.09   136.75   121.38  -576.71    44.24 -1136.99
   175   140.13   -19.54  -133.80   177.16   -66.89   246.85 -2585.67
   176   149.26   -29.13  -134.51   -75.97   -60.60   199.35   391.23
   177   148.63   -35.32  -138.92    61.23   -81.02    62.83 -2152.41
   178   148.76   -36.40  -139.76   101.69    49.84    16.43  2239.92
   179   142.36    35.57  -142.13   -36.97    59.86  -187.96  1537.27
   180   109.28    28.15  -161.57  -120.11  -128.23  -256.50   -58.58
   181    95.06    12.34  -169.82    79.87  -236.10  -149.97  -222.25
   182    97.13    19.74  -179.02   -13.40  -251.65  -118.80   824.85
   183    95.02   -15.25   175.60   141.99   -99.14  -474.83   354.45
   184    93.73    12.03   175.60   -15.95  -158.86  -117.13  1158.73
   185   115.37   -37.06   173.18   193.09  -103.08    74.28  -536.43
   186    96.40   -14.55   168.41   180.44    16.57  -235.15   519.04
   187   114.34   -19.56   148.04   119.66   -71.11  -199.56    49.81
   188   127.70     7.74   136.25    86.40    96.70  -252.89 -1317.43
   189   158.49    33.17  -133.09   347.70   136.30  -376.31   304.76
   190   136.20   -19.78  -135.00   -65.96   135.27   397.19   958.23
   191   127.58    -7.39  -135.75   145.34   367.27  -212.35 -3050.11
   192   156.68    37.47  -136.78   116.05   161.02  -527.11  1358.50
   193   115.09    10.17  -143.13   427.15   367.50  -114.16 -3911.96
   194   111.51    10.50  -145.74   427.70    70.55   -16.39  3075.08
   195   129.53   -35.81  -149.62  -159.37   112.02    58.49   656.86
   196   104.41     3.00  -150.36   367.72  -204.29   116.56  -217.79
   197   136.50   -41.16  -151.88   -83.16    63.33  -173.21  3268.23
   198   120.43    33.02  -153.83   232.79  -292.79  -172.42  -222.15
   199   102.03   -10.59  -154.63   105.02   -23.61   301.60  -950.17
   200   102.65    12.30  -154.63    33.52  -135.48    68.43  -790.56
   201   118.88   -34.41  -157.52    46.46   246.36   170.58   349.91
   202   128.72   -45.24  -179.51   296.87  -237.18   244.67   889.62
   203   129.35   -43.51   165.04   139.92    -6.11   323.37   110.42
   204   120.72   -33.82   154.63   290.98   202.47   355.76 -2495.68
   205   114.95   -25.78   151.11   124.98    -7.56  -105.06 -1813.41
   206   139.78   -40.00   147.82   297.17   142.64    93.43   569.96
   207   115.00    13.35   144.09    29.35   142.85   148.04   881.18
   208   152.13    36.20   137.58   200.89  -426.56   199.88 -2310.98
   209   146.90    31.77   136.52    61.15  -128.13  -159.89   -64.43
   210   129.35   -10.79   135.50   273.07   178.22  -320.32  2088.33
   211   159.23   -35.38   134.27    36.21  -272.50   288.80 -2271.11
   212   133.54    13.53   134.27   260.43   134.58    -2.68 -1220.80
   213   140.40   -34.97  -141.34   115.02    50.64    40.17  -139.06
   214   148.21   -41.62  -144.18  -216.48   437.18  -253.75  3743.86
   215   109.72    13.17  -147.24   380.19    92.02    49.85  3089.37
   216   129.30    34.61  -147.59    28.25    92.52  -315.58  -967.36
   217   136.01   -39.61  -149.04  -209.70   177.63  -217.59  1185.89
   218   111.82   -20.45  -149.04   -30.13  -311.95   350.12   200.73
   219   106.05   -17.14  -152.45    30.76  -422.02  -195.32  2185.36
   220   129.89    44.73  -166.79   239.93   -65.86    46.71  -660.22
   221   118.56   -40.72  -179.00     1.87   -36.98    -5.64  1755.55
   222   122.67   -40.51   164.45   113.10  -127.49   374.58  1079.32
   223   118.63    37.29   162.16   503.13   217.59   -11.06   283.12
   224   136.49   -42.93   154.04   207.22   -48.89   147.33   517.07
   225   111.74   -26.58   154.04    27.43   -53.90   -57.86   267.06
   226   101.48    -8.86   153.63    47.36   -26.83  -376.77   479.22
   227   143.23   -42.99   149.04   210.20    14.21    58.04  3352.10
   228   126.93   -27.89   143.21   210.96  -293.79    29.03   972.20
   229   130.79    19.54   136.80   359.06  -343.53  -298.48  1688.19
   230   160.16    36.17   134.02   227.16  -333.79  -189.01 -2425.14
   231   162.58    34.54  -131.69   224.06   130.80  -396.06  1351.87
   232   146.73   -25.21  -132.14   -64.66   102.04   350.14   136.74
   233   126.98    -4.94  -134.75   119.34   252.53  -302.55 -1485.37
   234   125.00    13.37  -137.08   443.90    68.21   -57.88  -595.78
   235   127.18   -25.86  -141.10  -127.30    58.48   421.34    -3.67
   236   104.25   -22.47  -157.59   117.24    -2.40   -17.33 -1558.48
   237    97.14   -22.21  -172.01   222.85   428.61   -36.94  -968.19
   238    89.68    -3.00  -173.99   -29.14   -95.49   147.91  2486.00
   239   124.37    44.21   177.49   306.40  -380.86    50.27  1784.47
   240   126.89    43.60   165.73   414.26   -57.98   287.94  1562.28
   241   132.57   -45.49   163.39   223.53    35.48   382.39   283.52
   242   113.27    31.15   156.74   306.97   -96.69   -76.04 -1878.66
   243   133.19   -40.18   151.07   394.99    52.80    79.46   510.30
   244   122.37   -33.74   151.07   342.02   -64.83   380.71   325.31
   245   157.08    37.36   135.51   343.87  -298.82   -54.57 -2729.74
   246   129.65    11.47   134.50   301.48   -31.23   -61.74    80.11
   247   131.07    12.04   134.01   268.63    23.80   -66.35  2917.67
   248   100.81    -8.92  -152.43   305.61   -94.59    98.69   628.64
   249   119.15   -37.10  -158.29   178.25   332.14     1.00  -615.40
   250   106.02    30.07  -164.19    -9.57  -279.72   -56.51    18.38
   251   125.96    45.50   180.00   277.11  -320.11    14.46  -518.44
   252   114.35    39.45   178.99   243.93  -272.67    94.76  1389.34
   253    91.84    15.80   177.47   194.22  -114.29  -233.65  -304.33
   254   102.80   -25.67   162.33   197.46   106.11   -53.44 -3070.47
   255   126.25    41.94   160.06   135.24   -30.03   -69.31   787.39
   256    99.28     1.80   152.83   392.96  -187.43  -469.31 -1051.97
   257   142.31   -39.96   144.03   241.90  -101.42   136.87     5.91
   258   136.53   -35.31   142.41   -57.31  -157.52   320.38  -490.42
   259   132.82    28.84   139.36    59.29   173.92  -131.38   818.68
   260   118.14     3.79   138.49  -101.90   230.50   131.49  2355.14
   261   117.41   -32.61  -152.22   -66.07   242.61    43.10 -1543.68
   262    97.28     7.38  -155.10   237.35    37.03   117.67   150.01
   263    95.82     0.00  -155.94   292.55    28.31    45.22  1722.10
   264    91.07    -5.91  -165.00   451.45     9.52   147.66  -363.86
   265   110.72   -36.35  -168.89   266.03   397.91   -35.71   816.59
   266   102.88    31.60  -176.93   126.74  -153.24    93.93  2026.40
   267    97.63   -26.11   176.42   232.08   243.33    28.56  1519.81
   268   120.19   -43.04   174.90   -35.94  -158.83    99.90  -291.94
   269   107.49    35.04   173.88    96.90  -255.51   -36.08   534.41
   270   116.27   -40.68   172.87   -94.29    30.61   324.14  -779.26
   271   129.67   -33.25   143.79   197.42   -30.88   196.32  1666.13
   272   153.12   -33.09  -132.53   228.07  -102.01    18.70  1828.27
   273   138.61    28.26  -135.26   315.81   329.10   315.72   -58.44
   274    97.16    -5.07  -153.64   314.90   -61.17    77.11 -2115.19
   275   137.25   -45.36  -154.06   -77.74   272.24  -374.17  1327.37
   276    99.06   -23.72  -162.97  -136.20   298.00   241.21  -999.07
   277    90.38    -4.96  -164.40   448.40   -88.48   279.93 -2667.00
   278   124.17    43.80  -165.36   -62.22   -13.03    68.11   820.17
   279   128.44   -45.87  -165.84   322.93    75.59  -122.59   603.72
   280   115.82    40.36  -169.29  -153.86  -286.77   328.52 -1935.28
   281   109.64    36.26   168.79   332.23  -156.52  -130.20   178.17
   282    98.58   -25.84   167.80   188.26  -207.84  -148.70  1428.10
   283    93.04    14.59   164.40    53.60  -233.67     3.60   657.06
   284   125.01    43.92   164.40   402.63    74.49     2.07 -2785.31
   285   130.73   -42.01   153.23   275.00    10.71   107.93  -322.94
   286   110.53   -25.09   150.03   210.09    55.99   -69.21  2140.66
   287   129.15    26.98  -138.30   491.71   313.89   -60.52 -1918.63
   288   110.06   -35.59  -163.78   157.31   269.86    56.51  1678.89
   289   119.32    41.40  -163.78  -161.75   122.92   -64.23   368.03
   290    92.46   -20.27   172.23   -10.67  -192.31  -474.65  2283.97
   291   130.32    40.80   150.59    -6.81    96.80   234.23   107.63
   292   110.57    15.16   143.63   203.47    -2.66   161.76  2354.06
   293   108.13    -0.41   142.63   -33.95   128.10  -255.78  3932.67
   294   144.17   -31.71   134.48   -78.90  -456.75    85.61  -735.78
   295   138.14    25.81  -133.22   190.65   380.80    69.99   152.13
   296   112.84   -28.09  -148.80    55.84    67.32   380.44  2429.84
   297   126.06    37.84  -148.80  -158.91   151.35  -174.51  1395.45
   298   110.03   -27.94  -151.17   -60.67    -5.14   348.41   416.69
   299    90.66    15.49  -167.08   -65.60  -100.55  -152.65  3672.60
   300   121.00    44.21  -169.09  -101.90  -194.51    39.03  1164.20
   301    87.86    10.76  -170.62    73.14  -141.67  -117.58 -1688.49
   302    86.81    10.89   177.37   303.96  -397.79  -176.80 -2281.44
   303   108.46    37.75   173.20   317.45  -292.03    84.50  -951.48
   304    99.52    -4.95   149.19    45.84   -17.33  -408.67   439.89
   305   114.10    23.40   144.41   -19.47   158.55  -214.90  2496.25
   306   138.87    38.64   141.73   182.24  -135.67   395.90  2389.23
   307   125.79    -3.92   132.73   -41.05   264.14  -168.57 -3693.57
   308   163.73    36.96  -130.16   411.29   -12.32  -262.26  1839.35
   309   139.74    25.50  -131.99    53.40    98.25   176.57 -2010.79
   310   138.88    25.31  -132.23   102.32   215.41    38.49  -517.70
   311   131.96   -22.27  -133.70  -186.15   -74.75   503.57   151.09
   312   102.80   -15.88  -148.57   174.03  -303.23    85.97 -1056.33
   313   101.80   -29.92  -163.01     4.46   290.40   -34.05  1317.85
   314   124.23    45.80  -166.97   105.24  -114.56   247.85 -1147.73
   315   129.83    48.26  -167.47   339.55    23.58    83.83  2410.48
   316   120.24    44.56  -170.02   -57.47  -152.69   135.13 -5543.25
   317   129.40   -49.00  -173.66   439.65   -91.58   160.50  -881.90
   318    98.06   -27.01   164.97   205.65  -135.24   -29.47  -188.69
   319   103.18   -28.99   159.21   141.28    39.09   209.51   710.76
   320   103.18    -0.43   144.87   -31.25   151.03  -398.79  2280.64
   321   111.50    11.31   140.51   127.41   323.05   149.11  2911.94
   322   136.44   -34.93   138.96   182.26  -121.68   310.39 -1875.32
   323   114.71    -6.65   137.78    66.83     6.96  -227.39  -399.87
   324   118.90     2.64   135.27   -36.80   314.44   114.85  1186.69
   325   130.30    23.69   135.00    97.31  -112.34   -56.90 -3188.44
   326   154.42   -35.94  -131.96    94.93  -159.27   105.78   497.79
   327   124.52     9.75  -132.94   289.58   146.54  -290.49  1244.89
   328   153.70   -39.07  -134.47   395.45   -47.82  -304.63   -21.74
   329   115.97    14.43  -138.10   100.49   155.03   -36.69 -2785.77
   330   103.96    -1.72  -143.56   -15.41  -118.49   126.31  2545.17
   331    99.35     4.51  -147.56   224.25  -245.78    51.93 -2290.07
   332   115.99    35.87  -152.80    23.03  -213.78   -78.78 -1090.30
   333   102.50   -26.24  -155.39    27.70   166.41   186.56 -1817.71
   334    94.33   -12.92  -155.39   432.86   -97.39   294.74 -1529.38
   335   108.91   -33.04  -156.29   -43.33   281.76    -0.93  -522.29
   336    92.32    22.91   169.41    36.53   -65.94   -12.72  -847.34
   337    88.56   -10.68   163.84    38.77  -185.33  -148.68  -745.93
   338   133.48   -47.02   156.74   174.93   110.50   294.94   862.44
   339   131.21    46.09   156.74   257.51   101.29   411.07   970.13
   340   106.59   -28.93   153.65    49.27    48.39   -53.06 -1412.45
   341   114.96    35.76   153.65   445.90  -191.77    45.26 -1642.04
   342   104.58    21.93   149.51     6.20   -35.61  -280.09  -866.44
   343    97.78    -5.04   149.12    41.46   -90.60  -338.64  2724.43
   344   122.46   -24.10   138.40    99.21  -175.00     5.44  -661.71
   345   145.90    38.01   136.65  -206.58    32.40   364.27   862.97
   346   151.04   -30.80   130.11   185.92  -265.59   -37.06  -116.56
   347   138.01    24.41  -131.22   201.04   143.89   -97.31  2765.97
   348   139.83    26.55  -131.46   111.20    77.17   442.87   485.60
   349   136.03    25.51  -132.42   112.38   287.18   -74.20 -2242.74
   350   115.73   -35.02  -150.90  -214.14   268.22    40.08  2155.41
   351   108.54   -30.73  -152.58    17.10   117.07   106.06   376.24
   352   108.71    37.65  -164.20   -95.47  -100.64  -128.92   506.83
   353    88.52    20.13  -175.15   408.27  -512.23  -321.54  1160.03
   354    85.28   -11.63   172.48   144.18    81.39    12.22   -76.34
   355   109.04   -39.62   170.36   297.23  -119.98   278.36  -879.71
   356   124.98   -46.48   164.20   125.21    37.08   302.50 -1092.40
   357   126.33   -41.90   151.73   139.49   105.68    13.59   181.84
   358   109.72    -2.04   139.04   -32.38    91.03  -199.22  1843.39
   359   125.28    -2.50  -130.95    72.88   198.23    10.17  1125.43
   360   122.46    12.90  -133.41   208.27   272.73   -88.06  -158.91
   361   120.61   -32.08  -143.39  -106.56     8.02   143.27  1800.75
   362   110.98   -26.33  -145.56  -128.54  -198.49   554.01   625.40
   363   105.75   -23.05  -147.46  -145.56   -40.57   289.52   385.44
   364    94.56    15.33  -154.09    -0.60   -84.78    66.40  3444.81
   365    94.23   -24.49  -163.05    60.61   376.06   178.57  -637.45
   366   106.21   -38.16  -169.22   157.29   497.18   100.04   -85.59
   367    88.01   -20.26  -173.48   143.72   386.38     9.98  2835.97
   368   121.72    47.57  -177.27   288.55  -112.01    39.26 -3060.37
   369   123.60    48.23   175.10   520.60  -278.81   304.80 -2558.73
   370    83.54    -9.15   174.02   192.74     2.88   123.83 -1131.78
   371   114.42   -43.60   171.87    54.39   225.87   275.80  -508.66
   372    93.00   -23.78   164.56   131.91   -55.91  -230.16   251.55
   373   105.61   -31.68   155.89    76.47    47.50     6.37 -1007.71
   374   141.67   -44.90   144.83    88.00   122.32   296.28 -3447.87
   375   129.33   -33.35   139.40    21.47  -370.94   145.65  -717.51
   376   139.41   -35.65   136.40    90.94  -375.49   237.37   950.55
   377   133.19   -29.91  -134.73  -101.18  -119.23   296.23 -1638.71
   378   115.52    14.89  -136.70   123.95    47.27    62.00  1306.67
   379   123.66    28.69  -138.50   251.44   387.48   -46.74  1431.64
   380   123.02   -36.20  -144.93  -121.60    90.96    82.33  -467.02
   381   128.28   -50.67   177.80   167.62   -81.46   260.20  4353.94
   382    86.86    20.53   177.25   242.96   -89.10  -211.69  2758.23
   383    91.14   -23.22   165.96    24.84  -129.06  -207.71  1105.36
   384    92.42    11.71   153.88   294.41   -98.57  -108.88 -1207.87
   385    98.39    -5.47   146.06  -162.87  -189.53  -410.41   537.47
   386   110.82   -13.04   138.81  -163.28    -8.61  -335.97  2422.51
   387   131.83    21.92   131.63   223.85    52.01  -333.04  -487.28
   388   128.36     0.00  -128.82   244.68   170.63   377.85 -2167.00
   389   138.51   -30.88  -132.60   293.83  -355.10    65.71   801.83
   390   126.78   -24.39  -134.18  -248.57  -207.59   378.56 -3061.45
   391    96.54     2.78  -146.57   -65.97  -150.52     0.54  1394.81
   392   125.34    42.80  -151.04   -23.93   341.11   -61.76 -1520.56
   393    91.09    10.88  -154.11  -134.95    28.23    28.11  2299.06
   394    96.43    24.41  -156.40   -66.63  -307.35  -112.05  3158.31
   395   128.59    47.83  -158.78    22.89    86.12  -228.39    60.73
   396    89.12    15.77  -159.75   -30.77  -272.77  -138.03   -12.15
   397   102.73    36.93  -168.48    -4.52  -195.39     6.55 -3144.58
   398    93.68    30.03  -172.81   -28.06    -9.12  -231.84  -686.07
   399    86.22   -15.24   165.31    76.31    28.20  -238.26   926.50
   400   124.74    45.05   155.93   191.23    79.30   160.46 -2997.85
