# npoints=256 nbar=10000 length= 100.0Mpc verr=1000.0km/s nonlin= 250.0km/s
#dipole v_rms = 188.535057
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    46    60.58    20.77  -151.14  -357.99     9.35   -23.19   253.10
    47    67.10   -33.57  -152.54  -357.69    19.43  -104.20  -888.66
    48    55.17    -4.06  -154.34    28.14   224.91   -35.43  -135.48
    49    54.92    16.11  -160.09    -0.21    31.38   141.16  -483.31
    50    71.13   -43.78  -165.01   -98.32  -318.63     9.48 -1146.19
    51    70.46    43.87  -167.57  -106.34  -106.91   -13.83   323.25
    52    55.55   -24.07  -168.00    -5.25   -82.71    31.66    10.62
    53    57.03   -29.55   179.55   298.23  -249.46   176.86   114.20
    54    50.58   -11.13   178.65   416.95  -267.42   276.39  -933.54
    55    50.57     0.89   168.86   115.62  -249.63   288.27    80.43
    56    52.38     9.44   163.76   -85.34    13.09    24.71  -199.33
    57    53.26    14.01   163.76    -7.10    71.93  -169.52  -931.45
    58    51.80    -1.30   163.34   123.88  -115.13   462.73  -966.11
    59    55.04    13.13   157.73  -150.14   210.32   -38.93  -454.58
    60    73.26    42.62   156.96    60.02  -120.19  -261.92 -1828.22
    61    63.92    31.71   155.83    21.11  -119.20   -90.39   874.09
    62    72.94    41.61   155.45   -60.96    44.82  -399.30  -800.24
    63    55.56    -1.21   153.25   -59.28  -300.96   152.26   871.64
    64    59.92   -10.90   147.47   121.49  -118.49   209.28 -1578.80
    65    67.57   -27.55   145.90   -89.48   -53.55   -83.98   988.48
    66    66.89   -25.98   145.59   -57.18  -109.67    -1.52  -426.18
    67    67.79   -27.08   145.28   -80.85    17.87   -74.18  -429.34
    68    62.74    -2.86   142.34    80.27    -6.53   367.54  1656.01
    69    63.24    -3.19   141.78    39.00    79.80   359.47 -1521.53
    70    66.41    -0.34   138.34    56.13   133.49   289.78  -706.50
    71    69.51    13.98   137.35    20.05    89.36   -78.46  -279.69
    72    76.42   -26.73   136.62  -114.91   -63.90  -288.60   990.52
    73    69.34     0.97   135.68    22.93   219.60   468.79  -260.66
    74    80.58    33.88  -137.37   -16.79    83.35  -163.16   327.46
    75    73.57    26.49  -138.37  -287.52    23.34  -192.54  -238.89
    76    67.34   -21.08  -141.56  -295.65   229.72    24.87    98.30
    77    64.48    12.95  -141.56  -241.89  -280.07   180.92    34.00
    78    65.73   -20.89  -143.28  -361.57   289.92   144.22  1410.55
    79    64.24    20.28  -144.76  -439.36  -113.38   150.09  1988.36
    80    70.41   -32.18  -145.68  -337.52  -198.32   -16.85  2829.58
    81    61.39   -16.26  -146.63  -182.71    91.73   228.60 -1242.98
    82    60.76    21.10  -150.26  -327.81    20.41   -34.47  2174.66
    83    60.44   -24.43  -153.43  -292.80    67.41   256.86  1582.99
    84    55.00     6.12  -154.17   -39.12   211.57   -44.84    33.35
    85    66.84    35.35  -154.54  -181.12   -33.80    40.41  -943.51
    86    53.98     5.81  -156.42    62.55   351.15  -162.73   371.13
    87    59.53   -27.77  -159.15   -95.16   338.41   444.65    -1.83
    88    52.50    13.34  -164.48    78.87   115.34    21.98    12.22
    89    69.59    42.78  -164.48   -74.69  -329.26  -176.47  -685.82
    90    51.27    -7.88  -165.75   416.35  -297.60   171.88  -753.43
    91    63.11   -37.34  -168.78   138.75   145.58    55.82 -1112.93
    92    60.17    33.49  -168.78  -223.87    56.92    36.30   643.51
    93    51.83   -14.85  -169.22   389.16   -32.82   -53.60  -236.66
    94    50.88   -11.96  -171.42   613.53    94.75    73.69 -1735.65
    95    50.78   -13.80  -176.37   448.71  -229.59    37.85   672.20
    96    49.25     0.45  -178.18   400.63    70.85   250.92   694.28
    97    61.18    36.42  -178.64  -143.57    51.10  -123.32   854.24
    98    51.35   -16.35   177.27   184.88  -502.86  -111.24 -1323.88
    99    50.86    -8.84   168.34    10.32  -231.77   505.98  -546.96
   100    60.57   -31.93   163.22   286.79    25.75   -36.69  -614.07
   101    68.29   -38.57   157.19   -13.71    57.36   143.98  -233.57
   102    71.52    40.54   154.91   -95.25   -24.70  -534.04  -858.35
   103    60.13    20.54   150.95  -197.85   106.67  -103.78   814.12
   104    65.09    25.98   147.26    11.80    35.12  -349.99   155.51
   105    64.42   -13.68   141.84   -40.77  -145.84    36.21 -2065.58
   106    65.35   -11.38   140.19  -123.78   149.32   230.04 -1203.81
   107    65.45   -10.66   139.93  -107.23   185.61   317.35  -621.50
   108    74.67   -23.43   135.92  -100.43   -10.59   -36.18   755.79
   109    70.99    14.34   135.69    37.54   135.56   -47.77  -425.74
   110    67.20    -2.33  -136.65     1.60   234.52   417.00   613.32
   111    67.56   -13.03  -137.89  -172.29   354.03   230.62    -4.00
   112    65.55   -11.34  -139.44   -82.33   325.85   300.85   456.18
   113    70.73   -25.16  -139.70  -328.44    46.32  -179.68  1186.40
   114    67.29    18.62  -139.97  -347.24  -412.27    84.72    95.81
   115    75.40    32.60  -140.24  -245.10   117.92   -53.83  -250.53
   116    69.33    28.62  -143.35  -213.47   -12.70  -130.01  1281.25
   117    63.46    17.19  -143.65  -285.71  -131.11   142.54  -796.02
   118    67.13   -25.88  -143.95  -242.43   189.75   -69.57   811.09
   119    58.58   -12.71  -148.70   -67.19    89.59   246.35 -2090.64
   120    59.07   -16.13  -149.37  -123.04   188.83   325.91   -18.41
   121    66.83   -32.53  -150.06  -292.03   -43.02    48.34  1073.01
   122    60.03    20.17  -150.06  -259.98     9.20   -54.71  -772.85
   123    65.72   -31.94  -151.10  -186.48  -150.20    66.86   356.06
   124    61.61   -25.14  -151.10  -139.52  -114.29   136.31 -1948.54
   125    63.80    29.73  -151.81   -25.27    28.83    49.20    78.00
   126    67.57   -35.72  -152.89  -305.70    21.07  -189.93   619.27
   127    56.18    13.27  -153.25   -67.32   326.12   292.32   232.67
   128    64.25   -35.71  -159.39  -142.14   109.34  -271.80   283.76
   129    69.77   -41.78  -159.80  -169.36   -80.33  -324.57  -338.56
   130    52.50     7.70  -159.80    63.32   103.08  -211.04   714.86
   131    51.91    -1.29  -160.20   243.88   -20.96   146.37   234.61
   132    61.94   -34.14  -162.26   -22.54   285.59   130.88 -1767.01
   133    51.46    -7.41  -163.09   350.15   -74.55    40.45   417.51
   134    56.22    25.08  -163.51   -32.83   -39.99  -219.10 -1272.01
   135    49.57    -2.71  -170.46   608.90    75.45   104.37  2435.73
   136    58.48    33.21  -176.34  -100.17  -117.01  -221.18 -1642.80
   137    49.16    -6.39   178.17   430.40  -149.36   380.64 -1034.00
   138    51.76   -18.94   175.88   172.81  -561.79  -247.41  1139.49
   139    58.53   -30.92   166.50   429.01  -145.61   -56.94  -126.21
   140    53.25   -18.83   165.64    70.75  -188.58    -4.86   497.95
   141    57.06   -27.74   165.21   215.75  -145.74  -146.25 -1499.53
   142    56.44   -26.29   164.78   143.09   -90.56  -284.95  -316.60
   143    51.41     8.74   163.93   -12.64   -44.28    -0.64  -362.84
   144    67.49    40.41   161.84   -84.10  -199.90  -458.69  -872.16
   145    64.28   -36.55   161.02    47.72   -90.04    44.39  1748.50
   146    52.68   -10.68   160.61    28.33    -8.28   441.82  -853.49
   147    54.70    17.02   158.99  -151.73   120.71  -136.88 -2181.18
   148    70.82   -41.87   157.80   229.83   -70.02     3.57   363.72
   149    68.64   -39.60   157.41    94.20    -1.16    90.23   -19.63
   150    65.76   -36.02   156.64   -15.34  -147.86    21.55  1278.75
   151    71.91   -41.92   155.87   204.68    -6.95    78.15  1794.60
   152    57.40    10.98   150.06  -309.96  -183.73   210.36 -1912.42
   153    59.36     9.09   146.42  -153.57   -36.38   365.65  -719.02
   154    74.08    37.71   146.42   -80.50   153.30  -437.74   118.69
   155    61.08    14.82   145.78    16.26    63.99   172.47   504.94
   156    75.79    29.32   137.64    84.18   106.62   -57.95  -425.18
   157    72.40   -19.54  -135.23  -111.20    65.94  -102.46    77.25
   158    76.12   -30.19  -137.41  -273.98   186.43  -203.18   -93.33
   159    66.52   -13.24  -138.42  -169.55   338.35   273.01 -2038.79
   160    75.42    30.85  -138.42  -194.49    90.32    58.45  1490.54
   161    65.79   -21.96  -142.54  -316.48   278.00     6.18  -201.07
   162    73.83    35.22  -143.43  -240.75    39.02  -165.76 -1832.21
   163    67.02   -26.29  -143.73  -183.63   193.79   -92.23 -1358.96
   164    69.22   -30.53  -144.33  -263.72    19.23   -63.37   745.49
   165    59.05     3.41  -145.26  -111.28  -174.79   -86.31   -29.75
   166    63.54   -23.94  -146.52  -212.02   190.11   145.14  -496.01
   167    61.39   -18.94  -146.52  -288.73   181.78   202.63  1715.85
   168    57.72    -8.95  -148.16  -102.48   205.70    44.24  -318.78
   169    72.27    38.43  -148.83  -352.34    58.71  -323.05  -289.83
   170    61.30    25.27  -150.91  -121.13    84.34   -16.28   533.47
   171    62.90    28.57  -151.26   -85.50    97.28     7.22    85.43
   172    54.58    19.66  -160.46   -47.00   -59.33   -41.18  1423.77
   173    50.52     6.21  -164.67   100.17    -9.02  -160.60   -22.70
   174    48.97     5.95  -174.02   186.01    28.43    61.33   618.54
   175    64.12    40.68  -174.93    -6.66   -43.20  -177.55  -697.08
   176    52.85    23.52   178.15    -8.89  -149.28   -24.41  1917.69
   177    49.23   -10.05   177.69   588.72  -201.22   472.94   405.92
   178    49.45    -8.63   172.19   123.62  -250.34   551.63   683.25
   179    52.57    20.44   169.49   -55.30   -91.03  -158.47  -607.29
   180    55.49    27.23   169.05  -186.99   147.83    -4.21  1274.91
   181    59.88    34.12   167.72  -255.04   -79.09   -54.71  -130.24
   182    53.82   -22.18   166.40    95.90  -281.96  -100.54   146.93
   183    52.47   -18.22   166.40   180.25  -258.37    41.60   536.99
   184    64.28   -38.31   163.81   141.06  -155.68    13.45  -289.41
   185    54.19   -21.13   163.39    28.76  -130.75  -180.21  -190.87
   186    50.89    -6.61   163.39    46.17  -188.50   556.44  -801.86
   187    59.78   -30.21   159.65    44.74   -32.05   -25.79   256.68
   188    52.51     9.42   159.24   -47.11   119.35    25.24   517.83
   189    61.93    31.99   157.25    11.60  -151.86  -225.61   459.34
   190    64.99    36.09   157.25   -23.78  -239.73  -143.30   314.85
   191    71.25    38.68   150.55     4.39     5.63  -479.37   184.35
   192    73.16   -39.05   148.50    64.89   -91.55   -61.85   770.71
   193    58.12     7.34   147.17   -77.71  -107.54   245.34  1020.53
   194    62.49   -16.71   144.03   -12.32  -368.55   -52.71  -676.55
   195    75.78    37.84   144.03   -48.16   334.94  -351.99    14.08
   196    61.10     7.72   143.13     8.87    47.16   426.92  1670.65
   197    70.29   -28.55   141.68   -86.21   -91.47   -95.14  -256.23
   198    66.55   -21.34   141.40    13.88  -151.36  -141.40  -478.40
   199    64.16    14.10   141.12    -4.55   -15.54   171.62 -1374.79
   200    70.20    27.15   140.84    92.29   143.86  -299.64 -1905.19
   201    66.10    -2.03   137.16    -3.56   146.49   478.79   130.24
   202    69.69     5.79   134.32  -196.18    64.27   607.68 -1062.02
   203    67.13    16.22  -138.19  -284.39  -410.34    95.46 -1207.70
   204    64.98   -15.34  -140.06  -237.26   394.73   202.38  1120.58
   205    59.32    -7.19  -144.73    16.46    62.55   185.36   415.17
   206    62.05   -19.11  -145.04  -254.45   169.88   217.78  -777.77
   207    68.97   -34.11  -147.29  -280.30   -45.18  -111.40   917.85
   208    54.73    -1.23  -151.42   -63.22   234.42    -3.18   217.89
   209    59.49   -24.85  -152.88   -66.25    21.19   219.75   897.37
   210    52.09     9.06  -159.09    17.15    87.68   -66.93   700.63
   211    59.41    31.74  -161.99   -50.99  -106.60  -166.47 -1303.20
   212    59.65    33.83  -165.85  -114.98   -81.07  -168.33   197.41
   213    54.44   -25.95  -168.96    99.01   -19.60   -36.51  -965.89
   214    65.55    41.87  -169.86   -36.32   -16.27  -203.39  -290.42
   215    52.79   -23.09  -171.67   136.22    64.03    24.44   588.20
   216    68.44   -45.05  -173.51   -52.48    15.38    45.55 -1165.41
   217    64.04    41.21  -175.82    78.32   -43.27  -178.21 -1455.89
   218    59.58    36.16  -177.21   -99.68  -125.39  -144.96   915.07
   219    53.29    25.63   179.53  -119.18  -248.11    43.99  1109.32
   220    50.18   -16.74   179.07   261.07  -499.95   -47.59  1060.25
   221    54.58    28.19   177.21  -213.00  -141.02   199.35  -226.54
   222    48.31    -3.71   175.35   266.13   -88.77   293.37  -786.65
   223    48.94     9.19   173.97   179.64  -117.49  -124.50 -1045.07
   224    52.59    22.72   172.13   -41.67    56.44   -56.06  -858.16
   225    54.09    26.14   171.67  -110.46   143.33   -42.31  -174.79
   226    63.20   -39.54   170.31   250.59   -56.01   -69.99   306.55
   227    50.84    -9.29   163.26   -12.30  -162.98   558.96  2039.04
   228    61.65    33.45   159.09    40.63  -157.84  -110.79   361.33
   229    53.53   -12.22   156.69    51.63   161.58   299.53 -1232.65
   230    53.32     6.73   155.14   -73.03  -142.51   324.26  -695.21
   231    59.13    19.69   149.66  -144.93   141.88   -92.19   491.53
   232    58.07    10.46   147.29  -241.72   -34.06   349.89   522.66
   233    74.47    38.62   145.67   -26.19   230.27  -398.83   592.01
   234    76.84    37.22   141.74  -167.52   247.60  -293.97   299.25
   235    78.86   -38.26   140.89    43.41   324.19  -140.03 -1782.27
   236    65.19    10.01   138.45   -45.18   217.73   422.49   202.19
   237    77.04    32.86   137.94   -98.29   235.64  -153.54    13.69
   238    75.48   -26.76   135.47  -183.97   -41.33  -191.10 -1247.80
   239    72.44   -17.58   134.08   -88.10   -41.94    10.54  -516.38
   240    66.55   -12.54  -137.19   -95.64   375.34   330.12  -545.25
   241    70.10    25.76  -139.01  -336.28   154.37  -330.19 -1095.53
   242    62.33     8.65  -140.66  -306.72  -121.56   168.34 -1502.22
   243    66.20    23.65  -141.80  -361.84  -152.71   -28.98  1664.66
   244    76.08    39.16  -143.89  -267.97  -182.92  -352.15  1319.06
   245    68.48    31.27  -144.51  -230.57    80.45    23.17   425.05
   246    57.53     3.50  -146.09   -41.61  -122.57   -81.24   644.52
   247    57.58     8.19  -146.75   -21.04   -76.26   -50.52  -187.63
   248    57.21    -7.06  -147.08   -12.72   163.91   112.39 -1312.31
   249    73.96   -40.11  -147.41  -375.82    28.28  -492.67  -645.06
   250    66.11   -32.53  -148.76  -163.95   -60.14   170.70  -254.18
   251    56.81    13.93  -149.80   -83.99   248.31   309.88  -585.86
   252    54.35    -4.53  -151.59   -22.40   263.30    16.85  -386.39
   253    54.00     6.65  -152.69     5.98   258.60  -214.97   572.17
   254    69.31    39.98  -153.81  -431.13   105.85  -284.14   343.53
   255    54.82    21.31  -158.93  -146.53    47.77  -145.65  -738.28
   256    62.80   -38.46  -165.74   190.42    79.65   -18.29  -233.80
   257    62.05    39.48  -174.38   -18.39   -97.43  -189.68   -55.34
   258    61.77   -39.23  -174.85   186.21   -14.61    -7.67  2927.21
   259    64.17    42.04  -179.06   162.63   183.32  -156.64  1446.84
   260    62.88   -40.72   180.00    69.85    95.27   -16.99     7.34
   261    66.44    43.93   174.85   209.41    84.72  -214.63  -141.16
   262    52.91    21.66   165.74   -13.16    35.72   -35.56    -7.99
   263    52.31   -19.64   165.30   147.80  -221.85   -93.38  1161.80
   264    50.88    -9.72   161.85    52.93   -45.75   458.59  -863.14
   265    54.41    22.81   161.85  -190.41   -18.20   -93.69   305.05
   266    53.57    10.93   154.96  -250.83    54.12    47.88   -28.79
   267    70.07    40.71   153.81   145.48   -43.55  -535.92 -2470.47
   268    68.49    37.20   150.87   -75.43  -122.62  -347.64  1227.24
   269    74.29   -39.90   146.75    89.41    34.99   -54.09   556.62
   270    76.75    39.51   143.58   101.64   202.18  -193.73  -373.18
   271    59.47     1.51   143.28   116.49     4.58   356.28  -865.34
   272    64.36   -11.20   139.01   -61.38   119.55   246.62 -1930.79
   273    69.89    21.65   137.19   115.69    43.53   -68.85   705.69
   274    72.24    23.93   136.20    44.16    48.24  -174.62   273.81
   275    71.36   -16.21  -133.61   -20.94    -7.42    33.86 -1262.91
   276    68.00     1.98  -134.07   -90.18   111.69   405.08   684.18
   277    79.85    35.26  -136.46   -54.01   192.42  -209.02   768.01
   278    72.00    29.23  -138.78  -265.34    63.07  -159.46   181.56
   279    76.12   -37.27  -141.28  -245.94   -86.69  -437.25   721.22
   280    61.03     6.98  -141.28  -177.90   -84.31    32.29 -2077.87
   281    71.29    33.60  -142.75  -278.51    40.26   -26.29    82.05
   282    57.07    15.48  -149.25  -139.46   204.08   225.47  1739.34
   283    65.99    35.04  -151.03  -203.95   -65.83    25.90   792.83
   284    67.07   -38.13  -153.62  -224.50   161.29  -395.11   -49.70
   285    55.00    23.88  -160.02  -124.31   -94.53  -145.99    34.81
   286    54.72   -23.56  -160.44    -4.57   296.32    60.30  -220.58
   287    58.99   -32.44  -161.71   -11.18   328.94   315.54   457.06
   288    64.73   -40.22  -163.00    37.57  -122.38  -303.84   680.75
   289    51.37    20.01  -168.33   135.37    20.47  -118.70 -1146.35
   290    57.10    32.72  -169.70    59.35    92.79  -152.86   -99.54
   291    54.68   -29.53  -173.40   186.99   -65.70   231.33   426.54
   292    48.11    10.76   179.53    77.65   -48.72   -17.87  -540.44
   293    51.15   -22.45   179.05   222.38  -300.62  -220.28  -529.91
   294    50.87    21.63   178.11   173.36  -208.40  -183.45  -479.18
   295    68.71   -46.22   173.87   224.71    -7.50   -91.48  1710.55
   296    58.47   -35.54   173.40   193.98   -98.16    59.36   294.21
   297    49.52    13.69   169.24   194.27   -16.58  -258.63  -788.01
   298    64.73   -38.43   158.77   171.90  -105.17   170.33  -702.86
   299    56.19   -25.53   158.77    91.38   -64.26  -150.23   961.42
   300    62.66    34.56   156.35   126.05  -102.15   -64.26   115.90
   301    55.60    -6.86   148.90   -14.17  -240.88   331.54  1173.40
   302    59.27     3.78   143.05   185.74   -17.02   370.85  1870.36
   303    74.69    37.35   142.75   -88.22   216.79  -384.16  1629.02
   304    70.42   -31.43   141.86  -221.47    13.20  -153.04  -484.04
   305    70.63    31.70   141.86   -68.68   133.07  -164.48 -1720.49
   306    70.17    28.24   139.87    47.70    76.59  -359.08   805.80
   307    67.66   -10.31   135.24  -113.39    95.42   279.97 -1020.33
   308    82.09    35.49   135.00  -166.48    85.89  -250.91    53.56
   309    70.95   -15.00  -133.15   -38.88    48.69    85.62  -926.24
   310    74.12    29.70  -136.72  -253.02   -71.34    59.06   732.35
   311    65.33   -11.03  -136.97    35.38   455.21   434.10 -1117.68
   312    65.83   -14.08  -137.23   -67.21   302.40   244.87 -1052.63
   313    63.28   -11.39  -139.09    61.12   308.22   399.34   917.24
   314    64.62    20.52  -140.76  -359.92  -203.87    28.61  -180.40
   315    63.91   -21.89  -142.22  -141.34   324.43    94.69  1540.27
   316    63.96    24.15  -143.44  -241.31   -53.92   -84.66   725.43
   317    63.93   -26.49  -145.01  -142.82   248.66    53.59  -277.14
   318    62.20    28.10  -148.69   -52.35    90.06   -12.75   478.07
   319    70.62   -40.75  -151.19  -349.95   134.96  -443.12 -1252.65
   320    67.26   -37.57  -151.56  -237.24   130.02  -296.11  2379.88
   321    58.22    24.58  -152.30  -116.69    83.78   -67.25  -262.00
   322    56.97    22.16  -152.68  -196.74    70.43    67.30  -356.55
   323    55.70    19.25  -153.05  -242.76   113.44    89.23   306.94
   324    61.54   -34.40  -157.38   -87.22    74.77     7.44 -1348.67
   325    60.51    34.62  -160.29  -209.55  -244.04  -148.92  -403.16
   326    61.66    36.55  -161.14  -212.35  -258.43   -14.68  -813.98
   327    57.62   -32.84  -165.52   146.91   146.63   165.63   891.15
   328    48.51    -3.69  -165.52   557.35    40.63   189.36 -2975.13
   329    50.94   -18.79  -166.41   209.59    22.93    49.82 -2063.51
   330    51.74    24.53  -174.76   152.55  -186.06    21.43 -1324.76
   331    49.54    18.39  -175.71   181.82   -83.97  -345.54  1260.62
   332    59.83    38.33  -177.14    -1.82  -121.31   -75.38   288.30
   333    47.01    -4.29  -179.52   326.55  -141.53   154.65  -895.64
   334    50.67    22.19   177.61   219.64  -184.77  -176.40  -336.92
   335    50.16   -20.51   176.19   257.03  -477.63  -154.27   -59.76
   336    50.78   -22.14   175.24   167.26  -582.20  -217.75   940.24
   337    57.79    32.73   164.62  -208.07    87.86   -74.94  1271.70
   338    49.34    -7.28   163.30   -74.43  -211.92   462.93  -865.33
   339    51.87    19.35   163.30    12.53    59.87  -126.16 -1502.20
   340    49.17    -0.46   162.43   -16.49   -55.87   349.20  1544.73
   341    65.23   -40.75   161.57   297.86  -253.50     7.11 -2218.38
   342    51.58   -11.80   158.20    57.59    33.96   381.87   837.25
   343    54.84   -22.18   157.38    44.52    82.63  -105.15 -1404.23
   344    53.88    19.04   156.97  -104.96   242.04  -184.92   536.87
   345    70.90   -43.53   155.77   209.26   -53.70   -29.61   309.81
   346    54.73   -19.60   155.38    29.50   104.53   -74.57  -282.89
   347    56.08   -18.69   151.93    29.60   -83.60   165.20   977.82
   348    55.84    16.67   151.19  -203.26    18.54   -17.59   476.44
   349    70.74    38.61   147.99    81.14    28.11  -547.99  -265.06
   350    63.13    27.25   146.64    61.36    44.80  -143.48  -904.45
   351    56.68     6.33   146.31    28.68   -92.45   108.70  1342.44
   352    75.47    40.70   145.01    95.72   203.03  -198.91   -25.98
   353    66.94    30.51   144.37   127.10  -201.92   -94.46  -521.90
   354    71.14   -35.21   143.75   -33.35    40.41  -138.02    66.52
   355    70.68   -27.30   138.28     4.45  -139.63  -119.48  -582.00
   356    67.89    19.85   137.23   -15.19    22.77   -66.62  -262.63
   357    68.83   -13.79   134.53   -70.85   134.42    48.12 -1070.78
   358    80.99   -34.02   134.29  -180.79   126.83  -379.15  -477.57
   359    69.59   -15.30   134.29   -78.77    77.75  -119.18 -1009.80
   360    68.16    11.24  -134.05  -360.38  -206.74   296.86  -503.55
   361    71.85    28.23  -137.25  -266.41    65.25  -251.11  -888.68
   362    59.37    -3.77  -141.69    49.26   104.39   196.31  -199.01
   363    75.32   -41.20  -145.11  -284.40   -52.86  -438.47  -772.46
   364    58.59    14.68  -145.11   -38.13    -1.74   132.00 -1101.18
   365    54.95    -0.81  -147.78   -11.67    34.13    99.67    68.44
   366    71.27   -41.54  -150.62  -295.58    97.41  -425.40   273.96
   367    62.63   -31.60  -150.62  -300.02  -150.48    95.19  1030.76
   368    52.97     0.00  -151.36    38.45   393.77    27.05   499.95
   369    53.32    10.55  -152.48   225.29   217.19   216.95   829.81
   370    63.73    39.15  -160.13  -167.27  -293.93   -56.55  -302.37
   371    59.00   -33.33  -160.56   -21.07   368.29   284.61 -1159.56
   372    60.31   -37.04  -164.95    99.64   181.32    83.08  -559.53
   373    62.77    40.33  -166.30  -137.87   -53.14  -138.53   772.29
   374    49.17   -15.67  -169.06   504.21   -26.82    55.67   118.06
   375    46.61    -2.40  -176.63   381.16   -86.78    44.64 -1140.71
   376    50.89    24.01  -179.52   198.18  -232.35  -125.71   751.97
   377    67.14    46.18  -179.52   100.36   173.33   -61.56   125.40
   378    66.85   -45.95   180.00    47.33    61.51    35.96   -68.29
   379    57.23   -35.46   175.67   165.45  -101.36   -12.40  -537.80
   380    55.93    33.49   175.20  -198.13   -80.97  -135.72   856.73
   381    50.79    23.09   174.24    51.01  -120.23  -146.73   688.00
   382    53.59    29.24   173.77  -172.83   -30.41   132.67    13.26
   383    67.46    45.89   171.87   305.33    26.95  -204.01    87.99
   384    58.69    35.39   166.30  -130.82    46.07    55.24  1523.82
   385    49.35     2.72   160.56   -40.50    83.04   146.37   341.77
   386    53.54   -19.17   156.80     7.10   180.22   -14.57  -445.50
   387    52.70   -11.11   154.02   -26.58    66.82   273.18    17.61
   388    55.39    17.65   151.73  -259.94   114.75    22.20  1614.40
   389    55.63    18.42   151.73  -240.34   107.00    40.70 -1197.15
   390    56.06   -19.12   151.36    45.72   -34.64    48.35  -632.99
   391    62.61   -20.83   142.59   -86.25  -126.75  -129.06 -1514.78
   392    75.16    38.58   142.29    69.62   205.66  -311.54  -151.34
   393    75.21    37.42   141.11    95.41   218.47  -345.92   655.79
   394    73.73    34.90   140.24  -150.08   279.46  -194.50    48.45
   395    81.06    37.74   136.48   -11.58    90.58  -297.25  -192.68
   396    75.64   -30.06   135.24  -161.41  -107.45  -377.67  -800.77
   397    68.10     2.96  -132.67   -59.84    95.96   366.50  -900.70
   398    66.08    -2.37  -134.28    25.47   175.70   394.42  -692.06
   399    66.08     7.81  -134.76  -371.45   -16.23   255.68   751.21
   400    80.52   -35.95  -135.00  -134.55    70.81  -292.96  1229.08
