# npoints=256 nbar=4000 length= 200.0Mpc verr=1660.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    46   134.53   -35.09  -152.53   100.69   -15.52  -177.43 -1694.35
    47   126.91    34.92  -159.80  -227.70    59.25  -331.76  2323.75
    48   103.85   -16.16  -168.25   142.48    45.45   331.22  2134.71
    49   123.85   -37.27  -172.26   211.48   158.44   118.41 -2510.41
    50   134.84    43.59  -179.54   -43.43  -181.40    90.50  -543.55
    51   100.32     4.02   167.37   106.52  -233.00  -125.88  1325.90
    52   141.63   -41.87   157.80  -156.71   164.15   156.69  1044.52
    53   127.18   -31.89   154.73    39.16    39.04   374.09   369.92
    54   119.34    20.30   150.75   194.57  -149.35  -381.94  -923.43
    55   161.31    36.56   138.91  -279.22  -216.47    84.59  -458.64
    56   132.04     4.41   137.89   178.77   604.01   143.58   171.15
    57   137.13   -10.50   136.41   242.98   529.66  -117.70   420.45
    58   138.47    11.06  -135.47   100.48   307.06    39.84  2787.64
    59   148.11    27.32  -137.41   115.54    99.36  -335.28 -1523.46
    60   139.73   -20.28  -137.66    60.84  -117.45    69.05  -891.76
    61   125.88    10.01  -141.40   -44.57    77.02   -11.35  -845.73
    62   121.30     3.32  -143.13  -131.04   -93.90   -13.09   424.70
    63   152.89   -38.19  -143.73  -195.49   139.28   -57.25  -714.82
    64   145.17   -38.23  -148.16   128.81   -57.85   256.57 -1047.69
    65   125.71   -27.38  -150.21   257.03   216.74   190.78   670.12
    66   110.54   -10.59  -153.07   -42.46   283.82   152.05  2332.02
    67   126.64    31.21  -153.43  -287.64   252.92  -453.00  1642.99
    68   107.63    -0.83  -154.18    34.73   -11.07   137.69  -560.93
    69   117.43   -24.78  -155.31    90.93   -62.14   171.54 -1660.75
    70   113.55    20.12  -155.31  -232.86  -171.09  -110.26  3583.61
    71   116.85   -24.91  -156.08   135.96    17.49   190.27 -1637.54
    72    97.69     0.92  -172.65   -39.60  -123.97  -187.75  -760.05
    73   117.60   -33.92  -173.10   127.74   120.67   531.44  -329.21
    74   100.19   -13.53  -174.02    43.21   145.39    87.25 -1244.87
    75   104.18    21.56   179.08  -310.25  -232.97  -396.78   325.25
    76   120.15   -29.62   158.04     8.95  -108.30   349.58  1497.72
    77   126.16    33.87   157.64  -183.78   347.91  -148.76   308.48
    78   131.16    36.56   156.86  -228.77   360.51  -262.87  -171.27
    79   145.05    41.90   153.81   -40.58   351.82  -153.58  -817.25
    80   121.69   -27.12   153.43  -126.85    -4.42   273.01   734.04
    81   144.89   -32.26   142.25  -293.38    -6.84   138.99  -292.03
    82   150.59    24.52  -134.54   166.27  -228.93  -282.70 -1800.90
    83   128.93   -17.64  -141.45   152.25   128.97    84.77  1707.13
    84   125.23   -11.15  -141.45  -119.67   117.82   140.21  -498.88
    85   145.21   -32.92  -142.03   176.45    32.39   -14.80 -2429.22
    86   131.33   -28.03  -145.99   356.53   113.86   153.66 -1224.83
    87   115.84   -24.29  -155.52   211.13    37.16   294.36  1362.97
    88   104.93     4.27  -156.69   -70.74     8.72   130.88 -2530.92
    89   114.56   -32.14  -172.13   151.89    25.83   157.61  -296.28
    90   102.07   -19.68   179.07   -17.21  -100.51   386.77 -2433.51
    91   104.61    21.47   170.76  -210.40   193.25  -231.82 -1593.27
    92   135.21    42.99   166.29  -168.12  -229.21   -64.13  1303.53
    93   130.94   -40.12   163.69     8.88   -98.14   118.58   109.39
    94   138.81   -34.64   147.29  -413.38   274.55   136.51    47.05
    95   134.53    31.90   147.29   -32.97   125.28  -285.51 -1673.11
    96   128.57    -5.93   138.72   136.14   190.31    -7.16  1572.47
    97   141.43    19.02   135.95   202.26  -200.95  -141.72  -891.18
    98   141.19    15.73   135.00   129.55    44.88    17.70 -2913.14
    99   164.75   -37.03  -136.44  -267.80   279.36   351.81 -1299.93
   100   143.49   -24.10  -136.69   273.04  -167.30    70.58 -1500.50
   101   153.77   -37.93  -141.80  -131.54    63.87  -130.59   734.33
   102   129.42    22.73  -142.98  -252.91   -81.20  -654.18 -1350.85
   103   118.29     4.17  -143.89   -59.58    56.18    28.05 -2271.86
   104   131.67    31.48  -148.08   -74.71   186.80  -141.84   183.55
   105   118.17    20.51  -149.45  -199.36   701.90  -267.13  1179.18
   106   115.17    22.75  -153.81  -272.14   -41.03  -460.57 -2183.09
   107   123.30    31.73  -155.34  -175.28    75.33  -338.79   849.88
   108   109.30    29.08  -176.25  -445.94  -281.34   -65.97  1078.90
   109   137.08    45.90   177.65    93.92  -159.25   131.13  2778.63
   110   100.91   -18.98   177.18   -37.67  -298.86   154.84  -850.50
   111    98.82    -9.56   167.97   172.81  -467.23  -136.25 -3236.71
   112   118.21   -34.18   167.07   170.72   -37.17   321.53  1336.24
   113    98.40     6.38   167.07    70.14  -204.19  -320.66   517.03
   114   132.21    39.22   158.52  -103.16   480.44  -270.85  -974.04
   115   131.19   -38.27   157.71   -41.80  -252.14    -5.58 -3398.80
   116   103.86     7.35   157.71   323.37  -119.64   -15.24 -3485.09
   117   138.10   -40.59   155.34  -243.87   195.41  -195.11   578.45
   118   116.66   -17.14   148.76  -142.74  -398.21    74.56 -2277.74
   119   134.75   -27.63   142.98   175.77   -58.26   213.12    51.22
   120   125.84    -2.13   139.28   186.86   115.33   -41.96  -678.27
   121   137.86    12.10   135.00   123.55   221.33  -147.48 -2618.02
   122   158.24   -29.59  -133.39   188.25    17.55   101.52  2539.55
   123   144.45    27.37  -137.47    46.95   102.87  -215.66 -2877.67
   124   115.91     8.53  -145.55  -231.48   295.20   -98.90  -978.80
   125   122.70   -24.05  -147.53   300.20    91.29   176.13 -4119.08
   126   142.21    42.51  -154.39   163.56   112.68   -19.66  1452.71
   127   116.93   -31.86  -162.14   174.36   114.05    96.58 -1033.00
   128   111.22    31.79   180.00  -392.59   -35.71  -197.04  1941.37
   129   118.65    36.81   174.34  -252.54   -20.32  -197.74  2310.12
   130   145.34   -40.57   148.90  -261.60   -63.40  -257.61  -203.64
   131   149.96   -37.93   143.05  -504.50    37.69  -119.99  1932.56
   132   145.68   -35.39   142.75  -363.69    30.24   -89.62  -392.23
   133   147.64   -34.85   141.28  -347.93   -25.14  -175.28  -142.23
   134   121.74     2.21   141.00    87.12  -211.52   296.51  -455.47
   135   123.80    -2.89   139.87   110.16  -109.31  -165.66 -2802.35
   136   129.01    -8.01   137.73    78.93   435.18  -175.56  1365.59
   137   155.86    32.09   135.72  -127.77  -280.29  -111.61   622.80
   138   127.43    -6.34  -137.75   -48.19   278.17   205.01  -340.26
   139   155.85    36.62  -138.54   -37.66   180.16   236.56  2351.40
   140   125.06    12.63  -140.19    -4.60    37.97    33.88  1464.67
   141   114.51   -24.59  -154.20   358.76    17.39   295.97  -453.81
   142   139.66    44.82  -161.14   -67.11   174.05  -130.73   -32.55
   143   126.89   -39.36  -162.86    30.24   -45.48   316.66  -505.50
   144   131.46    41.73   162.86  -165.48    72.02   -59.13  -205.07
   145   115.59   -22.24   151.19    14.63  -194.35   182.16    46.63
   146   119.81    25.49   150.10    40.45    88.23  -137.74  1086.52
   147   123.24    20.02   144.06   206.04    53.30   -12.69 -1145.12
   148   136.70    32.11   144.06  -224.89    68.96  -366.90  1911.39
   149   123.35    -8.38   140.19    78.42    31.48  -185.27 -2770.09
   150   129.96     9.34   136.97   -57.50   120.80  -246.52  2357.65
   151   148.04    28.70   136.22    63.74  -272.10  -213.59   764.66
   152   136.86     6.56  -133.14    56.70   303.57   -16.20   262.46
   153   162.87    34.47  -133.82  -188.21   161.50   223.32  -379.46
   154   151.75   -35.21  -138.58   215.80    36.69  -140.91 -2872.29
   155   117.48   -18.21  -146.42   246.03    79.36    39.07  1775.26
   156   110.36    -1.62  -147.44    -1.78   160.49    43.93  1262.13
   157   123.91    32.83  -153.24  -155.55   164.82  -405.54  2623.80
   158   127.87    36.78  -155.19   -43.08   187.19  -101.19  -259.94
   159    99.59    -8.12  -160.56   -74.70   436.34  -120.87   362.79
   160    98.38     1.82  -160.99   -36.40   260.74    60.47  -916.52
   161   128.40    42.48  -169.06   -85.52  -406.04   102.22 -2143.03
   162   112.15    32.91  -170.93  -481.66  -437.33  -136.10  2048.35
   163   120.02   -38.67  -172.82   234.23   153.91   186.42  -786.79
   164   105.22   -27.89  -178.56   -11.04   146.86   251.83 -1127.37
   165    96.23    -6.06   166.30   193.98  -213.39     5.11 -1292.61
   166   138.04    44.57   160.99   -51.83    61.56   104.29  1222.22
   167   107.95    -8.74   150.62   216.55  -493.42   251.14  -824.75
   168   108.19     6.63   149.89   179.68   -13.07    94.44   544.60
   169   136.76   -18.31   135.73   106.50   151.91   -37.24  1510.26
   170   150.33    28.56   134.76    30.22   -95.77  -297.21  -522.27
   171   165.11    35.92   134.05  -324.70  -183.47   202.69  1795.95
   172   126.78   -11.01  -137.80   242.96    71.89    48.73 -1455.30
   173   122.06    -3.30  -139.16  -198.29   -26.33    95.78  -700.11
   174   136.41   -31.41  -142.36   208.62     3.00    62.20 -1126.60
   175   122.01    24.60  -146.20  -189.54   229.94  -283.52   202.44
   176   100.43     0.45  -156.63    36.11    79.32    80.20  1450.81
   177   115.10    30.15  -157.86   -56.14   -20.59  -245.58  -146.37
   178   121.77    38.49  -165.28  -260.75   -23.71   -71.56  -386.98
   179    99.72   -22.09   176.12    30.32  -180.13   327.57 -2346.13
   180    94.04    -2.86   168.97    25.01  -188.21   -18.46 -1782.04
   181   109.10   -30.08   167.57    91.46   -88.32   157.05   550.35
   182   103.03   -19.95   162.15   -21.31  -272.41   213.16  2036.06
   183   121.85   -35.24   157.86   -44.56  -349.52   265.76   183.11
   184   134.82   -42.24   157.45  -197.86  -180.19    43.24   501.89
   185   136.35   -36.17   146.87  -239.92    68.61   -11.22  -946.07
   186   138.03    35.26   144.88  -173.89   -25.80   -53.47 -1356.94
   187   125.99   -20.70   141.46    38.44   205.60   -42.83   678.30
   188   120.36    10.47   141.16   316.06  -390.61   199.83 -2963.08
   189   159.28    34.00  -133.80  -176.06    40.70   259.88   637.80
   190   141.38   -28.37  -137.29   104.85    30.53   -45.35 -2461.76
   191   145.12   -34.05  -139.48    59.17   -73.82    12.16 -1118.11
   192   118.25    21.71  -146.31    -7.09   389.23  -455.26  -949.96
   193   140.28    39.82  -148.04    30.26   126.77  -128.20   -39.85
   194   122.59    33.67  -153.63    -8.35   123.02  -319.30  -981.81
   195    92.16    -7.31  -179.51  -345.32   201.19  -119.02 -1789.57
   196   111.66    35.01   178.04  -290.45    28.73  -209.47  -881.18
   197   100.08    23.46   174.63  -204.35   -72.17  -174.66   705.54
   198   124.50    42.18   172.21  -296.59    30.83    31.08 -1676.48
   199   103.67    24.96   166.54  -256.96   130.83  -108.40  2791.90
   200   116.47    -6.16   142.13     6.85   -82.80    90.07  -263.56
   201   130.39    -0.34  -134.03  -244.60   235.21   245.26   543.35
   202   141.29   -23.81  -134.51   -60.81   -39.60   111.25  -783.25
   203   132.81    13.26  -134.51   128.67   230.57    30.51  2595.12
   204   127.90     8.43  -135.75    85.88   139.56  -146.04  1645.58
   205   142.86    29.48  -136.78   125.40    42.90  -285.13   664.55
   206   149.40   -34.39  -137.31    85.54   -13.18  -103.68 -1571.16
   207   142.77    37.80  -143.45  -148.51     2.07   158.04  1419.98
   208   117.02   -38.87  -174.09   164.14   104.30   264.48  2288.03
   209   120.77    40.31   169.74  -299.84   -16.13  -123.70 -1025.09
   210    99.32    14.58   160.53    93.50   331.46   -52.35 -1250.48
   211   117.05    34.10   159.23  -236.78   301.98   -86.32 -1504.37
   212   116.23    32.99   158.37  -259.43   366.31  -264.86  -899.64
   213   114.45   -16.66   145.74   113.04  -270.19   -25.25   604.87
   214   121.32   -20.35   142.82   119.44   168.08  -140.10  1483.54
   215   143.79    39.88  -144.51   -37.98   -58.67     0.33  1170.51
   216   120.01   -27.53  -147.59   202.72   281.95   110.64  2578.18
   217   123.85    31.15  -147.95    -6.95   331.52  -153.83    -0.79
   218   124.39   -34.86  -151.67    66.91   -96.41   309.99   873.80
   219   106.95    21.87  -154.85   -90.63    49.42  -150.61   189.41
   220   118.44    33.65  -155.67    41.47   120.82  -336.69 -2854.11
   221   113.87   -34.23  -162.62   -34.94   -59.24   290.20   -39.07
   222   100.23   -21.49  -164.45  -154.39   156.28   581.06   209.65
   223   120.41    40.45  -168.69  -345.25  -327.00    15.48    53.86
   224   115.38    38.53  -174.54  -575.65  -403.83  -186.31  2373.11
   225    91.64   -11.31   179.00  -373.15    57.20   150.57 -1212.07
   226    99.30   -22.68   168.69   -24.83  -273.95   283.82  1149.49
   227   102.16    25.84   167.74  -363.64    19.15  -104.10 -2813.48
   228    92.32    -3.88   167.26   209.87   -18.11   -21.43  -573.15
   229   126.78    39.40   156.50   109.44   508.97   -69.48 -1049.46
   230   122.08   -23.78   143.53    37.95   101.81  -246.18   592.17
   231   122.17    19.81  -140.79  -183.34   -40.98  -196.77 -3210.06
   232   118.35    26.67  -147.37  -130.66   424.97   -97.08  -835.24
   233   117.91    36.61  -160.22     9.61  -181.13  -188.24  -128.31
   234    96.87    20.29  -168.59  -582.51  -462.49  -202.88   417.88
   235    95.21    19.16  -172.01  -483.96  -247.73  -333.02  -372.04
   236   102.91   -30.07  -179.50    73.63   196.71   304.17 -1777.01
   237   127.15   -45.46   176.99     3.91  -198.48   153.91 -1171.52
   238   129.28   -45.98   172.50  -127.54  -200.04   141.04  1493.63
   239   122.01    41.76   168.11  -361.65    50.07   -65.52  -643.59
   240   131.15   -45.14   164.32   -52.31  -205.88   171.67   201.26
   241   106.73    -9.27   147.72   206.24  -563.78    21.68 -1944.91
   242   138.08    32.90   140.19  -137.00    99.23  -206.38     6.92
   243   125.15   -15.57   137.63    80.97   222.66  -388.28 -2760.40
   244   141.10    29.16   136.28   180.40  -229.80  -187.29  1668.23
   245   125.88    -4.98   135.25   -75.49   485.96   -44.43  2752.23
   246   143.30    26.55   134.01   273.39   -65.84  -227.89  2553.34
   247   136.83    12.87  -131.44   176.90   379.46    -6.72   420.44
   248   109.97    -8.99  -144.37    64.36    29.54   142.92  1564.21
   249   136.29    43.91  -154.05     7.65   162.26  -101.94  -619.25
   250   108.11    28.49  -158.29   -78.03   -23.85  -264.04  -734.63
   251    94.75   -13.35  -163.25  -145.36   281.33    -4.49  1998.64
   252    91.00     1.97  -166.08  -238.96   171.64   -46.54  1366.34
   253    92.10   -15.25  -173.44  -243.94   -68.75    74.32 -1514.92
   254   132.83   -48.33   178.48  -164.48  -221.69  -107.10  -496.62
   255   105.02   -31.38   169.96   -24.72  -175.68   184.12 -3851.55
   256   101.06    24.19   163.25  -284.03    93.63  -220.02  2041.82
   257    97.29   -17.28   161.87    -5.95  -120.71   251.70    52.44
   258    94.07     3.33   160.06    57.14   -73.03  -127.06  -487.01
   259   136.59    44.25   154.46  -420.48   356.53  -182.52  1522.15
   260   104.55    20.10   154.05   -63.57    67.85  -321.13 -3195.99
   261   106.63     9.70   147.14   264.48   -11.98   145.36  1479.99
   262   119.18    18.74   141.46   247.29   106.31    63.49  -919.41
   263   125.53   -20.78   138.78   172.04   168.24    75.78 -1482.72
   264   131.45    10.27   133.04   197.74   579.33  -134.31   977.59
   265   164.38    36.45   131.89   -57.92   -10.31   259.47  1237.33
   266    89.05    10.11   176.42  -345.67    97.82   -62.68 -2100.46
   267   129.10   -47.07   174.39  -197.97  -161.41   156.76  1514.36
   268   133.20    47.15   165.00    30.48  -234.91   -75.31  1341.06
   269   118.59   -31.81   150.26   275.04  -230.32   141.05   223.66
   270   115.38   -26.11   147.63   107.68    62.71    75.74   523.28
   271   142.08   -36.82   140.30  -201.07    90.13   -76.13  -265.45
   272   139.64   -33.63   138.81    10.04    62.53   171.52   636.53
   273   125.01    11.17   135.52   141.47  -109.69   159.23  -449.46
   274   151.10    31.48  -132.30    42.67  -154.65  -323.78  -471.63
   275   161.75   -38.19  -133.01   -25.21   447.81   278.22 -1682.93
   276   138.63    24.65  -133.49   177.14  -226.80  -453.18  3119.73
   277   130.62    22.14  -135.78   112.70  -300.78  -467.93  2627.41
   278   112.59    19.03  -144.56  -109.40   162.54  -203.06  2204.69
   279    99.20    -4.06  -151.21   -64.69    52.83   -82.30  2471.07
   280   111.13    38.22  -173.32  -635.79  -306.49  -162.44   563.40
   281    91.93    18.84  -175.36  -479.48  -327.11  -315.38  -654.34
   282   107.53    36.05  -175.88  -548.38  -402.35  -223.36   557.82
   283   110.23    38.07  -177.94  -404.66  -200.99  -145.42 -2945.62
   284    94.60   -23.35   176.91  -245.32   -10.44   298.14  -774.12
   285    90.25    -9.97   167.31   -73.12  -342.85    37.25 -1311.90
   286   103.97   -30.23   164.88   100.40  -310.68    65.27 -2329.97
   287   120.94   -37.39   154.48   124.40  -110.44   430.42  -847.24
   288    99.50    15.02   154.48    86.55   229.25  -258.18  2911.04
   289   125.60   -39.84   154.06    62.61   -85.76    93.18 -1019.02
   290   107.20    23.63   152.01    70.99   417.12  -132.65  1527.26
   291   117.32    29.09   147.76   -44.16   215.21   -91.52  2402.53
   292   105.82    -8.49   145.95     6.95  -483.44    19.30 -1187.99
   293   104.73     2.14   145.95   178.63  -256.82   269.61  4202.16
   294   123.46    29.16   143.55   -99.76   341.88   -64.18   -61.00
   295   138.61   -38.32   142.88  -408.60   -25.59     0.30  -787.88
   296   130.04    21.50   135.78   303.49  -268.99   -29.07  2638.06
   297   132.97    14.29   132.30   235.63   260.03   -14.41  -822.40
   298   140.92    23.87   132.30   265.21  -207.70  -130.91 -3095.51
   299   150.92    29.12  -130.67     4.40  -278.99  -466.80   741.90
   300   129.89    10.40  -132.27    67.33    52.12  -143.26   796.73
   301   125.56    18.88  -136.33  -192.38  -347.75   -66.14   111.15
   302   116.87    14.72  -139.48  -164.34   -79.81   -58.21   172.30
   303   111.89    11.68  -141.66  -206.90   -47.76   -90.96  -611.13
   304   108.20     2.07  -142.63  -257.82   -13.57   -41.07  1128.92
   305   104.00   -23.93  -154.70  -281.86    34.52    51.74  -545.24
   306    91.23    15.39  -167.69  -391.41  -368.80  -314.41   523.49
   307    86.28    -4.67  -177.92  -427.28   -62.28  -171.81 -3434.12
   308   108.13    37.37   180.00  -382.11    65.87  -180.85 -1608.68
   309    96.39    18.92   160.48  -301.08   220.35  -405.52 -2123.54
   310   139.35   -38.48   141.98  -278.94    85.49   -19.97  3050.02
   311   112.38    12.85   141.66   -81.39   -52.35  -157.99 -1884.32
   312   116.84    -3.07   137.44    90.28   -40.86    66.44 -1520.87
   313   121.33   -10.39   136.06   -38.15   163.18  -250.25    64.12
   314   147.76    32.28  -132.97   156.58    79.30  -319.33 -1611.79
   315   140.11    27.93  -133.47   313.57  -210.28  -297.97 -1755.33
   316   133.36   -23.11  -133.97    91.28  -202.92   256.80  -506.91
   317   129.95    24.51  -136.07   201.01  -300.48  -305.22 -1130.73
   318   112.98    -1.19  -138.93  -324.94  -115.53   -14.69 -4122.02
   319   115.37    11.72  -138.93   -36.44   -12.31   -59.91   959.59
   320   105.99   -12.78  -145.47   -24.17     9.61    63.61  1161.77
   321   120.13   -36.29  -151.57   -83.18     5.33   266.35 -2449.78
   322    87.38   -11.34  -173.72  -218.50  -141.57    13.00 -1379.44
   323   112.52    39.70   169.60  -305.63  -102.97  -186.90   519.24
   324   107.48    34.54   164.12  -134.73   296.43   -96.77    50.06
   325   112.71   -34.64   156.67   182.21  -186.38   204.65 -2589.08
   326   106.49    28.00   154.93  -113.95   221.54  -231.49 -1658.52
   327   136.03   -45.88   154.07  -121.27   189.62  -196.80   249.14
   328   141.57    43.62   146.19  -200.15   114.55  -196.67  1357.58
   329   109.51    -2.04   141.08    68.86  -254.73   148.75  5103.29
   330   136.13    40.43  -144.51   136.24    32.92    10.62  -691.00
   331   118.65   -35.87  -151.35  -108.84   -21.93   328.35 -1273.29
   332    88.68   -16.37  -172.61  -389.71    17.57    67.59   407.18
   333    85.21    -4.21  -173.14  -375.71  -194.93   -52.32   119.19
   334   113.80    41.75  -173.66   -21.92  -288.95   157.26   743.25
   335    84.64    -4.23  -178.41  -521.11    -4.38  -182.96  1071.61
   336    92.72   -21.76   168.49  -169.07  -283.52    98.63 -1406.24
   337   128.10   -46.03   161.57   -39.03   -25.69   262.05 -2411.14
   338    92.72   -10.68   157.83   317.37   141.85     4.98  -955.84
   339    94.72    -1.42   153.01   -10.60  -249.52  -352.20  2578.47
   340    95.97     9.37   153.01   -42.27    95.75    44.93  -980.78
   341   114.25   -30.86   149.35   235.07   -71.13   262.03  2059.01
   342   138.95   -42.87   145.94    55.96   153.14   -97.99 -1651.63
   343   103.64    -0.86   144.51   136.29  -354.35     1.39   525.27
   344   107.93    -5.82   141.80    83.03  -390.90   100.95  -551.79
   345   133.63   -26.75   135.00   145.52  -186.61   227.59 -2259.68
   346   120.43     0.00   134.47   -42.74   309.40   102.36  1455.54
   347   123.35    14.68  -134.47    69.27  -152.25  -187.46 -2853.81
   348   106.43    13.59  -143.91  -242.54   286.68     9.72   292.00
   349   109.45    20.47  -144.61   -62.76   412.21   -44.83   370.55
   350   100.76    19.95  -151.96  -130.14   111.38  -186.33   280.81
   351   128.55   -46.83  -161.89   106.03  -122.54  -414.04  1592.27
   352    85.96    -4.69  -167.36  -167.23    48.39  -205.00 -1391.71
   353    84.93    10.07   178.39  -393.63  -107.07  -332.52  1380.29
   354   127.07    48.60   174.13  -186.41  -158.24   115.17  2431.60
   355    97.17    23.70   159.97  -119.34   397.70  -156.96    87.64
   356   121.22   -11.53   134.73     3.46   313.68  -285.86  3265.88
   357    94.78     0.00  -150.90  -138.58    70.87  -190.39  1856.67
   358    90.38     5.46  -157.00  -153.05    -0.78   136.41   688.00
   359    96.49    30.67  -176.22  -366.13  -262.10   -23.27  -974.79
   360   100.55   -34.55  -179.46   -71.73   135.52   234.69  -461.58
   361    88.14    19.68   176.22  -364.42   133.51  -407.68   607.27
   362   111.90   -42.08   175.68  -225.13    67.88   512.04  -403.28
   363   122.59   -45.54   164.70   -61.37   -57.56   291.30  1016.79
   364    88.57   -11.70   162.71   415.08   -17.45   166.22  -100.80
   365    95.03    18.20   156.54  -259.92   384.59  -394.00   -64.96
   366    95.70   -14.66   153.43    39.16  -280.68   281.48  2783.56
   367   105.18   -21.34   147.70  -158.01  -374.26   195.07 -1939.51
   368   112.06     4.40   137.83    64.78  -319.51   226.93   379.47
   369   156.91   -35.63  -130.03    82.74   472.12   297.02 -1557.33
   370   139.74    38.36  -138.47   228.62   205.78    92.90 -1422.55
   371   119.16    28.17  -141.34   300.06    46.22   134.95  1813.00
   372   110.24    26.07  -145.93   -22.95   299.26  -419.55   919.07
   373   115.49    31.39  -146.31    60.49   280.75   -43.62  -574.22
   374    98.31     3.19  -146.69  -197.15   155.35    -5.05  -673.21
   375   135.62    44.65  -148.24   177.38   116.23  -195.18 -2917.00
   376   101.43   -24.58  -152.78  -170.54   211.80   170.36  2184.54
   377   131.77   -48.85  -161.08  -123.11    75.00   -81.22  -281.87
   378    93.81   -23.56  -162.55  -313.21     4.21   531.89   806.62
   379    85.76     4.18  -163.55  -391.64    92.01  -118.68  -442.08
   380   123.71    47.63  -169.74    33.73  -304.72   410.49 -1071.43
   381   104.10   -37.44  -172.94  -154.56  -108.21   365.42   394.80
   382   126.43   -49.47   176.73  -189.22  -389.23   145.49   845.55
   383    88.63    21.73   175.10  -265.72    96.28  -475.64 -1115.94
   384    95.20   -29.50   171.87   217.05  -164.98   126.34  1649.92
   385   100.45   -34.05   170.27    10.01  -139.07   241.38   910.44
   386   124.49    47.25   166.09  -216.83    55.10   152.19 -1825.57
   387   124.87   -46.01   161.08  -151.00   -92.86   380.31 -1441.60
   388    87.22     6.17   161.08  -115.77    59.98  -291.23   858.28
   389   110.33    37.52   159.62  -277.49   344.10  -233.15  -461.58
   390   111.77    38.47   159.62  -302.71   379.79  -108.45  3167.59
   391    99.74   -26.52   156.80   138.14  -246.69   125.58 -1144.85
   392    90.25    -1.98   155.43   225.70  -129.55  -213.80  1450.70
   393   125.01   -40.07   149.04   117.38    65.12   149.69   118.46
   394   112.88   -31.27   148.24   346.10   -14.81   214.37   631.38
   395   114.68   -20.33   139.71   180.58   173.57  -290.54 -1044.19
   396   127.47    18.21   132.65   226.29  -258.37   212.73 -1743.32
   397   156.01    35.16   130.03  -123.54   134.22   143.46 -1029.78
   398   123.15    -8.76  -131.88  -137.71   179.72    -6.02 -3577.37
