# npoints=512 nbar=10000 length= 100.0Mpc verr=1000.0km/s nonlin= 250.0km/s
#dipole v_rms = 188.535057
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    59    52.45    19.58   179.55   134.78   -63.24   272.93   693.32
    60    49.47    -0.68   177.28  -139.98    22.68   214.24   262.25
    61    54.63    24.96   176.16   -13.90  -108.29   160.25  1529.08
    62    62.97   -29.55   154.44  -249.98   -71.79  -128.29   -72.50
    63    59.68   -20.70   152.27    97.32  -171.35   139.61  1764.24
    64    57.68     7.00   149.67  -171.86    10.15   120.70   966.92
    65    61.60   -16.01   146.57   -72.26    -4.15   313.19   113.67
    66    67.26   -23.26   143.09  -355.30   387.92   -60.47   536.07
    67    74.14    30.74   140.85  -347.02   123.23    66.93  -922.11
    68    65.46     7.03   139.51  -191.78   -14.95    88.15   260.54
    69    76.98    27.34   136.27  -322.73   371.49   -33.13   386.82
    70    66.96   -10.42  -138.37  -623.69    -6.65   -79.90    17.37
    71    68.57   -26.20  -143.13  -298.21   357.32  -256.84  -580.14
    72    67.11    36.63  -156.04   -42.01     9.36   -81.15  -982.43
    73    60.22    27.84  -157.57   164.31  -199.53   253.03   -72.96
    74    52.60    17.73  -169.22    67.37  -401.47   222.61  -165.73
    75    53.00   -19.15  -169.44   -37.79  -523.63  -579.51  -561.46
    76    63.57    39.26   179.55    74.60  -161.74   246.40  -535.34
    77    57.05   -29.31   171.65   -28.78  -215.56  -318.99  1492.58
    78    51.29    13.66   170.98   -35.58  -123.24   223.12   735.30
    79    52.87    18.75   169.44    -5.19  -184.42   193.49   429.28
    80    57.50    28.17   166.18  -195.36   -11.11   347.21  -829.22
    81    54.67   -21.59   165.54    85.40   -98.62  -114.25  1329.70
    82    52.78   -14.57   164.48    97.99    42.53    40.30   785.63
    83    58.81   -24.95   157.38  -128.31   139.36   -81.95   -86.64
    84    68.37   -19.18   139.66  -337.13   544.14   -43.88  1656.18
    85    69.26   -19.09  -138.51  -413.32    -2.09  -166.24  -772.72
    86    65.28     9.30  -139.55  -438.61    53.42   651.19  1189.72
    87    63.06    -1.24  -141.04  -551.62    71.53   -84.15   614.54
    88    73.51   -33.73  -143.31  -233.93   255.71  -154.65   476.66
    89    63.83    16.72  -143.31  -367.24   -84.64   281.92  2217.23
    90    64.61    21.27  -144.51  -294.03   116.21   347.61  -341.36
    91    73.07    36.59  -146.68  -295.60   256.68     0.92  -580.70
    92    59.63    11.91  -147.16  -363.97    98.52   318.97  1493.98
    93    58.74    15.82  -150.16  -282.61    64.08   333.83  -403.38
    94    56.33    -0.40  -150.50  -618.81    89.73   134.38   203.14
    95    55.35   -19.16  -159.67  -210.22   -67.15  -379.84    41.28
    96    59.21    33.42  -172.73   234.14  -301.89   489.45   243.39
    97    50.38    12.08  -174.31   -80.63  -228.98   252.96  -204.94
    98    63.42    39.38  -179.77   104.71  -292.67   292.90  1212.29
    99    50.65    14.51   178.63    15.53   -94.95   270.89   463.48
   100    66.57    42.21   173.86  -118.78  -151.43   181.84    92.07
   101    49.71    -3.60   171.17    77.40   246.21    90.91   233.13
   102    52.00    -3.88   160.88    44.29   159.56   199.12   411.50
   103    55.59   -16.53   156.91   196.77   205.72    74.78 -1384.90
   104    55.49    15.31   156.33   -73.59    47.91   -91.55   592.18
   105    62.61   -26.49   151.02  -244.20  -122.61   -63.99  -563.02
   106    65.00    30.12   150.67  -325.85    40.10   -12.47  -902.46
   107    58.10   -14.21   150.50   -76.57    -2.14   260.51  1035.44
   108    64.19    26.76   148.80  -247.65   -44.37    97.07    95.86
   109    69.30     9.41   135.81  -263.02   195.95   415.76 -1778.86
   110    66.08    -5.09  -137.89  -631.05  -184.17  -153.98  -775.59
   111    67.66   -17.12  -139.04  -389.31  -145.13  -147.01  1353.20
   112    63.80     6.50  -140.38  -532.84    71.86   355.71   237.15
   113    62.93    -1.78  -140.92  -587.79    79.56   -81.55   927.94
   114    64.77   -18.10  -142.48  -462.36   197.86  -179.47   931.66
   115    64.93   -20.97  -143.65  -309.40   195.90  -327.72   185.63
   116    51.91    16.39  -168.69    59.28  -402.12   174.98  1974.25
   117    58.50    32.06  -170.02   370.78  -436.05   453.41  1644.52
   118    49.38     4.08  -172.48   -30.41  -167.18    89.62  2230.22
   119    60.96    36.35  -174.06   298.26  -455.50   313.14    90.62
   120    49.47     8.86  -177.48   -82.97  -198.87    93.08  -586.15
   121    52.11    20.40  -178.85   121.32    78.62   207.16  1197.04
   122    63.34    39.44   176.57  -146.52   -67.71   251.81  1448.66
   123    55.37   -23.27   163.72   150.59   -74.76  -285.46  1098.78
   124    57.95   -25.34   158.79   -74.89    74.78   -84.31   596.35
   125    70.11    40.26   155.87  -548.36    21.09  -217.94 -1036.53
   126    55.14    10.82   154.36  -137.35   158.90    -1.50  -796.23
   127    57.18    16.06   152.71  -106.71   157.59    80.06   787.32
   128    64.75   -24.22   145.78  -253.71   193.16    -9.40  -415.13
   129    63.99    18.32   143.50  -282.71   146.98     5.88  1820.30
   130    61.93     0.36   142.05  -150.72   172.83   179.79  2199.08
   131    63.27     3.54   140.65  -248.27    60.12    86.10 -2041.12
   132    79.90   -34.38  -137.52  -259.21   262.60    13.09  2025.92
   133    64.89    -5.01  -138.80  -673.75   -46.37  -177.91    28.93
   134    65.24   -10.00  -139.19  -733.77     2.98  -113.84  1000.85
   135    64.56    -5.56  -139.19  -692.76   -46.75  -200.81   617.35
   136    64.24     6.11  -139.59  -507.79   122.47   326.84   790.35
   137    66.25    20.90  -141.79  -193.42   133.81   262.17 -1941.22
   138    57.97     2.51  -147.11  -393.20   351.50   171.10   100.00
   139    54.10    12.30  -156.94  -383.52  -116.35   332.41   347.54
   140    59.98   -28.81  -157.72  -115.87  -111.33  -263.18  1324.46
   141    60.12   -32.64  -163.87  -246.28  -103.56  -308.11  -710.52
   142    49.21    -4.55  -172.45  -175.23  -337.80   361.61   232.26
   143    50.22   -14.18   177.24  -177.26   149.27   -58.16  1333.68
   144    57.82    29.11   164.30  -203.65    46.14   343.44  -874.76
   145    63.07   -36.70   164.08  -242.34  -406.62  -259.05   432.54
   146    63.93   -37.22   162.82  -222.96  -342.98  -290.69   413.33
   147    51.66    -6.51   161.36    57.88   270.83   333.28  -348.20
   148    56.13    18.46   155.97  -155.11   100.29    86.95  1650.73
   149    56.39    10.17   151.18  -185.43    54.07    72.24    65.87
   150    72.68   -32.33   142.36  -417.96   366.49  -280.28  1181.60
   151    65.29   -19.21   142.08  -123.89   418.40   -36.99    20.59
   152    75.57   -30.44   138.28  -410.01   386.45  -174.44   862.53
   153    67.71     7.46   136.41  -245.87  -118.08   165.72  -322.67
   154    74.95   -22.04   134.43  -428.10   209.98  -173.10  1263.48
   155    79.75   -31.94  -135.70  -301.49    82.27    66.39  -363.22
   156    74.21    27.77  -137.53  -327.38   181.52  -168.80  2503.28
   157    72.74   -25.96  -137.78  -312.66   183.07  -144.49  -270.97
   158    49.14    -9.15   176.77   -31.30   146.91    94.99 -1567.29
   159    49.40    -8.41   172.42   187.83   211.05   236.15   309.37
   160    65.15   -37.92   160.46  -334.71  -240.51  -241.95  -201.01
   161    55.76    20.29   157.84  -141.87   -33.55   290.81  -694.65
   162    58.76     8.79   146.52  -142.35   251.09    61.60  -134.76
   163    68.43   -29.78   144.64  -363.74   288.82  -204.92  1784.69
   164    61.81   -14.46   144.03   -94.84   254.32   247.66  -234.94
   165    69.32   -29.92   143.73  -358.02   334.44  -218.64  1917.58
   166    74.84   -33.41   140.84  -376.36   211.05  -148.95   353.34
   167    69.40    16.35   136.66  -212.00   385.87    -1.73  1542.48
   168    74.20   -21.46   134.54  -448.98   246.99   -85.76  1176.11
   169    57.17     3.53  -147.72  -404.19   316.81   189.37 -1898.40
   170    65.54   -29.84  -148.06  -364.15   234.08  -180.39   343.08
   171    58.12    13.80  -148.73  -268.70    29.14   274.85  -792.41
   172    70.47    41.27  -155.61  -240.71    86.95   -59.71   661.32
   173    59.79   -29.77  -158.36  -132.55  -121.99  -230.87  -168.05
   174    57.40    26.25  -159.57    67.59  -324.09   268.55  1328.03
   175    61.51   -34.86  -162.90   -97.07   -44.71  -254.34   270.81
   176    55.62   -28.30  -170.12  -153.40  -301.23  -459.30  1120.84
   177    57.44    32.49  -174.68   210.26  -300.08   334.06  -981.49
   178    57.19    32.19  -175.37   215.79  -227.63   240.26 -1429.80
   179    48.65    -6.69  -176.76   -26.45   -86.04   296.90  1450.87
   180    56.39    17.12   153.53   -96.99   118.65    52.06  1338.88
   181    63.81    30.34   151.16  -243.85   -59.31    47.38  2357.28
   182    79.58   -38.74   141.00  -407.18   190.28  -156.95  -143.18
   183    69.87   -25.50   139.90  -336.51   426.99  -147.26 -3152.84
   184    81.01   -37.41   138.57  -343.52   145.90   -82.46  -375.92
   185    73.57    26.83   137.29  -338.20   495.49   -19.76  2024.24
   186    67.27   -12.07   137.17  -393.08   264.57    -0.21   267.71
   187    82.82    33.33   134.20  -386.27   165.89  -142.32  -188.55
   188    67.41    -9.68  -136.31  -736.41   -60.07  -124.81  2819.86
   189    74.35    34.94  -142.03  -430.01   326.66  -147.86 -1659.52
   190    61.40    11.19  -142.91  -430.43     5.40   409.76   502.12
   191    69.19    34.37  -147.29  -206.60   186.14   -37.11   106.78
   192    71.32    38.04  -148.80  -317.61   164.66  -110.35  -557.76
   193    53.29   -24.01  -170.76   -72.96  -402.25  -443.61   473.34
   194    49.01    -6.64  -170.76  -262.49  -498.02   277.89  -185.73
   195    52.23   -22.19  -173.51   -64.83  -341.41  -519.93   581.33
   196    48.50     7.17  -176.74     0.67  -163.94    -3.58  -379.02
   197    65.45   -38.59   159.90  -361.80  -215.81  -192.87  -533.61
   198    57.27   -18.70   152.33    39.77   -38.62    93.50   934.10
   199    61.48   -11.55   142.91   -75.10   223.08   239.21 -1014.00
   200    63.83   -16.90   141.88   -81.01   414.38   109.67   146.72
   201    70.81    22.03   137.05  -144.01   315.46   -59.24  -389.00
   202    66.39    -2.87  -136.19  -763.01   -72.59  -150.78   501.21
   203    77.56    31.25  -136.19  -290.71   205.28   -49.89  -998.28
   204    56.02     3.60  -148.86  -506.04   192.87   201.92 -1370.37
   205    55.04   -16.49  -155.05  -296.99  -269.64  -205.23    32.65
   206    54.77   -20.24  -158.60  -140.50   -60.10  -523.71  -352.73
   207    61.27   -34.35  -161.08  -211.06   -21.83  -179.47  1103.29
   208    54.30   -21.30  -161.08  -161.66   -86.17  -511.63   621.89
   209    70.82   -44.91  -162.55   143.03    29.28   -29.09 -1546.20
   210    49.04     0.23  -167.35  -359.48  -239.02   186.70  1691.75
   211    61.56   -38.92  -177.43   172.29  -296.69  -290.49   458.44
   212    49.51   -14.39   176.26   -80.71   117.09   -11.82 -1610.32
   213    57.88   -33.60   173.02  -140.62  -314.83  -259.80   519.30
   214    50.87    16.97   169.59   113.48  -173.91   254.50   517.76
   215    58.69    29.29   159.21  -156.85   120.44   186.70 -1274.20
   216    67.12    36.83   152.97  -266.12   172.16  -183.83 -1348.26
   217    56.05   -12.89   151.14  -175.06   162.29   212.73 -1219.42
   218    59.41    16.23   147.02  -212.54   103.55   -16.30   664.83
   219    62.14    -0.36   140.36  -150.52   101.43   147.46   971.00
   220    81.09   -37.37   137.95  -331.11   214.30  -100.03  2092.76
   221    75.79    28.98  -135.95  -256.06   114.87   -66.61    -7.71
   222    65.82     4.42  -136.57  -495.62   132.15   227.93   922.23
   223    71.58   -24.33  -136.94  -375.75    93.22   -24.09    21.32
   224    64.39   -14.40  -139.83  -503.57    49.96    30.42   679.70
   225    64.60   -34.43  -153.43  -150.04   112.77  -101.43  -477.87
   226    68.55    40.51  -156.12  -220.29   161.98   -82.58  -635.15
   227    69.03   -44.34  -164.86   166.59   -48.27    79.76  -661.80
   228    49.01     2.97  -166.85  -359.94  -188.37   116.06  1382.07
   229    49.40    13.49  -172.76    46.25  -328.80   300.64 -1852.94
   230    64.96    42.81   179.53   185.61  -381.56   313.17  -817.92
   231    59.14    34.85   169.10  -166.33    68.88    96.47  -556.10
   232    55.33    28.00   167.30   -97.57   -61.47   256.23  1550.88
   233    51.75   -16.44   163.78   125.70   133.42    75.69 -1359.61
   234    63.80    37.53   160.38  -436.45   -40.79    63.92  -223.15
   235    51.76     3.68   157.31   -35.10    81.07   -89.51  -141.12
   236    56.39   -23.26   156.91   110.87   137.43    41.72   356.82
   237    70.46   -40.65   153.06  -287.33   -70.57  -179.97  -390.30
   238    55.86    -3.81   148.76  -203.91  -139.68    33.93 -1007.53
   239    73.61    34.41  -141.40  -307.26   319.64  -159.41   -66.83
   240    68.56   -38.39  -152.04  -199.82   169.45   -65.54  1052.85
   241    53.33    -2.31  -152.97  -643.67    18.57   119.15  -478.70
   242    58.53    24.65  -153.15  -157.72  -145.57   247.60  -700.26
   243    62.13   -32.73  -155.25  -215.40   -95.86  -135.10  1317.63
   244    48.32    10.24  -176.47   -13.55  -228.00   113.47  1288.29
   245    49.34   -15.85  -179.06   -40.03    43.91   -45.39 -1760.01
   246    55.48    30.69   174.13    94.07  -246.18   175.99  3323.13
   247    57.50   -32.92   169.51  -143.07  -221.32  -159.13  -154.04
   248    64.45    38.63   160.51  -484.18  -141.80   -20.71  1671.83
   249    53.86   -15.35   156.04    81.77   210.41    12.63  1511.15
   250    57.92    14.85   147.97  -113.12    96.11   -10.24   843.56
   251    57.15    -0.59   146.15  -273.40    -9.71   -31.61   947.27
   252    61.79     5.81   140.54  -111.14    60.61   158.02   -43.51
   253    67.85   -22.69   139.30  -409.74   395.41   -17.07   383.92
   254    64.04    -7.54  -138.12  -731.62   -94.21  -158.28   643.02
   255    64.15   -19.20  -141.28  -360.84   150.41  -289.70  1553.14
   256    59.17    -7.40  -143.66  -641.03   142.82  -271.30  1145.69
   257    68.56   -32.77  -145.07  -335.16   228.12  -188.70  -795.26
   258    72.48    38.30  -146.20  -427.85   172.01  -153.55   345.51
   259    67.57    41.00  -157.95  -158.45   201.10    -8.96   338.51
   260    50.86    -3.30  -158.57  -489.26  -174.89   192.18  1044.81
   261    51.92    21.63  -168.33   -10.90  -319.53   161.40   904.71
   262    50.41    19.70  -174.81   148.17  -235.30   199.90   840.13
   263    58.85   -36.45  -176.93   100.34  -235.35  -420.28   811.04
   264    47.87    -8.68   177.16    37.78   141.12   115.34  2310.27
   265    48.00    -8.89   175.28    70.91   240.40   121.37   230.54
   266    54.10    28.69   174.81   133.05  -214.34   203.24  -160.83
   267    64.43    42.30   172.70  -175.70  -132.72   230.65   -81.07
   268    53.71   -13.03   154.58   -60.97   121.69   150.89 -1914.07
   269    69.27    36.31   147.87  -498.68   -94.52  -245.20   488.28
   270    70.65    36.08   145.88  -337.32  -112.27  -229.56  1094.92
   271    72.47    36.56   144.28  -312.09   -81.62   -40.08   455.80
   272    75.01   -38.11   143.21  -424.34   123.50  -159.45  -703.61
   273    71.55    28.36   138.65  -336.75   279.04     4.25   126.89
   274    74.73   -32.40   138.51  -487.60   305.07  -188.93  1050.19
   275    67.11   -19.91   138.51  -392.73   430.07    22.09  -459.66
   276    72.17   -33.32  -141.31  -310.47   223.88  -147.40  1293.05
   277    63.43   -24.76  -144.80  -445.31   160.17  -333.73   901.62
   278    56.68    -9.12  -147.25  -476.69     7.78   -63.82  1650.94
   279    66.08    39.02  -156.46   -24.06   157.12    44.07  -419.34
   280    50.84     3.52  -158.08  -611.42  -215.76   112.04   464.34
   281    59.82   -35.07  -164.02  -148.97  -170.82  -323.54 -1474.13
   282    55.87    31.16  -169.88   395.45  -397.87   169.36   379.09
   283    67.97   -46.16  -179.05   135.81  -371.22    41.71  -344.09
   284    64.85    43.13   174.08   -30.58  -128.36   185.90 -1296.65
   285    67.29    45.09   172.20   -14.53  -230.63   -55.87   274.15
   286    62.64   -39.04   165.35  -185.94  -485.98  -237.81  1028.28
   287    54.23   -24.02   161.85   124.52    -0.07  -165.73   708.59
   288    56.30    28.38   161.85  -285.12    92.90   218.30   353.70
   289    50.96    -5.28   158.08    43.42   205.03   238.68  -998.94
   290    55.54    20.59   154.88    29.34   128.94   288.46 -2337.94
   291    69.41   -41.18   154.30  -314.98   -87.01  -160.72   298.25
   292    54.21     2.89   150.38  -293.55   -92.37   -93.69  1742.57
   293    70.29    31.68   141.90  -202.79  -116.04    25.75   943.76
   294    72.97    34.94   141.90  -312.37   -13.70   -13.61   164.17
   295    68.20   -22.92   138.53  -390.40   477.84   -41.73   847.30
   296    68.38    -3.44  -133.38  -609.79   -24.37  -254.41   334.02
   297    81.88   -34.76  -134.18  -259.10   253.58    39.45    -7.94
   298    77.37    32.01  -135.60  -188.67   239.94    76.16  -204.78
   299    75.43    29.98  -135.85  -193.23    29.32  -116.96   671.96
   300    72.62   -27.55  -136.72  -310.01   260.87  -276.34  1219.68
   301    79.99    36.39  -136.72  -369.16   124.55   -54.67   701.82
   302    64.03    21.28  -141.78  -195.69   122.91   366.16  2084.91
   303    71.30   -41.94  -152.11  -221.54   118.09     1.28  -993.90
   304    58.22    25.22  -152.86   -89.16  -114.59   251.98  1680.63
   305    48.65     9.01  -167.32  -206.03  -234.58   326.01  -182.70
   306    50.31   -21.16  -177.61    44.17  -233.01  -458.98  -328.20
   307    50.08   -20.55  -178.33   103.72  -159.41  -350.06  -488.43
   308    61.40   -40.22   179.52    49.46  -219.51  -388.78   673.13
   309    54.34   -28.56   169.15    46.47  -251.33  -354.10 -1961.41
   310    54.81   -28.06   165.74     0.08  -158.72  -230.78   218.70
   311    53.55   -18.50   157.38   204.24   167.97   -33.39  -376.05
   312    59.99   -25.45   149.92  -253.54   -93.23    97.84  -248.72
   313    56.74    14.76   148.69   -16.98    48.13    61.17  -265.21
   314    64.52    26.42   144.21  -435.85  -126.92    -6.75  1278.32
   315    67.61   -28.28   141.93  -294.03   294.69  -192.50  1197.65
   316    70.43   -25.98  -137.50  -294.79   164.87  -146.76  1473.57
   317    62.93     9.11  -138.70  -534.80   -72.38   664.14  1467.34
   318    57.68     2.52  -144.10  -322.26   234.48   192.90   -76.69
   319    68.90    39.42  -151.27  -300.28    99.47   -35.30  -410.78
   320    54.68    13.64  -151.46  -405.92    18.60   224.32 -1508.86
   321    51.22     9.44  -157.50  -377.81   -40.66   389.08   298.61
   322    47.86    12.73   180.00    97.74   -38.36   244.16   567.01
   323    52.13    26.00   174.98    72.54  -110.32   209.83  -988.64
   324    47.76     8.94   171.67   -22.81   146.51   -92.68   760.23
   325    57.67    34.68   169.80  -109.28     1.99    83.00  -300.51
   326    52.34    24.94   169.57   110.34  -150.40   155.37 -1472.46
   327    52.20    22.90   166.13     1.83  -126.10   112.35   297.76
   328    48.42     4.40   165.23   114.22   130.65   -62.71  -669.18
   329    68.82    43.38   158.95  -179.57  -292.13  -112.02   419.27
   330    64.48   -34.50   151.46  -356.09  -177.60  -178.47  -132.68
   331    59.13    17.49   145.87  -217.92    -6.68    79.08  -407.42
   332    75.36    25.32  -133.03  -342.50   338.73   -46.31   604.26
   333    63.21    -2.12  -137.38  -577.37   -27.89   -69.25  1342.57
   334    65.36   -22.30  -140.24  -332.68   104.13  -369.23  -263.11
   335    67.90    39.47  -152.48  -260.44   125.04   -26.13  -122.20
   336    52.24    -9.90  -154.60  -513.31  -210.55   -24.39  1337.45
   337    49.78    11.77  -162.51  -232.87  -253.60   290.35   765.74
   338    48.26     9.32  -167.45  -181.34  -207.99   308.57  -655.59
   339    47.69    -8.48  -170.23   -70.14  -411.32   138.32   337.78
   340    67.25    45.84  -172.82   298.33  -321.51   102.59 -1687.02
   341    46.49    -0.24   179.52    45.89    43.47   168.79  -106.61
   342    47.66   -12.55   177.83    47.66    70.38   -12.57   352.92
   343    49.60    18.13   170.46    85.91  -146.80   210.81     7.05
   344    60.95    39.14   169.53  -182.96  -181.97   242.14  -184.86
   345    60.75    32.69   155.39  -418.15    73.75     1.48  -917.41
   346    55.92    22.81   154.41  -109.58    95.27   327.49  3073.32
   347    53.62   -10.71   151.92   -85.58    30.31   424.92 -1453.54
   348    71.26   -38.88   146.93  -339.84   146.84  -306.09   249.34
   349    56.82    -4.14   145.11  -237.20   -51.47    -2.19  -855.24
   350    66.12    28.40   143.05  -381.55  -217.47   110.94  1125.34
   351    75.13    29.60   135.36  -301.62   437.47   -82.85  -361.78
   352    66.47   -11.87  -135.36  -724.21  -106.36  -159.85  -778.08
   353    65.15    -8.10  -135.86  -714.80  -163.61  -182.61  -763.68
   354    62.10   -15.13  -140.55  -416.91    24.41   -31.79 -1790.35
   355    60.25    18.33  -144.03  -285.15     8.87   328.57   272.48
   356    71.23    41.36  -149.97  -214.05   219.11  -127.98  -864.12
   357    47.88   -14.41   176.62   153.02   160.99   -90.50  -724.21
   358    50.90   -24.24   175.90   214.44  -166.98  -437.37  -714.98
   359    67.93    46.43   171.36   123.93  -282.86     1.02  -333.45
   360    54.77    30.66   169.25     0.01   -72.94   212.35  -688.00
   361    67.35    40.73   155.10  -310.67    25.50  -103.34 -1169.70
   362    76.66   -39.00   140.99  -418.97   126.68   -55.02    12.27
   363    78.83    35.26   135.98  -229.27   284.38    31.59   153.10
   364    80.63    34.70   134.28  -200.55   145.96   -58.81  1826.11
   365    63.10     3.02  -137.01  -602.25    54.86   215.16   -16.01
   366    61.81    -8.17  -138.88  -729.49    74.09  -193.12  -454.34
   367    57.28     0.98  -143.60  -385.68   217.06   147.20   773.75
   368    57.64   -16.54  -146.53  -449.44   146.65  -177.71 -1158.66
   369    53.39    -9.69  -151.15  -518.84   -56.63  -159.84  2016.42
   370    56.71   -23.33  -152.28  -233.00    50.60  -324.66  -311.37
   371    49.54   -17.20  -166.88   -46.81  -426.66  -525.61  2279.50
   372    49.13   -15.92  -167.34    29.53  -365.36  -242.22  -236.65
   373    63.55   -43.26   174.92    28.05  -271.48  -241.94  -409.53
   374    50.86   -19.05   163.48   165.04    66.98   109.20   262.17
   375    58.28   -32.43   159.55  -264.70  -333.17   -83.04   493.41
   376    53.50    22.77   159.13   -81.38    15.06   137.32   706.50
   377    70.81   -44.92   156.83  -264.13  -138.25  -139.54   582.62
   378    68.06   -38.72   150.23  -341.51   -23.75  -220.71  2683.58
   379    62.45    13.20   139.30  -285.55  -128.30    79.05   816.29
   380    65.77    19.25   137.93  -303.35   205.15    73.34  -270.45
   381    78.52   -33.52   134.76  -406.17   278.79    16.86  1373.31
   382    66.78   -10.79   134.64  -351.59   213.81  -115.66   162.47
   383    81.44   -34.80  -133.34  -197.72   173.78    20.10  -433.49
   384    62.25    21.15  -142.24  -187.22    58.79   398.33   408.70
   385    73.17    42.27  -147.97  -416.86   302.75   -96.08  -547.19
   386    69.67    42.72  -153.73   -91.37   132.14   -37.25  1447.14
   387    58.62    31.54  -156.74   -58.00   -74.96   134.40  -974.86
   388    50.83   -14.46  -158.83  -512.49  -103.01  -150.45  -611.73
   389    49.41    -5.90  -159.04  -459.20   -95.89   -43.69  -850.76
   390    65.22    43.30  -165.22   182.12  -108.87   139.67   215.74
   391    46.66     3.12  -170.10  -202.31    -4.56   154.18   407.95
   392    49.36   -21.35   176.83   265.19   -96.19  -325.56 -1761.69
   393    51.59   -14.47   156.74   166.20   105.16   128.13 -1034.42
   394    66.32    40.17   154.92  -335.18   123.28  -213.34  1029.67
   395    55.17   -17.09   150.49     2.70    10.97    37.71  1201.71
   396    62.63   -31.80   149.58  -361.75  -266.74  -203.82  -621.03
   397    57.71    22.48   149.40  -214.10    87.64   328.61  -608.94
   398    63.81   -19.86   139.88  -220.24   290.72    40.97   242.18
   399    66.18    23.85   139.32  -236.01   129.34   -65.12   612.89
