#dipole v_rms = 188.535057
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    50    46.64    39.53   124.38   103.14   -64.89   158.33    14.56
    51    37.27   -56.98   157.38    40.50   191.03   100.15   -64.31
    52    25.86    25.02   143.13     5.21   128.56   206.24   153.34
    53    36.61    50.19   143.13  -162.25   169.79   -40.83   116.95
    54    53.70   -24.04   112.48   -53.36    26.64  -407.58   207.16
    55    67.42    42.23  -110.14    21.96  -318.31   -12.63   207.21
    56    38.72   -31.64  -121.43   281.25   110.26  -231.04   -83.74
    57    27.33    27.21   135.00  -184.99    17.19   164.51   202.38
    58    61.04   -41.73   112.17   -94.18   -15.06  -187.51   140.91
    59    60.62    34.55   110.14    51.38   -60.15   188.26    45.68
    60    41.10   -65.83   158.20   101.48    72.22    93.37  -112.79
    61    52.36    67.68   135.00   -71.53   252.27   247.64   316.04
    62    38.31   -47.24   122.74   -10.24   -70.95  -269.47   161.09
    63    29.56    28.40   122.74  -315.20  -118.54    80.17   100.35
    64    26.88   -20.41  -119.74   183.48   -88.78  -172.12    46.95
    65    48.03   -54.41   116.57   -34.54   221.40    27.34   101.99
    66    51.28    44.49   109.98    50.20   -12.53    34.24     3.36
    67    39.56    -2.26   108.43  -147.26   -60.46     8.25   -11.10
    68    54.19   -41.54  -105.64  -116.45    64.11   -78.92    29.63
    69    36.01   -28.51  -110.22    -0.88    94.74  -319.29    74.57
    70    32.70    54.32   124.99  -226.70   180.70   139.02   275.09
    71    56.21   -48.64  -104.62   -32.88    24.14   172.59  -139.50
    72    47.11   -46.86  -104.04    96.77    66.97   245.54  -239.64
    73    45.98   -45.53  -104.04    93.48   143.57   215.78  -267.44
    74    44.88   -44.13  -104.04    63.92   175.61   194.38  -268.76
    75    45.37   -52.39   106.39  -273.73   127.36   -89.04   192.24
    76    38.62    37.36   104.74  -114.53   129.39   335.25   326.07
    77    61.00    34.30   -97.13  -221.11  -333.44   -17.43   286.15
    78    21.76   -68.96  -143.13   217.85  -291.88   -32.54    30.67
    79    60.01    40.61   -95.91  -198.73  -483.36     7.30   385.25
    80    18.81    29.89  -106.70     0.69  -186.28  -230.44    39.71
    81    56.44   -43.79   -94.40  -110.00   124.98  -164.75    30.15
    82    46.27   -65.74   -99.46   -49.72  -231.27   348.44  -220.61
    83    49.51   -55.14    96.34  -384.58   256.92   -78.34   234.50
    84    41.13   -40.22    95.71    15.36  -284.01  -208.42   -82.34
    85    45.98    17.81   -92.05   -14.49  -293.04  -106.18   246.84
    86    33.26   -41.13   -93.58   -57.59   130.25  -253.42    71.49
    87    46.30    78.15    99.46   -36.49    58.98   101.09   112.11
    88    44.99   -20.32   -90.00   -90.60   385.52   136.75  -409.02
    89    38.59    31.76   -90.00    23.42    80.05  -200.54  -173.62
    90    19.58   -28.61   -90.00    63.02   -44.53   -39.35    57.94
    91    40.89    -6.58    90.00   253.68    73.47    64.99    65.54
    92    42.53   -17.09   -87.80    14.04   130.02  -229.39   -56.25
    93     7.97    36.04    75.96   327.73   -83.32   -56.62   -34.40
    94    47.55   -62.53    85.91  -238.94    -2.16   -66.23    49.92
    95    43.89    54.97   -82.87   298.60    69.32   161.87   114.32
    96    46.93   -64.03    81.25  -192.19   -77.39  -109.55    52.19
    97    63.16    45.84   -83.88   -80.19    54.00    94.24    24.25
    98    47.83   -66.17    75.96  -102.91   -86.65   -55.02     6.28
    99    25.44     0.00    79.38   177.45  -177.08  -261.55  -141.35
   100    53.54   -57.82    80.54  -453.57    88.21  -107.18    97.34
   101    50.61     5.31   -82.87    48.38    52.23   103.30   -36.06
   102    21.93    39.88   -68.20    24.24   -69.66  -129.82   -26.70
   103    13.98    63.43     0.00   184.51   -59.75  -194.95   -91.86
   104    23.59   -15.36    74.05   -60.40   -56.81   -40.91   -57.83
   105    53.10    22.49   -80.84  -303.59  -263.42  -375.47    51.99
   106    49.16     3.64    80.84   184.76    67.40    95.27   101.82
   107    44.22   -47.90    71.57    13.12   198.02   155.64    13.23
   108    41.40    34.48    74.05  -245.87    22.63   100.71    19.28
   109    49.73    70.49   -48.81   225.37  -167.10    74.93   162.20
   110    14.74    12.24   -40.60   184.70   176.98  -186.72   -15.10
   111    16.90   -47.70   -15.95    -2.14  -232.51   269.43  -157.67
   112    41.49    48.87    66.37  -248.33   -38.36   -64.93  -137.50
   113    42.10     2.13    74.93   231.12    23.70   106.84    86.88
   114    26.97    60.33    20.56    45.65   234.05  -108.23   -32.22
   115    26.19    36.62   -48.01   176.50   -68.82  -243.09    -9.19
   116    43.24   -69.95   -18.43   274.06  -385.45   -15.25   145.23
   117    14.49   -12.45     6.34   133.09  -287.09    64.89    84.21
   118    40.56   -62.37    41.63   152.34   244.07  -215.75   319.16
   119    32.06   -35.79    57.26    83.79   138.91   136.46    51.73
   120    57.64    54.41   -62.24    59.12   -26.49   204.96   196.34
   121    32.78   -34.90   -54.46   164.19   -39.33   -30.24   121.82
   122    49.44   -28.30    68.96   125.53    32.60   -47.23    88.86
   123    40.32   -38.32   -57.09    83.43    39.07    79.26   -39.32
   124    45.45   -52.26   -51.84   156.65    -8.08    95.17   -12.13
   125    47.65    66.66   -24.44   198.64  -358.51   147.55   265.91
   126    41.28     2.17    65.38  -166.67   275.01   -52.06   178.46
   127    40.89   -22.46   -60.26  -164.70   105.56  -157.98   -99.85
   128    46.06   -51.28    49.40    28.08   165.23  -328.83   346.46
   129    32.63   -16.70    53.13    -1.89    60.02  -230.90   111.25
   130    53.08    20.69   -65.85  -161.89  -170.66  -316.66   -28.13
   131    51.04    55.75   -45.00  -110.44   -98.17   274.23   221.79
   132    23.28    28.02     8.75    23.69   -77.18  -138.95   -54.97
   133    21.25     0.00    17.10   -80.54   -95.50     8.93  -105.06
   134    56.29   -33.72    64.29   220.41   248.55   -16.68   275.06
   135    51.18    -3.50    66.57  -234.72    96.23  -135.39     3.24
   136    42.50   -26.18   -55.01  -119.43   203.46   -43.73  -191.76
   137    47.55    62.53     4.09   162.04  -147.34   190.73   238.94
   138    34.66    39.14    35.54   -16.39  -179.90   -99.92  -154.52
   139    61.26   -49.93    56.31  -127.51    80.61    56.84   -45.85
   140    51.11   -52.64    40.91   -27.47  -220.66  -178.20    41.35
   141    56.66   -31.60    60.95    48.61   214.07   -19.94   189.94
   142    52.89   -58.94    23.63    -1.44    97.26    67.03   -37.99
   143    32.02    29.21    26.57    82.87   -66.18    23.20    50.18
   144    46.72    21.59   -52.31  -101.19   101.93  -295.59  -241.28
   145    28.77   -15.76   -16.39  -266.47  -348.99    45.37  -163.59
   146    33.84   -16.08    35.22    83.62  -133.75   202.93   -64.70
   147    60.19    42.45   -50.71   -38.07   305.04   266.34   -12.23
   148    41.87   -29.02   -39.81  -131.22   -65.17  -218.10    54.15
   149    28.17     0.00    -3.18  -132.81  -184.34   166.91  -122.38
   150    28.51     0.00     9.46   -66.62   100.97   226.66   -49.12
   151    72.04   -38.97    59.86  -101.80   139.53   228.89   -89.89
   152    44.50    47.51    -8.97   -62.15   -98.52     6.37   -26.39
   153    32.25    11.17    20.22   147.75   -30.99  -130.33   100.24
   154    59.83    38.82    50.44  -131.09   -24.43   158.56    19.66
   155    64.14   -26.01   -57.17   -15.71   -49.59  -121.65    83.13
   156    57.73   -57.04     5.71    25.90   -56.19   161.03  -124.14
   157    55.75   -42.27   -37.30  -188.75    -2.37    82.99  -165.85
   158    54.08   -48.69    23.20    47.84   -18.80  -121.76   115.61
   159    42.90    25.91    31.76   -27.91  -333.86  -134.73  -238.28
   160    61.93   -25.40    54.09  -151.98    66.40  -171.27    41.51
   161    52.57   -32.34   -39.29  -314.40   103.24    31.20  -277.51
   162    52.99   -38.26   -34.29  -316.47   -90.24     8.22  -170.48
   163    56.42   -50.84   -15.26  -204.10  -200.31    40.13  -122.18
   164    69.17    32.83    53.75   254.75    25.29   476.66   402.13
   165    36.07     0.00     4.97    -9.83    52.37   283.89    -5.26
   166    68.77   -27.03   -52.25   176.23    28.92  -118.19   129.43
   167    72.38    38.76   -48.37    31.59  -115.77   209.95   215.27
   168    58.90   -50.29    -4.76  -181.76   107.36    13.24  -131.61
   169    47.11   -36.66     7.13    59.74  -111.13    75.77    -8.74
   170    64.06   -51.31    20.56    76.48    39.07     9.52    45.92
   171    63.83    17.08   -50.19    92.68   174.47  -328.89  -168.01
   172    71.09   -42.95   -41.35   -50.29   -55.23   265.38  -181.75
   173    44.88    29.17     4.57  -234.48   119.67  -142.44  -265.19
   174    45.79    30.78     6.84  -251.97    24.34  -257.19  -344.07
   175    43.13    23.48     9.09  -209.83    51.67   -47.22  -201.37
   176    52.06    -1.72    41.35   182.33   -55.28   -88.22   102.96
   177    61.52    32.24    41.35   174.07   -76.56   189.37   168.77
   178    58.65     3.05   -46.08   151.33    97.85  -173.60    25.18
   179    48.64     3.68   -33.18   215.10  -154.07   -37.19   261.41
   180    48.74    18.70   -23.96    -9.93   208.85  -122.98  -128.36
   181    54.89    36.71   -16.50  -339.83    25.73    92.66  -211.66
   182    42.30     0.00    -4.24  -105.75     7.77   -19.32  -106.04
   183    63.08    47.99     2.12    95.77    67.97    23.40    83.12
   184    48.46   -14.95    25.71  -271.25    85.61   127.35  -233.09
   185    69.89   -20.96   -47.91  -209.08    23.17  -284.02   -45.34
   186    67.26   -17.58   -46.97  -168.80    47.29  -449.83    -6.91
   187    51.21     1.75    31.26   193.75  -158.71  -103.64    80.05
   188    70.66    41.56    34.16   140.33    -0.59   313.14   294.37
   189    63.16    41.91    15.42  -210.09   -49.04   248.05     5.25
   190    61.73    17.68    39.61    54.48  -115.00    23.83   -22.63
   191    59.40     6.04   -37.48    99.79   -66.41  -159.22   102.18
   192    60.07   -36.75   -13.13  -260.76  -128.67     4.77  -182.90
   193    48.13     0.00   -13.13   -27.73    49.33  -229.68   -38.22
   194    60.76    38.11   -11.31  -324.63     3.87    75.64  -204.36
   195    65.66   -43.64     9.46    23.91   -73.67    81.96   -48.25
   196    70.24    29.30   -37.75    43.44  -201.67   311.66   290.14
   197    64.91   -30.36   -30.14  -240.37  -304.83  -350.02   129.64
