# npoints=256 nbar=20000 length= 200.0Mpc verr=1000.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    95   152.92   -38.93  -146.52  -315.02   -84.84   536.72   565.96
    96   152.98    40.43  -148.44  -430.94   173.14   241.39   260.45
    97   131.39   -30.75  -151.48  -271.91   127.25   -41.85    -7.90
    98   110.76     0.40  -153.62  -422.15    78.55  -321.76   990.75
    99   109.25     8.22  -156.58  -207.23    37.92    35.18   114.38
   100   112.64    17.35  -157.35   -26.17    11.65  -150.96  -378.38
   101   122.18   -29.49  -158.90  -343.22    30.84    11.70   896.46
   102   110.00   -14.81  -158.90  -352.71  -282.47     5.20  2150.74
   103   111.99    19.14  -159.69  -189.18   -42.89  -361.56  2233.34
   104   106.42     8.44  -160.49  -500.73    75.66  -223.82  1404.39
   105   105.10     4.69  -161.29  -241.21  -175.92   -89.01  -282.57
   106   120.26    32.63  -168.43  -321.39   -44.20   -24.31   920.09
   107   132.70    40.81  -171.05  -314.48  -160.86   121.01    76.08
   108   111.64    26.16  -171.93  -460.41    84.77     9.22 -1040.31
   109   103.38   -14.89  -173.26  -301.15  -253.23    91.78  -620.26
   110   100.26     6.26  -174.60  -201.51   -37.79   -58.40   150.85
   111   106.58   -21.05  -175.95  -188.67  -333.96  -144.31  1759.84
   112   100.25     7.61  -176.85  -167.87    19.47     8.57   580.77
   113   106.66   -21.48  -178.65  -253.78  -359.53  -210.98   448.70
   114   124.42    37.07   178.20  -162.72  -265.53   -19.17   883.84
   115   139.84    44.74   177.30  -258.64  -359.01    95.17   441.24
   116   106.21   -20.68   176.85  -217.79  -227.29  -215.49   756.57
   117   101.22   -10.68   175.95  -189.59   -65.36   312.85   649.02
   118   100.15    -1.79   172.38  -336.56     7.82   138.00    18.43
   119   111.99    25.63   169.30   -50.91   144.21  -467.54  -469.51
   120   112.22    24.25   165.86  -364.33   338.68  -473.16  1064.11
   121   117.11    28.71   165.01  -308.61   235.78  -259.87   666.62
   122   119.43    30.68   165.01  -269.67   191.28  -318.65  -423.46
   123   127.18    36.14   165.01    -2.91    20.77   149.62  1060.04
   124   103.27     3.04   164.17  -162.10   109.51   -22.31   335.95
   125   128.05    35.85   162.93   -23.81    -8.43   -76.85  1656.92
   126   120.70   -29.04   160.09  -218.79   128.17   -67.04   607.48
   127   135.95   -37.94   157.73  -111.12     2.05  -168.12  -147.19
   128   128.64    30.27   153.25  -127.28   -42.23  -320.92 -2217.89
   129   113.51    -9.91   152.54   -91.67   113.84   348.66   540.71
   130   112.51     6.38   152.54  -466.71   166.83   172.15  -738.27
   131   115.15    -4.28   149.77  -335.95    76.64   315.65   484.42
   132   134.79    29.90   148.12  -304.34   -15.13  -344.82   -26.29
   133   136.29   -30.29   147.47   -44.54   -76.09    70.68  1261.79
   134   126.67   -21.72   147.47  -521.21   134.73   109.87  2675.17
   135   119.66    -7.88   146.83  -330.20   101.90   254.49   182.11
   136   139.36    31.05   146.21  -179.70   166.51  -305.48  1681.49
   137   140.95    31.77   145.90   -38.88   104.12   -89.77  -349.08
   138   145.01   -33.33   144.98   -85.94   277.67   324.78 -1367.58
   139   135.01    23.89   143.49  -212.18    80.88  -395.14   -10.53
   140   124.62    -6.12   143.20  -541.87   309.02   140.68  -102.69
   141   124.85    -0.36   142.63  -426.45   327.84   329.77 -1312.56
   142   158.22   -37.04   141.78   -64.75   438.83     9.55   197.00
   143   128.36    -2.44   140.69  -673.99   283.53    89.92  1379.08
   144   131.14   -10.99   140.42  -287.18   657.86    59.99  -370.71
   145   135.30   -14.04   139.10   -65.01   364.42   253.18  1005.83
   146   151.62   -29.65   138.85    -6.20   554.02  -153.43  1445.78
   147   145.80   -23.36   137.84    33.74   142.61   133.37  1135.77
   148   147.08    23.48   137.35  -365.35   -38.21  -354.43 -1163.48
   149   137.58    10.14   137.10  -550.59   -61.57  -170.20   449.30
   150   170.07   -35.69   135.92   -89.12   245.83   261.15  2111.04
   151   150.15    22.00   135.45  -419.09   -74.51  -466.53   -98.95
   152   159.85    28.62   135.00  -227.93   305.91   124.05  1784.03
   153   139.01    -9.71  -135.92   -34.99   222.98   -20.27   119.76
   154   137.76    -7.82  -136.16  -325.00   321.50    -7.52   996.53
   155   153.77   -27.87  -136.40  -168.63    42.40  -120.61  -622.62
   156   144.00   -23.33  -138.11   -49.09   -33.79   196.95   130.71
   157   132.54    -6.43  -138.37  -510.33   -61.08  -126.02  2698.15
   158   140.48    21.53  -138.88  -288.24  -313.76  -259.66   775.61
   159   159.50    35.31  -139.14  -307.49  -215.79   335.79  2174.46
   160   140.24    22.95  -139.66  -220.98  -206.02  -239.74  -441.49
   161   142.45   -28.50  -141.84  -251.16    32.39     2.21  -949.50
   162   142.75    29.51  -142.41   -93.11  -168.12   -80.10   984.13
   163   148.04   -33.29  -142.70  -353.68   -99.88    66.80  1492.22
   164   155.94   -38.04  -143.28  -426.60    27.24   494.62  -448.44
   165   147.74   -34.09  -143.57  -453.78    -6.76   -28.64 -1331.53
   166   128.64    19.88  -144.46  -135.15     6.88   -46.15   928.40
   167   151.63    38.19  -145.68  -431.11   231.23   173.84  -106.71
   168   120.04    -9.74  -146.31  -257.17    28.78  -466.70  1908.24
   169   128.08    24.89  -147.91  -135.22   -75.00  -322.60  1234.79
   170   135.51   -31.64  -148.57  -297.57    21.97   -58.37  -523.95
   171   141.49    37.00  -150.60  -376.19   127.19    85.85   -20.20
   172   137.20    35.91  -152.35  -114.17    65.97   115.63  -975.08
   173   108.52     5.37  -155.66  -337.96   -59.16   -17.33   652.80
   174   121.16   -27.25  -156.04  -165.72    82.42   -91.23   318.48
   175   109.57   -13.61  -157.57  -286.66  -336.58    58.08  -717.83
   176   116.60    25.39  -159.15  -146.88    -9.99    36.79 -1729.16
   177   104.82     1.28  -159.94  -169.91  -137.09    82.30  -721.41
   178   110.30    19.44  -161.16  -219.45  -139.06  -265.32   478.66
   179   104.32   -11.67  -164.48  -319.08  -227.82  -220.91  -418.34
   180   108.54    20.65  -165.75  -341.95  -153.97  -112.23  -410.69
   181   103.52   -12.64  -167.04  -462.43  -288.29  -206.80   681.10
   182   107.42    22.22  -171.87  -272.79    77.66    47.92  -249.26
   183   102.24   -13.70  -172.32  -263.25  -162.06   160.49  -756.04
   184   134.46    42.38  -172.32  -331.75  -111.68    87.84  1218.86
   185   119.62   -34.62   180.00  -191.45  -313.50   117.05  1691.87
   186   108.37   -24.72   179.55  -294.41  -161.63  -208.50  1111.89
   187   105.67   -21.24   178.18  -140.62   -81.01  -298.08  -618.43
   188   133.33    42.36   177.73    63.09  -268.80    77.87 -1024.93
   189   104.63   -19.63   177.27  -109.97   -94.22    38.41  1061.25
   190    99.78     9.01   177.27   124.68   293.20  -163.82 -2042.12
   191   105.76   -21.22   176.82  -139.87  -174.82  -300.11  1086.30
   192    99.70    -1.35   170.98  -234.62   139.37   165.18  -929.35
   193   100.37    -5.36   170.10   -22.64   138.60   285.15   -21.52
   194   128.41   -38.81   169.66  -298.74    -7.18   226.03   684.35
   195   119.91    33.18   168.78  -149.97  -119.67   -17.69    26.69
   196   119.19    32.51   168.34  -172.24  -123.15   -19.34  -510.58
   197   110.08    23.86   167.91  -146.50   136.76  -429.96  -801.87
   198   135.60    41.50   165.75    71.44    66.39   -34.75   266.87
   199   103.47    10.44   165.32  -358.86   111.99    77.10    36.91
   200   105.76   -14.98   164.48  -252.58    77.54   431.79 -1327.76
   201   102.48    -2.62   164.05    98.24   163.42   267.74  -629.43
   202   104.47    -7.74   161.98   122.06    17.48   291.06   776.50
   203   104.34    -6.02   161.57    55.83    32.36   408.82  -429.94
   204   108.38   -16.33   161.16  -222.45    45.93   180.21   504.77
   205   104.51     5.58   161.16  -258.67   -88.39   246.06   398.43
   206   138.96   -40.71   159.15  -170.90   -22.60    52.71  -698.71
   207   107.05    -5.86   157.57   -28.28    21.32   340.01   349.12
   208   115.41   -21.03   156.04  -211.63   -61.76    47.49   -43.71
   209   135.91    37.13   155.28  -466.12   -68.69   -68.78   820.00
   210   109.07    -1.64   154.54  -257.29   -98.57   271.69  1122.68
   211   112.41    14.08   154.54  -555.95   -18.73   201.49  2427.81
   212   124.75   -28.42   153.80  -349.81  -103.16    83.93   692.74
   213   141.36   -38.65   153.07  -173.05  -195.97   164.62  1503.68
   214   124.99   -27.95   153.07  -389.35  -126.72    41.89  -390.65
   215   148.44    41.94   153.07  -348.73  -164.54  -108.84  1206.70
   216   151.47   -41.32   149.91    47.05  -114.65  -110.46     4.55
   217   140.27   -33.46   147.26  -155.46  -172.51   167.18   663.73
   218   135.72    30.43   147.26  -219.47   137.66  -262.76  -524.48
   219   139.77   -32.83   146.94  -120.69   -67.27   264.48   710.82
   220   125.99   -16.94   144.76  -361.39   135.89   314.88  1350.97
   221   132.46   -21.45   142.98  -325.39    76.13   -46.76   -68.67
   222   139.67   -24.45   140.74    -5.40   250.36    72.38  1529.67
   223   139.94   -22.66   139.66   -83.29   306.98   291.02 -1785.70
   224   129.61    -4.84   139.66  -923.66   288.45   173.16   -96.00
   225   147.49    28.47   139.40  -117.40   -41.93  -324.94   668.22
   226   143.21    23.13   138.37  -296.21  -211.92  -558.25 -1069.60
   227   148.55   -26.22   137.61   -16.47   431.22   162.96 -1943.48
   228   149.37   -26.40   137.37   -23.32   607.24   -27.09   -39.51
   229   141.27   -18.71   137.37  -121.16   197.37   275.22  -984.66
   230   151.26    27.37   137.12  -158.07    18.31  -309.70  -858.26
   231   135.51    -2.31   136.64  -719.40    11.89    70.23  -542.20
   232   162.12    32.67   136.16    64.61   156.86   207.49  -292.28
   233   146.10   -19.04   135.46  -251.89   182.12   258.56   900.10
   234   167.01   -33.18  -134.32  -119.09   134.54   108.79  1177.39
   235   150.09    21.37  -134.32  -355.75    70.65  -345.61  -382.69
   236   137.54     8.82  -135.93  -448.53  -330.37  -126.33  1460.28
   237   150.65   -26.49  -136.41  -209.79    -1.79  -133.77  -111.13
   238   154.70    31.68  -137.89  -288.26    20.54    86.27    68.75
   239   132.26    12.62  -139.17  -248.19  -219.01   -64.79  -548.85
   240   140.95    24.22  -139.44  -357.70   -82.07  -200.84  -515.41
   241   154.21    33.87  -139.70  -269.26    -7.95    22.02   472.17
   242   152.49    33.24  -139.97  -371.44    67.74  -103.83   272.57
   243   142.10    27.50  -140.79  -229.83   -62.02  -151.67   595.90
   244   150.40   -33.41  -141.06  -215.40   -16.89    37.64   707.41
   245   158.58    37.65  -141.06  -237.50  -130.61   215.94   513.46
   246   140.97   -29.92  -143.06  -248.73    22.67   204.55  -999.98
   247   122.26     7.34  -143.65  -108.79  -201.73    85.14 -1002.52
   248   124.20    13.46  -143.95  -239.26  -245.10  -119.48   572.05
   249   130.14   -24.85  -145.78   -57.33   179.88    63.46    73.31
   250   118.10    -0.38  -145.78  -371.66  -139.24  -132.64   851.80
   251   119.39    10.94  -146.42  -217.00   -30.80  -206.51  1532.18
   252   149.12   -40.91  -150.06  -144.06   170.17   298.40    54.60
   253   127.15    29.04  -151.45   -52.76   -25.45   112.97   875.36
   254   110.84    -1.62  -151.81  -325.60    12.36  -135.08  1623.35
   255   105.94     8.05  -158.59  -399.99   -92.38  -101.84   438.03
   256   122.26    31.17  -158.99  -173.24   -52.89   -87.21   500.39
   257   109.67    20.43  -161.84   -99.54    13.54   -89.29  1205.82
   258   123.81    35.49  -165.64  -263.18  -111.99    72.55  -263.91
   259   101.94    -9.26  -166.07  -225.04   -71.18   -12.06  -720.28
   260   128.20    38.43  -166.50  -246.50  -243.65    28.40  -298.81
   261   117.30    31.75  -168.25  -352.51  -146.88  -108.91 -1582.42
   262   100.51    -9.85  -170.46  -124.04    -2.07   230.94   384.55
   263   113.96    30.03  -171.81  -471.58   -58.46    28.45  2119.64
   264   101.88    15.11  -173.16  -143.79    73.69  -241.65    98.56
   265   100.80    13.45  -174.97  -192.93   -56.53  -175.41  1056.78
   266   108.77   -25.99  -177.25  -251.90  -280.56  -207.28   180.29
   267   109.72   -27.11  -179.08  -146.18  -276.27  -136.88  1241.31
   268   103.02   -18.57  -179.54    -6.46  -225.59   194.43 -1066.26
   269   115.11   -31.96   179.54   -90.99  -254.85    20.85  -438.40
   270   107.05   -24.12   178.17  -143.16     4.89  -151.93   326.55
   271    98.48    -5.46   174.97  -309.40   -66.05     1.84   442.69
   272   138.98    45.10   174.52  -105.65  -249.94   -30.02  -775.09
   273   105.08   -20.45   172.71    66.15   -28.72   -33.41   548.35
   274    99.04    -0.90   170.46     5.15   317.89   233.44  -410.99
   275    99.27    -2.71   170.02   -27.41   305.67    99.72  -643.38
   276   141.73   -44.88   166.50  -160.25   100.76  -222.51   104.90
   277   118.29    31.90   166.50  -122.59   -21.04  -141.05   -98.80
   278   108.51   -21.99   166.07  -227.80  -134.37    77.17 -1323.70
   279   101.35    -3.09   164.78    90.61    92.38   186.62  1014.62
   280   110.64   -23.29   163.93  -284.22    62.48  -176.33  -146.61
   281   104.07   -11.26   163.09    82.69    -5.38   378.26   776.35
   282   104.58    -9.89   161.43     6.12   -18.45   389.23   937.68
   283   111.86   -22.59   161.02  -204.55    -2.03    63.44  1375.88
   284   118.43   -28.79   160.20  -162.42    68.01   -27.61  2194.54
   285   130.56   -36.33   158.20   -84.52    35.52   -16.51 -1332.66
   286   108.11    13.37   158.20  -466.38  -313.35    69.83  1114.85
   287   106.08    -0.84   157.02   -81.59   -86.90   138.79  -931.15
   288   107.76     9.18   156.64  -328.56   -27.43   153.32 -2060.45
   289   109.38   -11.12   155.49  -147.18   123.66   253.96   -88.68
   290   110.12     8.16   153.62  -474.99   131.20    28.84  -342.87
   291   111.84    12.92   153.62  -520.19    87.32   254.59  -471.87
   292   115.12   -15.75   151.81   -14.96   246.86    87.74   617.36
   293   114.71   -15.00   151.81   -87.13   247.39    96.31  1345.70
   294   112.77     1.99   150.06  -440.56   217.62   179.92   843.52
   295   120.70   -20.46   149.72  -411.16   312.24   141.13   447.74
   296   124.29   -22.16   148.04  -428.01   107.65    -0.75   231.01
   297   116.39    -5.01   147.38  -440.68   -12.88   307.33  -421.43
   298   118.42     9.49   146.74  -288.56   369.23    21.27   833.23
   299   120.37   -13.13   146.42  -175.52   189.08    40.31  -139.65
   300   119.27    -9.43   146.10  -292.76   153.33   181.44  -213.30
   301   145.05    35.19   145.47   125.43    80.43     8.02   585.55
   302   131.23    23.51   144.25  -221.88   196.89  -602.25  -377.02
   303   138.60   -29.37   143.95    58.84   -68.16  -100.11   274.31
   304   128.04   -17.40   143.06  -273.04   338.33   323.32  1040.78
   305   122.19    -0.37   143.06  -373.63   153.55   436.25   136.14
   306   155.82   -38.08   142.77  -113.63   189.66   -17.74   363.01
   307   159.06    37.88   141.06     5.17   289.47   -76.02  1427.84
   308   160.41   -38.21   140.79    51.48   473.35   -58.71  1025.52
   309   130.53    14.21   140.51  -519.67    -7.95  -388.74  1932.69
   310   133.76   -15.24   139.17  -252.64   396.01   217.14 -1344.25
   311   141.18    21.76   138.14  -290.10  -225.76  -271.00   141.95
   312   139.98    19.23   137.64  -399.90   -44.30  -599.35  1143.02
   313   163.41    36.02   137.64   -90.67   110.63   138.13   100.12
   314   164.27    35.80   137.14  -107.61   233.79   143.19  1006.17
   315   157.65    28.41  -134.32  -290.63   136.16    85.57  -223.36
   316   141.24   -13.11  -134.77   -60.50   114.32   172.32  -107.50
   317   142.78    15.55  -134.77  -355.48  -418.00  -375.40  1329.35
   318   156.30    28.35  -134.77  -318.46   271.21   -38.52  2339.88
   319   153.86   -27.52  -135.23   -86.49    53.32   -63.96   319.03
   320   136.41     4.93  -135.47  -705.57  -406.63    36.19  1827.98
   321   152.94    29.03  -136.42  -159.13   -54.26  -105.14 -1468.42
   322   159.38    32.96  -136.42  -377.26    40.92   333.85   550.53
   323   161.54   -34.46  -136.66  -139.46   -35.35    59.17  -346.50
   324   152.47    29.13  -136.66  -117.20   -11.80   -87.05  -539.78
   325   137.24    14.84  -136.91  -206.23    27.77  -344.70  -451.25
   326   145.83    25.04  -137.16  -187.34  -308.77    38.43   -92.45
   327   132.61     7.11  -137.41  -331.76  -358.51   -60.85  -780.94
   328   159.36    35.00  -137.91  -230.43  -401.69   299.58  1239.77
   329   145.29   -26.51  -138.17  -295.06    46.43  -100.91    99.25
   330   144.07   -27.80  -139.47  -242.46   -53.63  -121.50 -1196.91
   331   132.85   -16.40  -139.47   -56.83   114.18   151.58  -320.09
   332   128.61   -13.70  -140.84  -154.46   138.06    -4.71 -1610.28
   333   127.27    10.97  -140.84  -169.22  -171.43  -114.83  1730.23
   334   137.01    25.68  -141.68  -290.70  -126.00   -95.53  -345.35
   335   157.54   -38.67  -141.97  -213.85  -144.97   406.99  -775.04
   336   124.30    -8.31  -141.97  -617.91   -42.87  -410.80   941.89
   337   128.62    18.41  -142.54  -296.30  -286.44  -149.21  -299.34
   338   129.73    20.44  -142.84  -304.72   -69.58   -58.65 -1300.44
   339   139.66    31.72  -144.64   -38.78    -8.52   254.44   -92.62
   340   122.20   -14.44  -144.95   -61.98    75.02   137.16  1523.11
   341   153.92   -40.52  -145.89  -270.35    93.64   421.96  -324.98
   342   128.97   -26.63  -147.17  -208.47  -205.76    44.23   -10.32
   343   142.32    38.34  -150.21  -478.24   161.04   184.28  -543.06
   344   139.02   -37.37  -151.26  -309.05   190.68   192.23  -253.18
   345   146.36   -42.27  -153.43  -334.42   -31.76   445.75 -1078.94
   346   107.46    -3.33  -154.55  -392.82    53.30  -127.60   838.98
   347   106.97     4.61  -155.31  -204.66    51.23   -87.69  1090.23
   348   115.59    23.92  -156.47  -137.69   -70.14  -153.69   870.81
   349   135.47    38.95  -156.86  -287.44   207.91   130.76  1557.56
   350   114.17    23.81  -158.04  -172.05   -26.25  -263.27 -1263.87
   351   138.07   -41.02  -158.44  -105.34   225.59   278.46   627.22
   352   111.57    21.79  -159.24   -82.16   -36.06  -250.61  1082.40
   353   141.27    44.17  -162.96  -502.57   -38.52   288.58  1613.87
   354   115.50    29.14  -163.81  -252.64    54.25    -2.87 -1697.79
   355   102.85   -11.84  -164.24  -259.04  -177.45  -196.33   568.56
   356   100.35     4.46  -165.53  -178.53   -81.32    94.96  -833.27
   357   105.52    19.46  -166.84  -201.59   -65.44  -218.65   664.82
   358   115.85    31.74  -169.49  -344.96   -61.74   -18.02  -723.63
   359   118.38   -34.12  -171.29   -77.71  -345.40  -102.37  -295.73
   360   135.09    43.49  -171.29  -229.64  -297.16   182.70   665.01
   361   109.82   -27.08  -172.19  -330.38  -343.40   -61.30 -1169.85
   362   105.92   -23.01  -173.56  -295.49  -387.46  -296.99  1185.11
   363   104.10    20.65  -174.02   -16.16   259.19    25.51 -1631.02
   364   105.40   -22.67  -174.93  -221.33  -293.79  -133.68 -1504.82
   365   125.64    39.37  -175.85  -188.59   -18.27   -59.94  1067.77
   366   102.55   -19.12  -179.08    74.40  -223.45    71.66  -215.88
   367    97.19     4.61   179.54   -63.86   151.56    75.60   395.68
   368   129.56   -41.55   177.69  -365.17  -163.65   142.27  1412.78
   369   101.90    17.86   177.23   -24.53   349.41  -226.51     6.22
   370   123.68   -38.25   175.85  -222.86   -85.58  -105.95  1512.41
   371   137.18    44.92   175.85  -146.15  -264.30    33.97 -1135.48
   372   105.64   -23.08   175.39   -67.16  -137.17  -244.98  -312.74
   373   102.83   -19.07   175.39   -55.14   -79.28   138.29    77.49
   374   104.02   -20.67   174.47   -15.91   -81.24   -66.96  1004.50
   375    97.38    -1.84   174.47  -266.53  -174.98   160.43  -114.21
   376   115.31    31.90   171.74   -71.50   178.52   204.30 -1074.40
   377   103.11    18.10   171.29   -82.50   137.74  -166.04  -439.22
   378   102.46    15.93   169.49  -168.55   106.58  -146.90 -1964.95
   379   100.66     9.38   167.28  -262.08   -37.15   -21.02  1868.24
   380   139.13   -44.13   165.96  -169.99    90.54   -42.17   576.00
   381   132.52    40.43   163.81   -77.73   208.22  -151.61  -929.43
   382   106.29   -17.98   163.39  -224.88    92.76   111.54  -309.03
   383   121.11    32.81   162.12  -158.89   334.05    70.67   171.98
   384   136.33   -40.36   158.84  -139.06    38.97   117.61  -424.05
   385   105.73     2.12   156.47  -247.67   -13.22   -39.67  -446.32
   386   106.85    -3.77   155.31  -130.81  -148.95   194.50  1577.45
   387   114.40   -20.80   154.93   -59.84   120.92   130.34  1480.74
   388   143.51    41.62   154.55  -378.13   182.53   -45.34  2374.78
   389   136.07    37.49   153.81  -368.58   -99.58    25.48   544.44
   390   128.71   -32.70   153.43  -180.22     3.27  -104.45  -908.28
   391   124.58   -29.28   153.07  -207.43  -164.69   -62.04  -254.93
   392   110.84    11.38   153.07  -481.24    35.01    53.98  1297.42
   393   133.30   -33.43   150.55   -60.55  -151.38  -228.95   840.97
   394   149.35   -41.63   150.21   -90.46  -123.05     7.11  1112.72
   395   131.71    31.07   149.17  -164.78  -230.61  -220.62 -1287.61
   396   139.57   -35.21   148.16  -198.34  -296.54   132.11  -418.57
