# npoints=256 nbar=4000 length= 200.0Mpc verr=1660.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
   144   116.73     8.85  -144.37  -107.36   323.48    80.47 -1673.81
   145   110.85   -17.22  -152.30  -386.02   340.75    61.98 -1780.35
   146   131.20    36.97  -153.43   332.49  -150.91   227.08  -241.29
   147   110.90   -23.68  -157.38  -156.30   307.85   329.01  3211.01
   148   114.61    29.39  -159.86   -45.18   281.30    30.78  1304.21
   149   101.38   -18.88  -167.77  -263.37  -137.80   -93.56  -397.27
   150    95.72     6.09  -170.07   320.39  -123.58   103.66   528.73
   151    95.24     4.71  -171.00   375.75   -72.27  -132.32 -1092.63
   152   137.11   -46.83  -178.09   132.74   281.89    14.38   325.92
   153   108.98    30.60  -178.09   144.12  -136.05   -42.62  -177.04
   154    96.75    14.02   177.14    95.98   -90.80    75.23   653.36
   155   121.88    38.45   169.15   -74.49    44.57    13.52 -1158.87
   156   124.44    28.91   149.39   -79.82   140.42    85.05   753.12
   157   110.07    -4.48   148.69    34.51   248.30   -42.00  -283.42
   158   136.54    36.52   148.69   -49.95   -79.70   -64.07   188.24
   159   123.55   -22.69   145.33   -60.76  -123.07  -254.80 -1149.21
   160   140.51    34.17   143.75  -217.75   142.48   172.80 -2386.52
   161   142.93   -34.26   142.52   383.77  -169.75   446.35 -1087.75
   162   136.32    -4.27   133.60   378.71    86.85  -246.24 -2759.48
   163   123.31    -4.36  -139.12   140.57    66.77  -152.71   986.90
   164   116.41     4.23  -143.21    11.59   404.55  -321.06   713.98
   165   118.64    12.94  -143.52    37.40   200.36   195.30  4622.00
   166   110.71     4.86  -147.44   -23.36    95.64  -282.24  1219.72
   167   138.22   -38.44  -149.18   -60.08    11.23   134.39    57.57
   168   104.41   -12.09  -155.59  -306.00   297.68  -271.94  1322.44
   169    95.42     4.23  -167.68   292.53    94.51    23.18 -1016.10
   170   109.08    31.52   179.04   257.04   -68.70  -282.43  -470.82
   171   104.26    23.40   166.30   366.93    26.65  -281.91 -3038.27
   172   104.89    24.18   166.30   365.23   123.65  -186.39 -1354.46
   173   136.72   -28.68   140.82   140.06  -191.79  -114.30  2294.57
   174   139.20   -15.29   133.82   236.10  -205.94  -374.71 -3310.51
   175   143.08   -18.13   133.14    48.98  -139.38   -95.11  2074.53
   176   156.08   -29.38  -132.67   261.17  -186.80   -54.69 -2070.51
   177   149.04   -24.13  -132.67    27.23  -325.28    51.77 -1766.76
   178   123.11   -19.65  -142.67    54.61   117.14  -225.49 -1417.23
   179   115.36     8.57  -143.91   -62.85   198.52    75.74 -1330.79
   180   120.14    18.97  -144.23  -243.59   -68.15   169.71 -1422.88
   181   122.86    40.92  -173.23   -22.93   -82.40    60.93 -2090.78
   182   106.54    29.91  -176.61   199.36   -74.57  -118.75  -721.05
   183    94.41   -12.42  -179.03   -99.39  -291.29  -107.76 -2317.72
   184    93.40    -8.17   175.64   347.90  -104.53   231.47   289.68
   185    96.76    16.90   174.67   125.33   163.05   235.81  2176.30
   186   102.07    23.45   169.91   479.92   -11.21  -196.75 -2521.85
   187   124.19    40.86   168.97     6.37   -34.93   163.70   343.27
   188   128.71    42.83   167.57    47.20   111.22   383.91  -112.27
   189   114.87    32.96   163.03   -27.51   102.61  -150.58   482.14
   190   109.52   -21.77   155.01  -127.50   127.99  -596.99   812.36
   191   114.30    -6.28   144.23   221.07   197.43  -433.27  2808.77
   192   133.55    16.31   135.99   -52.13  -201.41   -68.76  -522.07
   193   122.79     5.11  -138.37    78.42   117.11   -62.75 -1729.20
   194   115.23    25.72  -151.70   105.98  -175.10   -43.81 -1533.97
   195   138.30    42.68  -154.03   189.31  -162.45   105.01  2368.41
   196   118.99    35.29  -160.25   248.94    47.32  -139.95  1564.85
   197    92.05    -5.85  -176.58   352.07    71.03   -31.52 -1802.09
   198    99.27    16.93   164.25   166.40  -250.72    85.14  2719.19
   199   104.65   -23.31   162.01   118.12   240.57  -432.73  1188.27
   200   127.19   -36.13   152.85   -80.82   227.22   248.14 -1470.18
   201   107.92     3.32   148.04   320.91    45.31   200.90 -2781.53
   202   112.85     4.37   144.32   558.79  -189.89   214.49 -1193.50
   203   125.66    12.20   138.09   236.73  -249.62    52.11  -988.27
   204   149.01    25.13   132.65  -351.30   432.40   280.17  2970.24
   205   163.83   -36.93  -133.79    61.37   211.02  -217.96  1992.21
   206   143.32   -36.84  -142.19    37.45    81.06    50.01  1512.46
   207   114.40     3.13  -142.50  -118.14   341.08  -439.59 -2154.01
   208   139.30    36.88  -144.42   -67.35   -42.00   222.17  -827.19
   209   115.63    18.52  -145.74   -65.53   213.95   -39.64  -410.11
   210   120.98    28.97  -148.89   123.54   -99.52   -20.25  -698.20
   211   138.03    42.34  -152.65   186.70  -222.41   206.13   598.95
   212   113.76   -37.18  -179.01   -50.96   217.31   134.30   462.69
   213   129.27    45.49   180.00   -21.05   -95.71   242.58  2472.48
   214    90.72     0.99   177.53   116.44  -195.84  -357.20   121.86
   215   100.98    20.37   163.21   206.52  -140.36  -197.08  -390.35
   216   119.81    36.86   160.97  -316.10    19.97    -8.11  1337.00
   217   132.79   -42.58   157.94    41.47   157.56    96.60  -317.11
   218   103.55     1.73   151.11   292.07    -3.28   186.99  -301.10
   219   110.18    19.47   150.74    52.56  -271.35   116.99   992.38
   220   106.38    11.44   150.36   196.06   -85.17  -112.18  1029.53
   221   110.14    13.54   147.82   167.15   -15.31  -149.24  -659.11
   222   126.60   -29.18   145.07   -49.92     5.33    60.23  1954.14
   223   148.53   -34.62   137.85   178.34   -32.62    38.67 -2432.86
   224   129.41   -13.26  -135.50   257.62   147.18  -127.42  -808.68
   225   111.54    16.69  -147.24    58.84   397.62   -14.93  1391.53
   226   110.99    27.68  -156.08    38.28     1.27  -326.49  1596.04
   227   136.15   -45.83  -161.27   327.71  -175.40   -59.68  -936.53
   228   110.69   -31.96  -163.07  -255.84  -173.24    96.02    -1.60
   229   124.67   -42.59  -168.21   237.29    66.37    38.14 -1031.11
   230   131.17    46.11   171.10   183.68   171.00   427.55  1708.60
   231   120.73   -32.93   152.45    63.21    21.22   -48.84   545.47
   232   131.74   -33.47   144.84   209.29    31.76   -19.34 -1373.87
   233   133.42    34.20   144.51  -178.13  -168.61    22.00 -1376.28
   234   146.94   -31.40   135.76   395.58  -199.43    26.24   685.85
   235   126.63     2.48   135.25   442.63   -18.86  -155.59  -685.91
   236   148.27   -41.20  -142.97    82.60  -136.26   178.36  -109.68
   237   109.08   -23.64  -153.03  -291.43   319.41   -80.25  1222.28
   238    98.79   -24.28  -171.52  -103.98    26.18   158.46   544.63
   239    98.58   -23.84   171.03   231.75   -34.45    63.26  -692.20
   240   120.84    40.77   166.68   105.18   121.87   -25.64  1145.26
   241   105.73   -26.79   160.67   173.87    40.80  -151.37   958.56
   242   100.95   -18.97   158.90    95.73    10.08  -255.15  2342.55
   243   123.52    35.14   151.85  -316.00   168.15   128.61  -548.81
   244   123.56   -28.72   145.28   -85.37     5.47    33.01 -3302.21
   245   134.41    -9.03   132.14   563.17   -42.70    11.94   482.79
   246   137.50    14.14   131.91   350.31   -52.41   128.84 -1508.72
   247   125.05    32.08  -146.43  -142.66    95.91   201.78  1086.48
   248   106.94   -11.80  -147.50  -211.76   306.02    90.17 -1615.39
   249   114.50    26.76  -149.71  -117.75  -173.26   -20.13  2014.71
   250   124.53    34.81  -149.71   230.97  -112.83   332.76  -263.62
   251   105.06   -14.21  -150.09  -129.13   329.26    11.78  -919.55
   252   111.44    26.66  -152.43    93.15   -30.11  -216.57 -2067.15
   253   111.57   -27.98  -153.64  -220.18    34.01   -42.91  1392.37
   254   114.98   -32.00  -154.87     0.68   -15.95  -190.41  2404.12
   255    95.49    -5.63  -158.29   -81.26    97.79  -285.13  -954.54
   256   125.70    45.12  -174.44   -81.27    47.73    66.10 -1869.05
   257   131.99    47.22   169.96   232.22   224.45   451.04 -1056.69
   258   102.72    20.48   156.56  -118.69  -185.98     2.35 -2426.18
   259    98.19     0.46   154.05    -4.28  -198.63    92.35  -996.30
   260   116.26    22.11   145.04  -151.30   177.11    27.16   120.11
   261   135.17   -26.43   136.83    12.76  -256.13    29.10   532.79
   262   138.16    16.76  -131.41   253.92    24.50   -38.81  2434.90
   263   134.96    18.92  -133.26   -17.56    20.92   260.64   364.41
   264   152.04   -39.20  -137.96   115.74   115.59   -44.59 -1712.50
   265   112.96     3.57  -140.91   -56.73   234.06  -345.33  -527.25
   266   104.35     6.88  -147.63    85.62   235.87  -198.84 -2005.46
   267   112.52   -27.27  -151.03  -141.72    83.34    26.09  1044.65
   268   110.51   -35.93  -167.91   116.09  -116.08   207.93 -1857.22
   269    95.92   -23.01  -172.37   -51.35  -192.75   199.29   211.62
   270   115.82    40.87  -177.44     9.89   -68.50    -6.51 -1409.35
   271    91.06   -15.94   177.95    -8.86  -173.10   -35.81  -722.93
   272    97.94   -26.53   176.93   173.96  -156.30   -40.28 -1820.44
   273   114.67    37.82   165.00   126.10   -29.45   156.45 -2548.34
   274   119.07    38.08   159.00   -88.56  -133.79   103.62    96.72
   275   124.66   -38.81   154.26   -22.96   161.60   382.07  2645.77
   276   152.47    36.10   135.26  -251.69    44.03   185.77   299.33
   277   130.54     0.34   132.09   484.26  -142.32  -314.86   754.14
   278   128.30   -10.88  -133.49   192.50    87.15  -140.90 -1300.40
   279   120.57    13.49  -137.70   -67.45    23.96   181.24   928.41
   280   110.03   -22.99  -148.88   -87.65   269.81  -349.77 -2858.72
   281   119.51    32.41  -149.26  -121.61  -198.36   160.27 -2846.17
   282   104.41   -16.52  -150.03   -96.10   318.09    -0.84 -1167.99
   283   126.96    39.33  -152.01   233.21   -92.60   194.77  2246.59
   284   121.77    41.86  -162.97   119.50  -221.13   320.51   908.47
   285   107.82    34.92  -168.79  -137.76   136.77  -183.10   362.20
   286    95.42   -23.65  -172.81   -38.28  -191.92   180.11  1848.52
   287    87.66     6.65   174.85   218.57     3.18   -88.71 -1111.91
   288   124.96    41.51   157.93    59.62   262.29   434.72   173.40
   289   141.60   -37.37  -139.79    56.66    -0.00     7.84 -1996.30
   290   115.14   -13.34  -140.09   -68.44  -139.86    -3.41  2255.91
   291   118.95    32.59  -149.04   -95.84  -205.46   136.05  -543.26
   292   102.33   -13.69  -149.81   -97.24   424.27    56.09  -719.49
   293    99.05    -0.90  -150.20  -136.81   130.59   -59.97  2003.92
   294   105.58   -35.25   175.32   -81.92   436.15  -123.36 -1702.71
   295    96.69    -4.17   153.02   -49.54  -251.55    81.24  1082.03
   296   109.62    24.42   149.42   -78.31  -206.75   -65.31  2024.42
   297   116.37   -22.92   143.30  -138.89   -16.44  -313.28  1949.50
   298   122.81    19.70   138.01   202.82  -212.00    47.82 -1546.24
   299   138.87   -28.94   135.00   164.06  -343.75  -106.88  2235.17
   300   114.84   -14.98  -140.14   -62.74  -105.93   -23.87   208.06
   301   104.61    -4.71  -144.76  -159.48    -4.15  -169.32 -1601.11
   302   108.65    24.65  -149.58   -80.13    48.37   -52.29 -1812.58
   303   117.10    37.38  -156.23   218.29  -265.00   142.63   342.11
   304    93.57   -11.07  -158.02  -149.81   281.09  -185.17  -538.55
   305    87.59   -12.88  -175.80   -58.13  -154.84   106.54   297.50
   306   110.84    34.32   158.47    12.31   -27.29  -133.17  2088.57
   307   102.16   -21.53   153.65    11.14   131.73  -526.77  1011.96
   308   103.87    -5.61   145.47   393.86   274.83    89.67   160.98
   309   139.08    33.01   136.90  -410.58  -163.07    13.90 -1919.77
   310   155.26    36.42   132.97  -283.69   208.79   263.37 -2109.36
   311   117.74   -32.51  -148.19  -215.41   -97.98  -286.90   730.48
   312    98.13     1.82  -149.35  -169.48   115.78   -60.77   767.30
   313    97.23    24.19  -162.04   -83.21   -95.90  -202.57 -3025.39
   314   122.84   -45.95  -171.05   -49.94  -181.19    44.17   619.12
   315   115.94    42.36   170.02   271.40    16.60   -64.82 -2697.39
   316   110.63   -33.42   156.04    47.88   127.82   -98.38  4212.20
   317   112.31    33.81   154.72   164.77    93.20  -283.41  -358.11
   318   114.48   -33.56   152.18   -99.28     0.67   -97.70   124.92
   319   115.62   -27.79   145.58  -127.38  -153.18  -157.48  1669.08
   320   114.89    24.51   143.82    14.17   196.28   250.20   794.03
   321   110.01   -17.35   143.47    57.88   165.50  -226.82  3036.95
   322   110.21   -11.86   141.47   267.59   257.51   -77.78  -759.62
   323   137.55   -30.74   135.54   315.71  -370.90   -51.16   275.77
   324   143.65    28.59   131.99  -219.31   101.10   242.91  4697.07
   325   152.84   -39.33  -135.00    32.09   134.12   -85.41   480.74
   326   123.12   -16.21  -135.00   138.39  -197.55  -180.65    -7.73
   327   122.64   -24.86  -138.70   244.47    99.06  -294.92  -852.81
   328   123.31   -27.14  -139.62   298.56   204.49  -432.61  1939.08
   329   126.96   -38.42  -147.18  -142.46    60.56  -214.76  1172.65
   330    89.64     3.00  -159.03   -16.87   193.83   223.91  -685.65
   331    95.09    28.46   179.46   239.96   168.48  -264.55   -62.58
   332    93.80    26.73   176.26   284.96   101.31  -322.28 -2455.69
   333    88.63    17.97   172.55   242.54   150.85   300.02  -547.77
   334    99.85    26.99   159.97   -42.97  -169.73  -398.55  -900.53
   335    94.65   -12.88   154.95   154.06   -38.60  -263.93   466.67
   336   113.61    34.80   153.65    49.92   109.81   -95.44  3831.03
   337   119.80   -23.03   139.31   111.32  -182.10   -75.33 -1466.75
   338   124.05    24.56   137.81  -311.97  -331.20  -127.99  1490.48
   339   123.02    15.09   134.73   289.34  -172.90   173.25 -1639.63
   340   124.75     6.83   132.44   432.75    53.74  -140.10    68.35
   341   158.64    37.99   131.96  -141.60   129.92   226.83   435.12
   342   158.62   -36.23   130.79   197.32  -124.74   189.55 -2444.06
   343   129.50    28.46  -136.67  -144.93  -236.86   248.00   620.44
   344   125.06    40.99  -151.31   271.66    19.88   191.17 -1438.22
   345   109.08   -36.47  -160.76  -194.45  -311.64    26.53  -408.24
   346    93.50   -23.64  -165.20   -77.01  -306.33    23.06 -1045.35
   347   113.70   -41.27  -165.71   -95.97  -279.18     9.51 -2806.32
   348   104.46   -36.22  -169.32   -85.26   -61.13   275.94  3597.11
   349    83.52     3.75   173.54   257.86    52.18  -156.10   336.96
   350   105.29    36.41   167.76   254.63  -349.35  -421.03   -91.30
   351   112.42   -38.72   160.76   -20.05    96.42    18.16  -427.02
   352   115.60   -40.45   160.28    98.02   -73.68   253.53  -432.25
   353   109.75    29.89   150.49   157.49   -93.13  -250.29  -161.17
   354   126.95    41.18   150.08   179.29    36.32   351.22 -2665.01
   355   113.80   -26.94   144.72  -130.61  -134.93  -232.06  1379.41
   356   137.95    31.02   134.46  -189.15    42.22  -213.68  1033.32
   357   119.71     7.12   134.20   516.83  -250.97    33.20  2463.72
   358   143.50    29.34   131.46  -237.99   163.78   281.52  3402.73
   359    92.93   -24.86  -166.61   -97.96  -256.81   152.47  1828.88
   360    84.63    -7.96   168.17   112.69  -228.18   -68.21  1613.94
   361   102.83    34.74   166.09   378.09  -428.18  -520.42 -2791.03
   362    95.27   -23.69   160.10   325.51    20.62  -224.99   277.48
   363   114.36    37.94   155.43   336.16    -9.41   116.78   115.55
   364   110.72    34.86   154.54   284.98    71.41  -334.01 -1194.72
   365   100.16    23.44   153.22   -93.63  -251.90  -144.95 -2133.81
   366   123.90    40.03   149.85   210.27   168.28   559.79  3544.08
   367   123.81    35.49   144.46  -264.26    66.16   209.09  1419.01
   368   130.33   -31.03   137.27   208.95  -192.64  -320.28   471.80
   369   135.40    34.43   137.27   -84.86   -57.98   252.33  1463.39
   370   139.55    32.51   134.19  -157.69   133.60   -60.80   213.48
   371   114.80   -14.58  -136.99    40.41  -331.72   -88.03  -153.47
   372   113.24    11.14  -136.99    15.06   -40.49   118.71  1905.17
   373   135.63    39.32  -140.74   265.64   -56.69   138.00  -796.20
   374   101.18   -17.99  -147.60   -31.50   166.50    59.32  2867.47
   375   129.63    43.40  -149.61   159.47    18.78   291.54 -3424.17
   376   118.79    41.12  -155.22    84.22  -146.47   288.00  -444.36
   377    93.15   -26.93  -168.06   144.00   -91.15   104.36   349.93
   378   108.19    39.99  -168.58  -210.10   -92.23   -35.77  -369.74
   379   128.90   -49.79   167.53  -238.99   103.44    54.49 -1280.24
   380   114.04   -38.57   155.68   101.27   262.29   188.82  1442.49
   381   132.37    45.57   151.27   103.32   -99.80   184.17 -1329.62
   382   107.35   -27.29   148.39  -241.96   -13.50  -360.57  3820.24
   383    97.94   -11.97   147.99   239.77    79.01  -285.23  -182.78
   384   133.26   -16.70   129.54   170.33   -43.43   -62.85  1416.56
   385   125.22    -7.53  -130.41   132.69  -289.68  -183.35   605.93
   386   119.62     6.37  -132.60   180.45  -166.18    32.65   -72.94
   387   134.67    29.54  -133.38   -78.91   103.07    36.85  -551.08
   388   127.17    23.53  -133.64  -136.86    98.37   345.19  2256.54
   389   134.91    34.98  -136.72     6.77    19.95   145.51  1313.70
   390   107.31    15.63  -141.14   -46.39   253.32   140.21  1144.51
   391    93.93     0.48  -148.95   -94.92   116.30  -122.01 -1160.39
   392    89.71    13.60  -157.34  -163.34    47.07   192.44  3689.28
   393   103.89    36.98  -165.83   -26.57  -140.88  -141.19   -99.99
   394   107.86    27.62   147.35    37.98  -253.47   -24.97 -1349.79
   395   107.95    26.20   146.18    17.74   -79.46    29.38  1536.20
   396   130.11    32.30  -136.44  -242.02   -94.09    97.80  1102.21
   397   126.24    35.14  -140.53  -113.52  -111.14   279.54 -2089.51
   398    88.02   -22.44  -168.37    -4.61  -169.47     5.07  -484.17
   399    80.54    -8.37   180.00    76.99  -172.32   243.39 -2335.15
   400   122.37   -48.33   168.37  -111.51   128.70   189.79   493.26
