# npoints=256 nbar=4000 length= 200.0Mpc verr=1660.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
    88   132.66    23.24   142.03  -203.32    80.78   -14.72 -1616.36
    89   159.18   -38.92   140.89   139.68  -191.69   287.66  -389.59
    90   157.72    38.26   140.89   205.66  -238.51    58.43 -3058.05
    91   163.41    33.03   134.54   -91.82   -46.81   126.29  -906.24
    92   132.21    -2.71  -136.20   -89.89  -101.54   -11.66  1692.09
    93   139.63    26.23  -139.55  -279.19  -116.33   -86.97 -1003.94
    94   139.52   -26.61  -139.83  -122.54    58.28  -292.63 -1047.31
    95   126.66    27.56  -148.08  -143.84  -181.72   -85.67 -1160.18
    96   102.42     0.00  -158.52    23.96    41.22   304.54  -569.21
    97   116.36    28.91  -159.34   125.17    30.79  -111.85  2140.78
    98   110.52   -24.20  -161.00    95.08   -77.75  -247.00 -1477.97
    99   102.01    18.30  -169.78   495.47  -298.19   -53.90 -2669.54
   100   119.22    35.68  -169.78   170.27  -169.12   278.80 -1629.83
   101   130.11    42.73   175.78   -77.17   210.57   133.55 -2592.35
   102   101.39    18.88   173.45   121.92  -149.61    47.76 -1051.59
   103   114.52    32.61   171.15  -185.88   268.81   251.82  4264.56
   104   114.26    31.77   168.87  -190.41   170.99   104.46  -549.60
   105   114.88   -31.12   165.74    15.18    97.99   -97.71   831.50
   106   119.43    34.23   164.86    42.60   245.66   104.08   -99.70
   107   113.66    28.31   162.27  -354.55   401.79   152.22  1871.69
   108   105.90    10.20   156.12   344.32    19.80   -24.09 -1369.13
   109   156.16   -34.42  -137.21   -82.48   330.51   -87.98  3370.05
   110   126.97     6.36  -138.51    60.86   -99.10  -211.41   750.39
   111   140.13    25.78  -138.51  -315.26  -120.05   -81.58 -2203.45
   112   125.12   -14.46  -141.28  -205.39  -356.48  -173.63 -2054.60
   113   114.58     4.69  -145.88  -197.33  -329.51   -60.63 -1414.86
   114   107.76    -7.08  -152.12   -63.67  -166.01  -131.13  -592.96
   115   119.47    27.24  -152.87    51.44   -60.38  -147.64  -531.46
   116   130.16    37.32  -155.95  -110.50   214.99   446.02 -2075.23
   117   104.89    10.30  -156.35   143.93  -170.89   175.03  1650.29
   118   135.34   -44.77  -169.70   334.01  -386.68  -441.45  -579.89
   119   110.28    30.67  -175.28    17.02   -87.04    50.93  -352.37
   120   132.49    44.09   173.40  -143.92   353.66    99.79 -1383.82
   121   110.82    24.13   159.18   -88.28   387.33   196.26 -1493.03
   122   121.53    32.68   157.55   177.96   138.87  -114.17 -1201.14
   123   131.50   -24.95   142.45   133.26    64.49  -130.10  1747.29
   124   152.05   -38.07   142.16   493.90  -149.37     2.91 -1481.79
   125   150.22    37.86  -142.22   -49.76    -9.55   604.75 -1207.11
   126   112.24     0.40  -146.64  -146.17  -285.58   117.44  1840.05
   127   106.26     0.84  -151.93   -52.67  -199.92   157.87  4658.91
   128   112.04    23.42  -155.77   245.38   -57.23    41.87  1423.83
   129   121.04    33.72  -158.61    84.71    -9.16   133.44  -363.21
   130   123.14   -38.44  -166.41   450.69  -562.31   301.02   794.04
   131   115.93    34.01  -167.32    77.41  -301.19   208.34  2582.08
   132   114.92   -33.41  -167.77   526.95  -216.49   192.78   792.61
   133    95.89    -7.02  -170.07   -56.25   190.29   205.16  -255.27
   134   108.50    28.84   170.54   -40.77    35.17   -34.59  -407.16
   135   131.93   -34.65   149.74   415.71  -104.34   150.00   446.70
   136   146.42    24.59   134.76  -359.22   -79.66   -67.70  3191.45
   137   136.68     2.62  -132.91   -37.24  -144.05   -27.15  1528.26
   138   126.81    13.18  -138.85   277.33  -241.47   179.23  1925.83
   139   123.26    -4.00  -139.12  -396.30  -451.57   -59.23   473.60
   140   127.41    21.59  -141.69   -81.23   -87.02    27.19   123.92
   141   105.25   -10.69  -154.02    56.93  -223.56  -142.32    35.83
   142   121.43    33.59  -156.80    95.99     0.68     9.19 -1578.47
   143   113.82    28.27  -158.03   149.24    52.92    63.08 -2194.97
   144   109.05   -27.29  -163.61   218.13  -153.81  -133.74 -1161.81
   145   122.06    38.38  -166.30  -189.56   -59.55   195.53  1698.75
   146   110.67    31.02  -168.60   192.54   -71.20    51.60 -1458.66
   147    95.09    -6.13  -169.53   -14.52   236.71   171.73  3621.31
   148   134.94    46.36   176.63    31.75   226.21    79.74 -1775.35
   149   107.95   -29.96   173.77   126.33    57.43   180.62 -1181.68
   150   111.86   -27.00   158.87     8.58     6.82   -48.58   648.39
   151   105.52    17.67   157.62    11.74    31.31   490.67  1088.42
   152   129.34   -37.16   154.41   394.82  -135.42    67.43   922.95
   153   126.00   -31.81   150.26   509.03  -135.12  -225.94 -1741.01
   154   108.45     9.12   150.26   244.05   339.18  -126.15 -2489.89
   155   126.08   -24.53   144.14    70.27    76.38  -142.52   819.66
   156   143.60   -36.37   143.52   496.53  -167.76    19.31 -1522.33
   157   119.38   -14.40   143.52   -60.09  -113.86    52.08   811.19
   158   136.98   -19.32  -135.49   -32.76  -124.99   -46.75 -1700.10
   159   131.79    14.42  -136.24    84.13   -58.84   253.50 -1012.12
   160   107.21   -30.67   178.54   198.15    39.71   362.79 -2166.28
   161   106.92   -13.09   152.28   212.67   477.42   141.31 -1808.82
   162   124.24   -10.14  -138.37  -112.04  -399.21  -366.27  2309.32
   163   126.64   -24.41  -142.43   -71.70    95.56  -249.12  2041.70
   164   107.48    -5.84  -148.75  -191.98  -394.97    -6.49  1331.71
   165   106.92     0.42  -148.75  -207.35  -209.92   208.53 -1046.97
   166   138.29   -41.81  -152.46   343.50  -568.58   460.46  3605.52
   167    94.43    -4.27  -166.08    54.35   207.64   293.36  1891.00
   168   127.81   -43.21  -168.88   401.95  -465.11  -183.85 -1307.47
   169   107.40    31.10  -173.66    72.17  -167.98  -125.60 -3522.82
   170   114.55   -36.88  -176.09   350.41  -100.76   331.51 -1268.21
   171   107.05   -30.24   171.25    37.44   145.34   213.64  -274.00
   172   108.12    29.43   166.08  -169.50   257.17   104.95  2103.18
   173   106.84   -24.63   160.25   139.15  -257.10   -54.04   -48.82
   174   112.93   -19.39   149.11   196.62   124.77     1.30  1408.86
   175   142.07   -18.27   132.65  -171.39   432.96     3.31  4745.06
   176   165.66   -35.79  -132.41   -79.68   163.08   338.86  -428.65
   177   123.53    25.07  -144.09   -78.86    -4.13  -135.36 -2314.49
   178   128.96    33.87  -147.82  -109.57    72.06   170.48   505.56
   179   106.99    -8.40  -148.89  -123.18  -464.22  -179.13 -1867.50
   180    95.87     0.93  -160.97   168.43   215.02    53.53   776.00
   181   100.71   -19.96  -163.21   191.51   -37.91  -352.88  1199.84
   182   125.54   -42.71  -169.26   314.70  -499.34    10.81  2532.22
   183   134.46    47.06  -171.66   -56.80  -104.39   -88.12  2317.87
   184   107.51    32.53  -179.01    -9.72   -85.96  -171.91 -1007.21
   185   132.35   -46.07   170.70   222.69   371.53   377.22  -430.05
   186   111.33    30.82   161.42  -250.97   326.88    64.72  4354.24
   187   104.87    12.48   152.26   295.55   171.47  -189.09  1024.83
   188   142.44   -42.00   148.89   481.76   221.92   -30.63  -946.76
   189   141.63   -33.48   140.10   371.50   215.24    96.61   722.63
   190   121.75   -12.98   139.81   -73.00   -19.70   195.52   856.93
   191   150.73    35.12   137.31   213.70   -44.53   -95.99 -4304.33
   192   126.81    12.45   137.05   100.70   132.63  -280.57   754.40
   193   136.15     9.25   132.41     1.38  -129.55  -131.59  -326.98
   194   147.22   -32.77  -136.53  -102.82   101.74    91.43   160.98
   195   113.96    -8.67  -142.89   -47.32  -284.30  -304.25   835.73
   196   135.33    38.99  -148.67   -67.11   185.40   377.77 -3073.08
   197   137.79    42.87  -152.84  -178.23  -101.55   151.16   566.56
   198    94.11    -8.59  -164.91    98.46    55.65   -86.28  2792.44
   199   126.58   -43.73  -169.17   288.43  -459.19  -194.85  -978.09
   200   122.83   -42.39  -172.08   412.81  -151.37   258.26 -2221.22
   201   123.95   -43.40  -176.02   257.22   116.62    -5.27  -254.03
   202    90.38    -5.46  -177.01    18.58    -2.29    35.69 -2068.38
   203    96.56    14.53   163.99   108.05    67.74  -282.27 -2524.52
   204    96.03    -9.84   161.71  -123.68   -69.23   235.32  1404.33
   205   136.47   -38.19   146.89   362.64    85.78  -142.22  1378.48
   206   131.95   -34.64   145.85   420.98   -49.04    23.59   -67.63
   207   122.06    25.80   144.84   243.56   193.65    42.10 -1875.02
   208   126.04    29.32   144.84    23.01   128.17   200.79 -2217.29
   209   127.12    23.55   140.44    -4.92    57.90    -8.31  1990.36
   210   139.79    17.57   132.39  -323.39    28.25   -30.11  2045.65
   211   130.25    -6.89  -133.53  -289.89   176.46  -150.18  1334.79
   212   119.00    20.36  -142.97   107.09     5.38   -37.20  -339.95
   213   145.10   -42.72  -146.66  -334.30  -111.44   466.84  1576.93
   214   123.22   -35.24  -152.24   117.59  -113.04   -21.14  -204.09
   215   135.54   -46.58  -162.93    46.13  -409.44  -168.55 -2204.68
   216    93.74    10.08  -164.79   325.57   255.60   199.39    20.65
   217    95.55   -21.09  -177.49   -79.78   144.76    12.35  -352.72
   218   115.94    39.80   178.99   -32.84    23.81   -41.13 -1476.23
   219   106.80   -18.33   151.46   204.56   310.59   -31.53   472.63
   220   131.02    18.42   135.76  -159.35    35.86   -89.03  2142.53
   221   149.85    33.19   135.25    -1.64  -106.02  -215.18  -872.21
   222   108.31    10.81  -146.08   197.07   -16.20   435.27 -1556.42
   223   134.72    41.39  -150.86  -206.85   177.13   347.34   121.32
   224   127.03   -44.02  -165.13   216.23  -439.80   105.09  -350.85
   225    90.89     2.96  -166.56   245.72   381.81   248.59   142.52
   226   126.37    44.32  -167.52   -40.74  -169.15   106.13 -3957.03
   227   119.50   -41.82  -172.44   296.54  -166.90   247.60 -3168.94
   228   102.67    30.15  -173.94   158.38  -200.72   -27.63 -1831.38
   229    94.24    19.87   174.94   296.52  -126.57    19.48 -1296.26
   230   111.51   -33.12   160.96    98.33    38.49  -242.43  2619.41
   231   113.90    34.22   159.61   111.79   376.82   285.97     4.29
   232    98.90     1.36   153.23   296.07   128.60  -287.30   987.30
   233   103.58    16.66   152.83    53.56   326.29   154.93  2418.31
   234   135.89    40.95   149.34   388.32   131.75     2.47   583.60
   235   133.49   -39.20   148.59   249.16    19.29   119.58  -132.12
   236   138.93   -20.75   132.81  -199.84   279.85  -192.25 -1962.87
   237   117.51     3.43  -138.24   -55.20  -125.38  -212.11   305.76
   238    89.61    -8.52  -170.87   -53.02    13.58   114.06  -156.02
   239   117.87   -42.03  -177.95   272.52   108.96    95.65  1713.88
   240    89.38     8.55   171.87   252.85    55.08  -142.13   622.36
   241   109.92    35.65   168.40     6.99   331.41   218.56  2382.72
   242   103.63     1.30   147.63    56.87    95.01  -155.93  -129.88
   243   117.10    -4.21   138.53     6.90   190.49   -41.96 -1607.14
   244   127.44    10.24   134.24   -65.53  -127.14  -205.06   235.36
   245   155.32    33.94  -132.30    -9.54  -143.09   240.78  2888.70
   246   136.31    26.92  -135.52  -381.35    45.13   -82.43 -2488.45
   247   110.28    23.82  -149.26   173.72  -143.77  -188.71  1652.41
   248    99.53    -3.60  -150.81   170.86  -183.85    -4.29  1054.17
   249    89.77   -10.53  -169.29   123.79    13.88   -41.92 -2114.06
   250    90.24    15.05  -174.34   310.98  -168.66   -19.79 -1300.82
   251   129.44   -47.94   180.00   260.84   205.59   -11.38 -1366.46
   252   109.38   -36.87   172.30   184.03   311.31   -39.64  1656.67
   253   111.67    33.07   157.93   -42.20   276.57   302.86   774.40
   254   100.34   -10.77   151.61   276.75   339.16    87.70  -293.53
   255   148.47   -41.53   141.28   277.10  -163.10   166.04  -333.35
   256   116.72    10.80   139.14    68.56   124.53   -70.62 -1694.58
   257   128.77   -15.12   134.24  -143.01   253.43   100.39  3534.67
   258   130.11    -7.94   132.30  -106.90    21.45    50.50  2997.33
   259   130.48     4.81   131.83    59.63  -284.25  -171.61  -705.60
   260   137.40    17.20  -130.90  -100.13   -67.26  -150.56  -859.47
   261   114.90   -31.57  -151.39   -77.05   -13.67  -166.95 -1803.70
   262   121.94    42.78  -163.78  -195.67  -462.76   -50.28 -2942.74
   263    90.52   -14.49  -168.69   119.96   140.03  -152.11  1415.25
   264   113.23   -38.89   167.20   107.16   246.88  -257.70   791.73
   265    93.57     2.87   156.86   196.44   -10.77  -328.92  -664.96
   266   102.90    -3.48   146.79   245.85    53.02  -396.53 -2198.43
   267   115.41    23.54   144.31   -21.15   121.40    72.63  2247.99
   268   124.88    30.45   142.96   326.96   169.15   310.93 -2100.35
   269   117.62   -13.05   138.59   -54.79    32.06   153.78  1463.01
   270   125.32    17.79  -135.53   -69.04  -239.81  -185.88  -231.95
   271   138.43   -30.90  -135.80   -87.37   -18.56   -37.91 -2259.31
   272   128.53   -27.51  -138.33   -39.02   -68.28  -283.39   675.98
   273   115.42    14.10  -139.53   296.25  -118.98   175.40 -1757.79
   274   129.95    39.14  -147.67   -12.56   143.55   364.69  -381.68
   275   101.99   -18.30  -151.57    20.54   -37.83  -307.40  1123.41
   276    99.70    26.53  -162.68   230.10  -229.24  -242.08  -188.23
   277   129.59   -48.90  -178.42    75.08    93.94   -56.72   -53.04
   278    87.60    13.41   177.90   309.10  -243.56  -228.90 -1517.44
   279    91.15    11.87   162.68   358.77    72.50  -217.62 -4977.80
   280   102.24    26.80   158.93  -205.25   437.33    21.69   633.19
   281   107.74    10.02   143.38   -62.49   167.61    74.83  1716.60
   282   124.62    21.32   137.18    -6.73  -127.61    15.45  1748.11
   283   129.99   -20.77   134.48   -25.73    89.22   -20.66 -1849.40
   284   163.73    37.30  -130.38    -4.65   -60.21   324.59   800.76
   285   118.87    -2.26  -135.27  -179.98  -222.92    59.00  -862.69
   286   132.04    27.48  -136.08  -382.48    27.89  -147.77 -1901.51
   287   126.19   -28.07  -139.27   -79.85     0.18  -228.71  3354.26
   288   113.63    11.50  -139.27   338.56  -172.22   365.02 -2708.50
   289   124.58   -37.47  -148.57   -60.79  -183.42  -209.95  1637.92
   290   100.08   -14.47  -150.54    25.14  -241.34  -338.10  2784.42
   291   118.12    37.00  -153.43  -117.98   269.01   175.76   799.86
   292    87.95   -14.40  -172.09   216.80   106.23  -129.09   891.41
   293    92.05   -23.51  -178.41    72.22   279.03  -291.66 -2377.98
   294    87.95    14.93   173.14   328.20     2.53  -120.65  -634.48
   295   135.22   -45.76   153.43   226.34    60.78   -89.94  1009.11
   296   107.22    13.91   144.16   123.78   198.37    92.20  -546.36
   297   125.92    11.81   133.20    60.45  -142.51   -26.32  1027.74
   298   152.72   -38.62  -134.47  -129.22   158.36   408.69  1087.87
   299   112.10   -10.44  -139.31  -327.57  -200.36  -351.62   663.09
   300    92.07   -14.24  -159.50   -11.39   416.38  -181.34   981.25
   301    85.35    -0.52  -168.38    -0.07   185.24   411.43  1711.98
   302    84.34    -3.19  -173.07    98.81   -81.81   195.64  1482.74
   303   119.83   -45.29   172.55  -139.47   599.02    39.81  -806.06
   304   129.77   -18.97   132.94    14.36   -33.03   -94.13 -1363.79
   305   131.31   -16.95   131.72  -133.26   170.79    86.01   286.85
   306   139.15    23.14   130.79   -85.08   -83.08     0.76  -928.20
   307   147.22    29.57  -130.30   -82.50  -259.76   -39.87  1496.18
   308   131.68   -31.08  -137.25    24.36    74.13   -79.34  1040.94
   309   148.79    41.02  -137.54   -98.05    -4.21   289.49  3147.08
   310   108.38    11.64  -141.27   372.41   -14.72   405.21 -1445.43
   311   108.58    13.31  -141.60   321.28   -59.08   388.82  2132.94
   312   108.94   -28.72  -150.08  -212.94     5.79  -311.34  -364.35
   313   114.68   -38.81  -157.92   204.26  -282.91   251.56 -3625.42
   314    86.07   -15.80   179.46    61.53   240.18   -49.39 -1817.58
   315    90.81   -20.13   166.22  -337.29  -287.22   151.32 -3412.50
   316    92.85   -18.65   160.28   -99.21  -116.92   197.43  -790.45
   317   109.29    36.39   160.28    22.85   376.25   331.64  -564.13
   318   119.31   -21.92   138.43   137.78    44.95  -158.52  2144.68
   319   137.82   -28.07   132.92   -42.55   143.48  -278.13   771.33
   320   126.86   -13.53   132.18   -62.64   151.33    25.33  -826.31
   321   151.00   -31.51  -129.58    66.19   -26.92    67.71  1256.10
   322   138.85    23.90  -130.26  -292.94  -219.04  -259.95   507.53
   323   141.34    32.80  -133.67    17.52   -69.17   170.23  -250.07
   324   133.04    36.80  -140.36   110.46   -35.73   498.34  2148.32
   325   112.90   -22.80  -142.01     0.98  -275.85   -81.68  3210.19
   326    90.16   -21.34  -167.64   106.15     4.70    -8.53  -308.33
   327    85.56    11.05  -167.64   280.83   106.35    13.97 -2110.40
   328   103.65    37.63  -177.82    46.46   -24.02   -92.83 -1193.97
   329   115.50    44.71   177.82    46.00   150.40   216.73  1848.87
   330    85.89    16.38   174.56   398.96     5.01   -82.22 -1879.01
   331    82.77     1.08   172.41    34.08    72.14    47.70 -1369.92
   332    91.19    19.00   162.06   442.04    16.22    85.74    91.62
   333    92.39     7.78   153.65   188.77   147.66  -130.17    55.69
   334   125.12   -40.97   150.26   154.52   119.76    78.68 -2417.48
   335   124.31   -31.02   140.36    12.30  -166.65  -167.87 -1976.93
   336   126.60   -25.98  -135.56  -170.53  -126.15  -215.54  -545.32
   337   107.97    -0.83  -138.81    39.13  -320.79   283.16   247.93
   338   109.65    11.51  -139.13   426.04   -42.12   406.66 -1762.50
   339   118.27   -25.85  -139.76  -254.62  -118.29  -233.85  2352.09
   340   105.19     6.82  -141.07   480.72  -115.95    49.55 -1154.08
   341   106.56   -12.71  -141.41  -293.70  -439.64  -301.52 -2907.91
   342   101.75     3.52  -143.13   398.59  -289.60    -8.55  1327.88
   343    99.12    18.85  -150.02   245.38  -178.60  -164.13  1671.56
   344    90.24    13.01  -157.54   320.08    86.10   137.38  -968.99
   345    98.43    30.53  -163.40   309.02  -503.85  -203.13  -220.70
   346    88.78    19.00  -165.45   349.21   172.79    60.49  -454.21
   347   126.13   -49.63  -173.96   -41.69   -21.66  -126.13 -3983.89
   348    88.64   -22.82  -173.96   202.84     9.87  -125.55 -1547.43
   349   113.28   -44.15  -178.35   100.74    -3.35   112.27 -2826.37
   350   100.88   -36.06   175.05  -139.00   156.86    21.05  -528.32
   351    98.12    33.33   172.33   315.24    29.03  -189.91  3622.54
   352    83.77     1.07   165.96    48.54    87.39  -149.31 -1793.62
   353   125.58    45.17   156.60    53.97   222.80   -45.61  3268.76
   354   123.28   -15.44   133.14    47.87    -3.43    55.67  -323.37
   355   131.24   -12.03  -128.82  -229.80    51.20   -13.95  -590.81
   356   157.48   -38.32  -130.64   100.97   386.75   466.94   994.84
   357   119.64   -11.68  -133.38  -343.14  -114.98   -70.40  3297.02
   358   134.94    35.78  -137.31    26.98   299.26   622.09  -334.40
   359   125.99    35.65  -141.82   168.89    55.58    88.43   -36.36
   360   102.82   -12.28  -143.22  -169.74  -221.77  -267.29   829.65
   361   132.71   -45.90  -150.62  -372.61  -322.40   330.43   581.76
   362   117.08   -45.56  -169.01    73.26  -300.02    45.42 -1297.27
   363   116.42   -45.34  -169.55    40.97  -118.64   172.46 -2205.34
   364    86.79    20.00  -170.63   258.85  -175.60     5.59  -819.21
   365    81.20    -2.76   172.81    98.76    65.17    69.40  1452.73
   366    96.42   -29.09   162.74  -232.07    76.71  -249.78  3149.44
   367    94.94   -27.44   162.74  -121.49    -8.22   -10.65   822.50
   368   103.74    30.80   154.56   117.69   283.50    50.68   -34.76
   369   110.11    24.75   143.58   141.48   -96.25  -190.27 -1097.07
   370   118.78   -20.00   136.13   136.37    -7.77   -91.96 -1380.37
   371   147.71    34.47   131.36   109.42  -404.23   192.75  1004.05
   372   125.56   -12.94   131.12    90.05    44.83    24.43 -2381.18
   373   135.00    24.99   131.12   -48.32  -240.07   -44.02   120.48
   374   137.42   -25.96   130.64  -116.26   327.68  -111.50    76.20
   375   141.65    27.24   129.71     7.34  -212.23   -94.13  3302.53
   376   157.14   -35.92  -128.77   -71.60    54.47   442.20   411.29
   377   121.43     8.51  -131.57   -37.10  -117.35  -146.42   131.39
   378   113.04   -22.77  -139.86    11.84  -262.10    22.00  3395.89
   379   104.73     5.57  -139.86   599.03  -251.21    -4.41 -1575.32
   380   115.01    29.28  -142.59  -108.79   -23.50  -117.68  1295.72
   381    98.60    23.34  -151.67   174.75   -65.37    -4.16   637.68
   382   125.64    47.73  -160.56  -286.00  -265.03   192.01 -1170.86
   383    98.60    32.60  -163.61   257.08  -428.90  -116.62  -425.40
   384    80.81     5.55  -172.18  -266.08  -166.90   381.97  -272.24
   385    84.86   -19.92  -177.19   120.38     4.04   157.82   821.69
   386    85.61   -21.41   178.88   222.78   558.23   -10.31  1989.57
   387    82.10    -4.37   166.76  -133.42   345.67   102.85  -357.93
   388   117.40   -45.40   165.17  -311.40   292.89    78.91  3441.58
   389   113.48    42.43   162.07   142.33   482.92   219.44  -218.37
   390   121.46   -45.56   159.57  -210.80   116.20    10.76 -2232.20
   391    98.24   -24.43   152.99   156.08   217.66  -206.32  1137.99
   392   113.51    35.80   149.95    72.89    81.51   382.71  3304.89
   393    95.12    11.37   148.71   256.89   -65.18  -115.89 -1122.54
   394   109.04   -14.10   138.89   -92.25  -153.84    37.76   808.63
   395   143.47    27.92  -128.49  -232.08  -342.91    -4.79  2607.46
   396   132.04    21.16  -129.85  -168.33    65.26  -321.88   451.69
   397   128.77    38.23  -141.27   162.64   -19.91   518.92  2754.13
   398   100.81    -3.11  -141.62   136.38  -257.68    58.87   925.66
   399   103.82    34.88  -157.91   183.98  -129.71  -159.37  1319.26
