# npoints=256 nbar=4000 length= 200.0Mpc verr=1660.0km/s nonlin= 250.0km/s
#dipole v_rms = 125.498322
#    i        r    theta      phi      v_x      v_y      v_z      S_r
   106   117.11    29.14   157.55    21.11   113.16  -239.13   918.85
   107   140.07    38.25   149.25   102.53   339.30  -149.45  1977.77
   108   140.16   -29.37   140.71  -102.62    64.62  -167.06 -2005.64
   109   128.06    15.93   140.15  -188.64   -50.46     4.85  1977.12
   110   123.13    -2.18  -139.64    -5.58    64.66   239.98  1289.57
   111   137.47    31.14  -142.83   -26.48  -159.01   215.67   325.42
   112   117.36   -14.65  -145.65   232.28   -62.86   -68.34   108.06
   113   108.31    -5.80  -150.46   316.46   108.16   -34.72  -315.97
   114   115.09   -33.82  -168.69    77.46   -87.65   315.59  1072.96
   115   114.22   -33.17  -168.69   115.56   -55.15   322.62  -428.74
   116   115.61    34.59   170.07  -122.73  -315.47  -197.01   445.18
   117   112.72    30.39   164.62   -33.67    31.79  -312.91 -2836.51
   118    97.71     1.83   163.74  -239.65   -86.49  -166.35   317.60
   119   115.69    31.33   161.57  -158.89   -99.64  -209.09 -1567.97
   120   120.83    35.13   161.57  -101.23   120.87  -115.02   816.94
   121   119.21   -27.73   152.68   178.09   137.44    75.77 -1926.48
   122   131.48    34.37   149.74   106.86    94.20  -241.30  1462.46
   123   121.02    16.89   144.06  -315.49  -312.58  -289.32  2238.30
   124   130.60    26.66   143.44  -140.77   -69.54   116.80 -1899.54
   125   158.95   -38.99   139.36   -57.81  -131.02   -69.26 -2308.00
   126   162.47   -36.95   136.22  -158.35   -57.17  -107.37  1696.72
   127   129.74   -18.61  -139.12   100.72  -149.76   124.61  2437.60
   128   153.20    38.47  -140.82   235.20  -145.17   151.92 -1633.67
   129   115.59   -19.34  -148.47   417.83   -38.07  -230.21  -959.05
   130   124.59   -41.66  -177.11    45.88   221.33   191.11 -1537.84
   131    97.64   -17.70   178.07   -17.99  -123.40  -179.27  -158.12
   132   121.03   -39.72   177.11   -95.79   178.28   223.80  2169.71
   133    96.63   -15.47   176.63     4.10  -172.25   -76.37 -2603.83
   134   126.10    41.52   169.99  -105.77  -177.53  -131.35  -500.73
   135   108.17    28.00   166.76   -13.86   -52.37     2.67   407.76
   136   106.76    -7.15   151.36  -105.67   302.19  -296.12   154.90
   137   110.84    11.38   148.82  -660.28   104.57  -198.71 -1038.81
   138   117.43    20.65   147.78    -4.02  -167.87    94.94   952.04
   139   118.50    20.86   147.09    33.73  -193.47    77.62 -2091.95
   140   142.73   -33.19   141.11   -66.16    98.08  -191.05   882.72
   141   152.79   -28.06   133.59   -50.58   201.53  -228.34  -867.48
   142   130.31   -10.36  -135.99    60.11   -51.97    11.49  1967.16
   143   147.32    33.11  -138.34    44.07   -96.70   -55.40 -1778.89
   144   119.86    -1.12  -140.29    11.65   -30.06   -13.38 -1915.14
   145   115.27    -3.89  -143.29    55.72  -220.27   190.25  -475.43
   146   133.59   -45.04  -167.57   247.43   -29.25   -99.46  1096.65
   147   130.46    44.96  -177.09   -44.91  -115.01  -136.08  -521.46
   148   108.61    30.71   170.85   -45.67   241.20    77.80 -1708.42
   149   121.79    39.43   168.50   -69.11  -194.60  -199.99 -1239.18
   150   115.56    35.08   167.11   -14.06  -216.74  -198.64  2527.21
   151    97.85    -4.12   160.84  -448.12  -218.39  -307.90   844.19
   152   115.49    18.95   147.56  -325.62   -75.94   -21.49  1226.28
   153   139.97    27.24   137.80  -177.55   -30.95   268.05  -298.36
   154   153.03    33.11   135.99  -263.99    42.02    46.68  1023.72
   155   159.73    36.63   135.99  -478.00    -9.99  -127.25   403.41
   156   129.28    -0.69   135.49    87.19  -194.31   111.72  1618.49
   157   133.16     0.00   133.81   178.74  -273.74    54.13  -384.96
   158   165.16    36.25  -133.34  -264.82  -100.33  -123.45 -2226.73
   159   152.36   -29.49  -133.57     6.40   174.77    44.92  -777.46
   160   139.34    19.32  -134.04  -172.08   124.37   193.28  1730.36
   161   128.13    18.12  -138.64  -235.80   306.99   115.22  1570.68
   162   126.95   -19.41  -139.76   149.44  -125.37    -9.58  -304.81
   163   115.11     3.89  -142.74    13.86   121.15  -166.02  -649.50
   164   141.12   -44.68  -155.63    35.70  -335.30  -161.53  -583.76
   165   101.12     7.10  -155.63   391.52  -342.81   -80.56 -1408.34
   166   102.02   -15.09  -158.11    77.67    22.17    68.29 -3723.76
   167    96.38    -9.80  -164.25   214.06   146.03  -223.88 -3585.89
   168   131.17   -44.65  -168.41   284.20   111.08   145.84  -609.08
   169   135.24    46.71  -170.30   223.31   148.52  -203.37 -1573.52
   170   123.50    42.11   176.09    87.03  -185.28  -431.68  1602.64
   171   133.66   -20.17   136.77   182.52    42.34   114.73    95.72
   172   145.51   -23.75   133.34   170.18    61.73   249.54   831.25
   173   128.45   -33.19  -147.46   157.58  -296.73  -191.18   -78.53
   174   125.00    33.80  -150.74    83.33   -87.21    24.57  1996.86
   175   114.28    25.08  -151.11    47.26   -73.18   -64.95  -213.48
   176   121.13    35.94  -157.52     1.70    44.33  -158.51 -2323.29
   177   125.26   -40.91  -163.21   197.02   100.68   294.35  -851.54
   178   106.28    30.48  -171.66    49.68   -37.76   216.65   673.64
   179   107.10    32.17   178.52    66.27    21.56   179.34 -1699.57
   180    98.22   -20.97   171.18    53.68  -112.43   -56.74  -494.44
   181    92.43     4.85   169.74  -148.33   -44.84  -158.87  5701.99
   182   103.60    26.90   168.79    68.73   155.45   -46.29  -843.28
   183   135.84   -46.44   165.50   194.21    89.98   121.57  3721.53
   184    96.81    10.70   162.31  -250.41  -145.33  -130.80  -866.95
   185   113.50    22.25   149.62   -77.56    96.06  -147.86  -178.02
   186   133.76    24.50   138.12  -187.71   -33.59   146.38  1510.74
   187   148.96   -34.14   137.31   -38.64    11.74  -127.56   381.62
   188   142.04    27.52   136.01  -285.64   -78.89   307.06  -639.53
   189   132.49   -14.69   135.00    67.36   -52.08  -110.44   313.43
   190   138.66   -21.83   134.75    69.61   160.34    35.72  -936.38
   191   148.69   -31.70  -135.25  -479.68   171.86    38.73  1888.02
   192   135.81   -38.41  -147.59   108.72  -132.25     3.01 -1271.62
   193   106.04    12.34  -150.15    -6.93    -6.95   -62.73   496.49
   194   134.93   -46.85  -166.79   377.94    53.14  -268.37  -709.42
   195    97.72    20.60  -169.17   330.57   143.24   169.61   605.15
   196    94.63    18.28   179.00   129.31   232.07   -22.37  1565.83
   197   118.64   -40.69   177.01   210.31   355.52   166.17   928.10
   198   127.31    43.42   166.32    60.42   153.09   187.95   107.43
   199   125.14    37.27   154.44   126.58   411.85  -123.81   749.35
   200   116.63    19.57   144.84  -141.39  -259.63    87.77   267.17
   201   139.85   -32.43   139.56  -110.21    -1.33  -190.35 -1154.86
   202   152.72   -32.14  -133.53  -313.05   -17.67     8.73   400.47
   203   145.72    30.62  -135.25  -136.47  -141.69   255.43  1432.08
   204   152.04    35.86  -136.28   173.02    -0.48   -30.25   958.14
   205   128.47    18.80  -137.08  -329.76   430.20   188.27  1074.62
   206   111.66    -2.41  -142.97    20.00  -110.38   203.55  2241.20
   207   109.10   -33.46  -168.11   139.43   -28.59   206.50  1257.99
   208   107.15   -32.16  -169.08   249.46   110.55   267.44   966.71
   209   104.53    31.05  -173.99    98.55   -54.88   193.48   756.22
   210    95.39    20.62  -175.99   354.38    45.72   108.00   841.42
   211   110.19    36.05  -178.49  -214.34  -120.84   130.19   849.68
   212    98.42    24.88   175.99    10.25   192.30     5.37   671.02
   213    99.86    21.09   162.93    47.38   -57.94   114.41   909.34
   214   115.45    33.70   158.03   129.96   173.32   -78.02  -595.08
   215   114.36   -29.46   153.43   106.30   195.79   213.91   228.97
   216   131.00   -38.77   150.69  -137.96    41.79    37.14 -1045.45
   217   137.09   -37.16   144.61    20.87   116.91    30.12  2514.89
   218   119.03     1.50   138.46  -380.20  -111.42   176.53 -2283.00
   219   142.35    32.91   138.18  -208.45   290.47    59.05   906.18
   220   145.83   -34.60   137.90  -144.20   -51.31   -45.89 -1712.65
   221   145.04    26.90  -133.04    19.12   -79.73   316.56 -1448.26
   222   127.93   -40.34  -154.87   428.43  -493.97    90.42  -427.98
   223    92.77    17.65  -176.96    56.73    94.27    38.54 -1446.04
   224   106.89   -33.24   170.95   271.50    12.13   441.26  1653.30
   225    97.98    20.54   164.19  -131.99   -41.55   -70.66   109.84
   226   100.71    -0.89   151.25  -383.77   360.84  -149.88  -497.83
   227   124.22   -31.47   146.43  -210.15   -53.07    85.21  -585.24
   228   125.73    31.05   145.04   -45.54  -126.58   -78.06   553.58
   229   114.19   -14.66   143.05    32.67  -495.39    58.75  3856.63
   230   117.56    18.60   142.41  -182.20  -318.32   -22.03  1305.80
   231   112.77    -4.77   141.78  -194.47    11.59  -105.91  3728.88
   232   151.38   -40.95   140.55  -382.33   274.34    61.87  2914.37
   233   116.51    -6.16   139.65   -98.44  -377.42    97.43  1388.26
   234   132.95   -17.09   134.00   -25.89  -227.87    77.16 -1199.68
   235   149.12   -29.85   133.04    43.91   -71.02   -93.10   257.13
   236   111.70    11.70  -143.13   424.51    57.91  -193.20 -1100.56
   237   116.65    21.61  -143.79  -149.23   -48.30    21.42   412.32
   238   126.09    34.75  -147.63   242.81  -266.63   -48.61  -297.01
   239   133.98   -41.22  -150.26   225.63  -483.90   201.13 -1714.45
   240    98.08    17.14  -159.00   117.21    32.17   -92.81  -467.17
   241    93.30   -19.06  -172.87  -137.06   376.67   -45.39 -1893.20
   242   125.15   -45.37  -174.39   426.43   106.35  -122.29 -1534.76
   243    87.59    -2.04  -178.47   -49.86    83.58  -282.41  -190.37
   244    88.45     7.61   176.42  -104.55   -78.30   -82.88 -3347.60
   245   120.14    42.55   171.37   101.55  -284.03  -365.24  -889.66
   246   115.72    37.42   162.18   -42.63   -29.10  -226.23 -2297.14
   247   135.26   -45.27   156.80  -187.50   -59.97   430.16  3093.56
   248    98.12    12.41   155.94  -160.15   -32.51   140.14  2194.83
   249   134.69    15.13  -131.83  -156.08   151.31  -189.87 -2842.28
   250   113.52    13.94  -141.91   262.81   187.77  -120.05  -870.08
   251   110.24    -5.69  -142.23    36.51   -22.84    46.20  2478.77
   252   113.14    22.32  -145.95   -86.83   -41.82    31.42 -1491.98
   253   121.80   -33.04  -148.13   158.98  -167.24  -374.82   594.46
   254   113.66    26.98  -148.88   123.83    59.42   162.50   -57.67
   255    94.33   -17.35  -164.40   -20.60   329.76  -123.33 -3939.67
   256   115.21    38.60  -164.40    96.24   171.54   -92.81   937.62
   257   103.82   -31.28  -167.80   191.95   152.49   311.01  -695.68
   258   132.37   -49.07   179.48   242.87  -193.88   -98.46   554.55
   259   108.76   -37.11   178.97   251.99   191.85   370.16  3151.34
   260    99.72    29.57   178.97   309.50    86.79    45.69  -685.99
   261    90.37   -16.06   176.91    -2.11   -84.66   -57.47 -3014.62
   262   121.56   -43.45   169.29   382.81   342.25   348.66  -720.46
   263   137.95    44.61   152.01   -97.37   267.89   225.63  1786.50
   264   126.07   -38.29   151.21   -35.17  -108.61   269.58 -2868.75
   265   115.89    16.45   141.28  -211.04  -285.51  -123.17  2383.27
   266   113.71     7.90   140.35  -665.32  -243.46  -469.86 -1126.77
   267   148.50    39.15   138.85  -439.64   187.04   156.75  4265.98
   268   140.89    33.68   137.70  -114.17   247.39   105.25 -2383.42
   269   125.12    10.07   134.74  -543.85  -134.32  -585.38  -912.13
   270   158.01   -37.46   133.74  -206.61    24.44    18.48  2362.08
   271   139.62    25.52   133.49  -245.51  -209.94   450.03  2172.01
   272   156.34   -33.69  -131.35   -64.38  -345.71   -58.60  2067.27
   273   128.68    24.38  -137.16   -88.62   226.20   288.37  -168.82
   274   102.91   -20.44  -153.02   154.22   140.37  -338.30  1815.58
   275   103.85    28.29  -160.02   196.97   144.29   198.97  2072.98
   276   115.35   -40.56  -168.69   193.75  -144.99   221.67  1468.58
   277    99.01   -28.26   170.20     5.69   -91.37   251.59  1382.64
   278   130.22    45.56   160.48    -0.48  -263.99   149.49 -1916.50
   279    95.22   -12.80   157.75  -276.85  -123.34  -369.06 -1069.73
   280    94.88     3.30   155.13  -314.01     3.06   184.75  2446.97
   281   102.80   -19.07   152.20   139.29   173.30    39.83 -3763.63
   282   135.32    31.31   138.01  -290.15   203.96   145.90  3544.80
   283   121.78    11.47   136.06  -611.31  -187.43  -331.88  -199.51
   284   151.11    35.38   134.23  -510.74    85.81   -18.47  3945.34
   285   126.47     7.10  -132.73    44.25   151.66  -253.60   415.03
   286   140.94    32.15  -135.53    57.61   -24.44   220.98  -470.23
   287   118.20    -7.60  -136.62    -4.43    68.48   222.58 -2536.61
   288   114.70   -12.59  -139.53   206.28   -78.09  -154.01  -426.97
   289   142.22    39.99  -141.40   173.46  -205.83    55.45   441.94
   290   101.02    -9.80  -148.80   224.45   356.41    40.52  1321.79
   291   103.67    24.49  -154.50    46.43   -60.75   139.21  2100.28
   292    95.11    26.33  -177.37   -58.31   158.90    43.24  2258.13
   293   116.65    43.09  -178.42    68.61   -33.10  -183.73 -1873.97
   294   116.63   -43.10  -179.47   490.47   -90.65  -139.42 -1954.63
   295    88.62    12.73   170.11   -92.60   121.34   146.49   465.13
   296    94.30   -20.87   165.10   135.28   -49.26   230.84 -1222.58
   297    89.29    -2.51   162.68  -114.97  -284.28  -167.23  1260.94
   298   104.35   -27.66   157.12   -91.83    16.95   264.80  -404.60
   299   123.02   -39.42   153.65   -87.18   -20.60   280.02   412.68
   300   107.61   -17.75   146.19   -82.93  -168.90    68.68 -1908.72
   301   145.07    41.90   142.05   -61.80   356.00   110.24  1494.81
   302   118.76   -13.31   137.47   127.72    54.20  -117.67  -321.51
   303   150.25   -34.52   133.47  -233.90   -10.72  -133.55  1206.63
   304   127.01     8.85   132.73  -295.16   -33.74  -530.52  1658.20
   305   130.18    -5.16  -130.60    50.47   -90.03   -96.51  1253.86
   306   142.90   -31.29  -133.70  -303.12    -0.65   305.92  1801.59
   307   140.73    30.71  -134.22   159.69   -73.58   192.12  2247.48
   308   117.74   -18.97  -139.27   -58.48    49.85   -47.74 -1064.63
   309   127.60    46.26  -163.01    93.02   100.38  -189.90 -4264.09
   310    84.87    -5.81  -177.88  -112.26   259.56  -271.99  2853.83
   311    99.34    31.80  -177.88   271.81    70.69   124.38   292.90
   312    88.73   -17.95   178.41   186.00  -238.56  -247.66   136.42
   313   125.92    46.54   166.97   -40.60   183.23   125.56   741.64
   314   133.40    46.57   156.93    93.80    72.89   153.72   539.84
   315   139.27    44.52   148.19   -89.21    81.30    55.35   495.03
   316   132.10   -25.95   135.27   -74.19   106.07   199.54   970.08
   317   141.78   -32.68  -134.47  -336.53   170.94   212.12  1753.85
   318   141.31    32.81  -134.73    62.45  -159.11   206.31 -2668.69
   319   134.46   -28.45  -135.00  -336.59    39.39    16.79    75.78
   320   120.37    15.43  -136.09  -115.87    -1.55  -233.16  1297.75
   321   106.03    -3.80  -142.20   175.28     9.48   177.26  -596.74
   322   100.15    19.60  -152.37   109.33    81.43    31.13  -139.21
   323    94.83    24.33  -165.34   219.96   -33.56    97.43 -1360.39
   324    85.45     7.88   170.97    53.25    -1.05  -143.12 -3366.17
   325   127.81    47.70   166.34    43.43   189.04   201.20  -283.18
   326   101.16    30.64   163.84   106.75    57.28   -70.23 -2409.94
   327   107.76    27.64   151.13  -125.26   -40.38    98.15 -1048.47
   328   110.35   -22.92   145.33   160.07  -201.41   269.92  2219.99
   329   115.86   -15.25   138.40    77.26  -191.76  -147.09  -299.23
   330   152.36   -41.02   136.65  -349.46    -6.04   142.80   -55.68
   331   146.32   -37.88   136.37  -213.46   -56.43    91.71   287.94
   332   124.23    42.29  -154.31    43.48    50.96   -48.50  -164.76
   333   100.89    33.35  -169.32   215.60    28.93    94.68 -2509.44
   334    84.60    11.18  -176.22   132.79    42.24  -350.34  1729.88
   335   124.12    47.96   175.15   335.33  -162.26   -56.93  1595.60
   336   111.06    40.86   170.36   107.83  -358.71  -216.14  -731.71
   337    91.83    -4.39   154.75  -250.93    83.54  -230.49   -11.72
   338    93.58    -6.71   153.00  -339.37   152.23  -388.84 -2553.64
   339   111.15    18.86   141.94   -60.49  -283.34   244.10  -738.98
   340   144.15    30.27   131.69  -463.31    -9.22   162.18  -605.37
   341   131.66   -28.73  -135.27  -257.49   119.64    57.27  -909.84
   342   110.57    -5.27  -138.16   129.49  -224.88    48.04  -649.32
   343   143.20   -40.07  -138.47  -242.16   119.40  -288.65   199.53
   344   103.65    -1.73  -142.35   107.10    78.67   129.64  -560.97
   345    95.21   -16.69  -154.09   358.43    54.02    49.70  -270.26
   346    90.86     0.00  -154.54    99.98  -295.88  -202.80  2176.79
   347   131.15    47.12  -156.80   185.55  -154.99   -99.29   851.43
   348   129.96   -47.17  -158.20   328.03  -132.45   120.31  3105.00
   349    87.93     5.61  -159.62   154.63   138.30    34.65  -718.82
   350   100.71   -30.28  -160.59   166.76   114.67   193.08  -758.98
   351   111.59   -40.62  -165.58    61.16    70.88   146.92  -226.90
   352   100.37   -35.17   178.91    43.51    42.85   375.53 -1188.56
   353    95.99   -26.07   162.06   175.08  -271.94   128.78 -1757.38
   354   115.83    41.89   162.06   106.80    28.44  -219.39   346.78
   355   131.82    41.59   146.31     9.38   171.03  -154.99   957.28
   356   122.01   -26.63   138.78  -127.40   -49.50     1.97 -2002.17
   357   147.33    30.96   130.49  -247.86  -125.89   150.71  1110.09
   358   145.29   -35.12  -133.14  -156.90   110.80   -26.04   555.78
   359   124.24    19.47  -133.92  -155.87    32.89   125.34   976.79
   360   143.96   -39.82  -137.29  -231.61   145.24  -169.86  -300.55
   361   123.95    27.40  -137.59   -92.58    59.63   272.52  -284.37
   362   117.97    34.26  -146.44   149.63  -157.77   -34.25 -1329.30
   363   100.39    18.14  -148.39   106.93   -88.63    62.32  2060.69
   364   101.47   -24.57  -151.70  -173.09   205.56   180.77   -11.88
   365    85.18   -17.07   176.15   189.68    33.73   -48.81  -319.26
   366    86.21   -19.04   175.60   114.02   102.50  -151.12  1728.56
   367    82.24    -6.55   173.96  -336.24   -81.82  -130.87 -1952.54
   368   120.89   -38.82   149.61   -16.48   -64.15   219.70   543.39
   369   117.89    33.82   146.06  -125.69    44.00   -80.99   664.33
   370   111.78   -20.88   141.07    59.51  -222.69    -0.67  -164.81
   371   146.22   -41.49   137.89  -201.11   -40.46    37.95 -2777.17
   372   138.39    31.29   133.39  -257.70    96.85   390.81  2668.25
   373   101.01     2.22  -142.86   -77.11    -0.34   -51.29  -406.84
   374   116.71   -31.47  -143.94    24.26  -152.82  -206.30 -3492.96
   375   131.35   -44.10  -148.55    78.85  -232.51   199.77   396.30
   376    95.48   -10.37  -148.95   186.32   132.12   -35.45 -1195.62
   377   123.50   -43.59  -154.11   227.30  -260.69     5.32  -127.40
   378    99.46    27.61  -155.93   101.69    75.96   316.78  1288.66
   379   132.48   -49.01  -157.82   234.52  -190.95   -59.55  2034.41
   380   101.96    37.80  -177.22    10.05    85.50  -132.32 -3305.80
   381    85.54    19.75   178.33   207.00   355.96   -70.09  2922.33
   382   111.66   -43.84   177.78   351.68   230.33    -4.47 -1449.60
   383   126.17    44.40   153.21   129.32   112.32  -173.41 -1679.66
   384    90.71    -3.95   152.77  -152.75   224.85  -264.40  1195.18
   385    96.38    -5.12   146.96  -205.14   388.58  -261.69  -564.83
   386    97.41     2.76   145.80  -125.61   374.23  -198.31  2948.54
   387   102.86     7.86   142.16  -431.38   -67.54  -162.22  2067.30
   388   140.74   -34.87   134.18  -233.61   -20.76    25.56    44.27
   389   143.37    27.95  -128.99    45.84    -4.34   243.96  -234.03
   390   127.29    21.61  -132.32   -56.91   148.73   222.37 -1628.12
   391   132.09   -27.47  -132.84  -476.65   172.33    54.71    36.17
   392   116.19    34.86  -146.70   309.69  -142.91     4.52  2983.50
   393    94.00   -25.61  -160.06   120.92   280.45   123.15  -959.12
   394    92.99   -29.16  -168.91   100.53    49.97    40.86 -1681.88
   395    92.97    25.38   161.57   -56.01   -98.48   126.02  3171.87
   396   102.02    31.38   156.19    90.72   -93.89    42.68  1557.47
   397   127.55   -44.78   151.67     6.73  -156.16   297.89  -643.92
   398   104.34   -23.38   146.31  -149.29    62.54   169.12  1884.24
   399   135.07   -37.39   137.95  -463.39   208.38   -63.68  -233.14
